player,pos,age,bref_team_id,g,gs,mp,fg,fga,fg.,x3p,x3pa,x3p.,x2p,x2pa,x2p.,efg.,ft,fta,ft.,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,season_end
Dwyane Wade,SG,32,MIA,54,53,1775,415,761,0.545,9,32,0.28125,406,729,0.556927297668038,0.551,189,258,0.733,60,181,241,252,79,29,161,106,1028,2013-2014,2013
Dion Waiters,SG,22,CLE,70,24,2072,430,993,0.433,92,250,0.368,338,743,0.454912516823688,0.479,161,235,0.685,32,163,195,209,63,17,154,153,1113,2013-2014,2013
Kemba Walker,PG,23,CHA,73,73,2614,449,1143,0.393,109,327,0.333333333333333,340,816,0.416666666666667,0.441,282,337,0.837,39,267,306,447,86,32,169,128,1289,2013-2014,2013
John Wall,PG,23,WAS,82,82,2980,579,1337,0.433,108,308,0.350649350649351,471,1029,0.457725947521866,0.473,317,394,0.805,38,295,333,721,149,40,295,219,1583,2013-2014,2013
Gerald Wallace,SF,31,BOS,58,16,1416,116,230,0.504,19,64,0.296875,97,166,0.58433734939759,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,2013-2014,2013
Casper Ware,PG,24,PHI,9,0,116,18,42,0.429,7,21,0.333333333333333,11,21,0.523809523809524,0.512,5,6,0.833,0,9,9,10,8,0,5,11,48,2013-2014,2013
C.J. Watson,PG,29,IND,63,5,1193,146,334,0.437,53,145,0.36551724137931,93,189,0.492063492063492,0.516,69,88,0.784,19,82,101,107,60,8,60,66,414,2013-2014,2013
Earl Watson,PG,34,POR,24,0,161,3,11,0.273,2,7,0.285714285714286,1,4,0.25,0.364,4,4,1,5,10,15,28,5,1,17,33,12,2013-2014,2013
Maalik Wayns,PG,22,LAC,2,0,9,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0,2,2,2,2,0,0,4,2,2013-2014,2013
Martell Webster,SF,27,WAS,78,13,2157,254,587,0.433,146,372,0.39247311827957,108,215,0.502325581395349,0.557,105,125,0.84,38,184,222,97,41,15,58,150,759,2013-2014,2013
David West,PF,33,IND,80,80,2472,458,939,0.488,4,15,0.266666666666667,454,924,0.491341991341991,0.49,198,251,0.789,120,422,542,223,61,74,133,186,1118,2013-2014,2013
Russell Westbrook,PG,25,OKC,46,46,1412,346,791,0.437,68,214,0.317757009345794,278,577,0.481802426343154,0.48,242,293,0.826,55,208,263,319,88,7,177,104,1002,2013-2014,2013
D.J. White,PF,27,CHA,2,0,10,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,2,2,0,1,0,0,1,0,2013-2014,2013
Royce White,PF,22,SAC,3,0,9,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,2013-2014,2013
Deron Williams,PG,29,BRK,64,58,2059,322,716,0.45,98,268,0.365671641791045,224,448,0.5,0.518,173,216,0.801,15,153,168,392,93,13,143,148,915,2013-2014,2013
Derrick Williams,SF,22,TOT,78,15,1820,206,482,0.427,26,99,0.262626262626263,180,383,0.469973890339426,0.454,186,259,0.718,71,252,323,56,48,20,76,114,624,2013-2014,2013
Elliot Williams,SG,24,PHI,67,2,1157,140,337,0.415,37,125,0.296,103,212,0.485849056603774,0.47,87,119,0.731,30,100,130,72,35,3,68,126,404,2013-2014,2013
Louis Williams,PG,27,ATL,60,7,1445,197,493,0.4,79,231,0.341991341991342,118,262,0.450381679389313,0.48,152,179,0.849,10,114,124,210,45,4,92,65,625,2013-2014,2013
Marvin Williams,PF,27,UTA,66,50,1674,231,526,0.439,84,234,0.358974358974359,147,292,0.503424657534247,0.519,57,73,0.781,82,252,334,78,54,31,53,151,603,2013-2014,2013
Mo Williams,PG,31,POR,74,0,1834,280,672,0.417,83,225,0.368888888888889,197,447,0.440715883668904,0.478,78,89,0.876,42,111,153,321,55,10,149,197,721,2013-2014,2013
Reggie Williams,SF,27,OKC,3,0,17,5,9,0.556,1,3,0.333333333333333,4,6,0.666666666666667,0.611,0,0,NA,0,0,0,1,1,0,2,1,11,2013-2014,2013
Shawne Williams,PF,27,LAL,36,13,751,73,192,0.38,42,129,0.325581395348837,31,63,0.492063492063492,0.49,14,20,0.7,25,142,167,30,19,30,21,93,202,2013-2014,2013
Jeff Withey,C,23,NOP,58,4,684,69,129,0.535,0,1,0,69,128,0.5390625,0.535,52,73,0.712,49,101,150,26,15,50,20,73,190,2013-2014,2013
Nate Wolters,PG,22,MIL,58,31,1309,170,389,0.437,18,62,0.290322580645161,152,327,0.464831804281346,0.46,59,90,0.656,33,116,149,187,35,15,57,67,417,2013-2014,2013
Metta World Peace,SF,34,NYK,29,1,388,56,141,0.397,17,54,0.314814814814815,39,87,0.448275862068966,0.457,10,16,0.625,18,41,59,17,24,8,19,44,139,2013-2014,2013
Brandan Wright,C,26,DAL,58,0,1077,224,331,0.677,0,0,NA,224,331,0.676737160120846,0.677,77,106,0.726,102,142,244,31,32,55,35,94,525,2013-2014,2013
Chris Wright,SF,25,MIL,8,0,126,21,35,0.6,0,1,0,21,34,0.617647058823529,0.6,6,15,0.4,10,10,20,5,7,5,5,17,48,2013-2014,2013
Dorell Wright,SF,28,POR,68,13,984,111,297,0.374,69,202,0.341584158415842,42,95,0.442105263157895,0.49,52,69,0.754,29,162,191,64,23,16,39,62,343,2013-2014,2013
Tony Wroten,SG,20,PHI,72,16,1765,345,808,0.427,40,188,0.212765957446809,305,620,0.491935483870968,0.452,209,326,0.641,69,159,228,217,78,16,204,151,939,2013-2014,2013
Nick Young,SG,28,LAL,64,9,1810,387,889,0.435,135,350,0.385714285714286,252,539,0.467532467532468,0.511,235,285,0.825,29,137,166,95,46,12,95,156,1144,2013-2014,2013
Thaddeus Young,PF,25,PHI,79,78,2718,582,1283,0.454,90,292,0.308219178082192,492,991,0.496468213925328,0.489,163,229,0.712,166,310,476,182,167,36,165,213,1417,2013-2014,2013
Cody Zeller,C,21,CHA,82,3,1416,172,404,0.426,0,1,0,172,403,0.426799007444169,0.426,146,200,0.73,118,235,353,92,40,41,87,170,490,2013-2014,2013
Tyler Zeller,C,24,CLE,70,9,1049,156,290,0.538,0,1,0,156,289,0.539792387543253,0.538,87,121,0.719,103,179,282,36,18,38,60,137,399,2013-2014,2013
