Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
13.11.1968 0:00;w;21.04.2015 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с дебиторской задолженностью;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 8:49;9,00;Завершен;Авиа и Экспресс перевозка
25.04.1990 0:00;w;28.11.2013 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с дебиторской задолженностью;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 9:39;9,00;Завершен;Авиа и Экспресс перевозка
01.04.1995 0:00;w;17.08.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 13:31;9,00;Завершен;Авиа и Экспресс перевозка
19.12.1994 0:00;w;04.04.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;24.01.2018 9:33;9,00;Завершен;Авиа и Экспресс перевозка
21.03.1993 0:00;w;01.10.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 17:39;0,00;Завершен;Авиа и Экспресс перевозка
09.10.1974 0:00;w;01.12.2015 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 16:32;9,00;Завершен;Авиа и Экспресс перевозка
21.09.1991 0:00;w;27.04.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа круглосуточного обслуживания;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 23:22;0,00;Завершен;Авиа и Экспресс перевозка
28.09.1979 0:00;w;18.05.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 17:02;0,00;Завершен;Авиа и Экспресс перевозка
27.10.1989 0:00;w;19.10.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;24.01.2018 10:31;9,00;Завершен;Авиа и Экспресс перевозка
03.09.1997 0:00;m;17.08.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 11:56;9,00;Завершен;Авиа и Экспресс перевозка
20.01.1993 0:00;w;06.05.2015 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с дебиторской задолженностью;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 8:48;9,00;Завершен;Авиа и Экспресс перевозка
12.11.1993 0:00;w;23.09.2014 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 11:30;9,00;Завершен;Авиа и Экспресс перевозка
04.02.1991 0:00;w;04.04.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;24.01.2018 9:32;9,00;Завершен;Авиа и Экспресс перевозка
10.11.1988 0:00;w;14.09.2011 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа круглосуточного обслуживания;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 3:41;9,00;Завершен;Авиа и Экспресс перевозка
29.10.1989 0:00;w;25.04.2013 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа круглосуточного обслуживания;10.01.2018 15:10;10.01.2018 15:09;20.01.2018 8:09;7,00;Завершен;Авиа и Экспресс перевозка
29.11.1988 0:00;w;20.09.2012 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 15:49;9,00;Завершен;Авиа и Экспресс перевозка
21.12.1982 0:00;w;22.09.2015 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 13:24;9,00;Завершен;Авиа и Экспресс перевозка
27.06.1992 0:00;w;07.02.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;24.01.2018 9:28;9,00;Завершен;Авиа и Экспресс перевозка
10.11.1988 0:00;w;08.09.2015 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 12:03;9,00;Завершен;Авиа и Экспресс перевозка
26.10.1991 0:00;w;08.07.2011 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки информации;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 8:41;9,00;Завершен;Авиа и Экспресс перевозка
21.05.1992 0:00;w;08.08.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 16:03;0,00;Завершен;Авиа и Экспресс перевозка
04.03.1994 0:00;w;17.08.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 12:34;9,00;Завершен;Авиа и Экспресс перевозка
02.04.1993 0:00;m;04.04.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;24.01.2018 9:27;9,00;Завершен;Авиа и Экспресс перевозка
06.02.1994 0:00;w;21.03.2013 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки информации;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 14:52;9,00;Завершен;Авиа и Экспресс перевозка
18.09.1984 0:00;w;21.02.2013 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 7:35;9,00;Завершен;Авиа и Экспресс перевозка
20.04.1988 0:00;w;20.09.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 9:24;0,00;Завершен;Авиа и Экспресс перевозка
10.12.1989 0:00;w;01.03.2016 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 13:54;7,00;Завершен;Авиа и Экспресс перевозка
08.04.1991 0:00;w;04.06.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 14:08;9,00;Завершен;Авиа и Экспресс перевозка
08.04.1983 0:00;w;11.05.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 17:04;8,00;Завершен;Авиа и Экспресс перевозка
05.03.1992 0:00;w;08.08.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 8:15;0,00;Завершен;Авиа и Экспресс перевозка
25.10.1991 0:00;m;03.04.2015 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с дебиторской задолженностью;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 14:20;9,00;Завершен;Авиа и Экспресс перевозка
03.11.1985 0:00;w;27.06.2016 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа сервисного обслуживания;10.01.2018 15:10;10.01.2018 15:09;22.01.2018 15:25;9,00;Завершен;Авиа и Экспресс перевозка
05.02.1984 0:00;w;03.10.2011 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с дебиторской задолженностью;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 8:58;9,00;Завершен;Авиа и Экспресс перевозка
21.09.1994 0:00;w;20.09.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;10.01.2018 15:10;10.01.2018 15:09;10.01.2018 19:37;9,00;Завершен;Авиа и Экспресс перевозка
26.06.1989 0:00;w;12.12.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 15:01;9,00;Завершен;Авиа и Экспресс перевозка
02.03.1988 0:00;w;12.12.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 15:28;9,00;Завершен;Авиа и Экспресс перевозка
24.11.1984 0:00;w;08.11.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 12:11;9,00;Завершен;Авиа и Экспресс перевозка
05.09.1994 0:00;w;08.11.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 11:58;0,00;Завершен;Авиа и Экспресс перевозка
24.05.1986 0:00;w;01.11.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;11.01.2018 15:22;6,00;Завершен;Авиа и Экспресс перевозка
29.12.1993 0:00;w;21.11.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оповещения;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 8:55;7,00;Завершен;Авиа и Экспресс перевозка
04.04.1988 0:00;m;21.11.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 15:32;8,00;Завершен;Авиа и Экспресс перевозка
08.11.1992 0:00;w;08.11.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 12:05;9,00;Завершен;Авиа и Экспресс перевозка
19.04.1988 0:00;w;08.11.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 12:15;9,00;Завершен;Авиа и Экспресс перевозка
26.03.1980 0:00;w;24.10.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;26.01.2018 8:30;9,00;Завершен;Авиа и Экспресс перевозка
30.04.1992 0:00;w;26.10.2017 0:00;01.01.2001 0:00;Специалист по сервисному обслуживанию;Группа обработки запросов клиентов;10.01.2018 15:10;10.01.2018 15:09;19.01.2018 10:58;8,00;Завершен;Авиа и Экспресс перевозка
18.01.1989 0:00;w;24.10.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;10.01.2018 15:10;10.01.2018 15:09;11.01.2018 14:18;9,00;Завершен;Авиа и Экспресс перевозка
09.09.1979 0:00;w;10.01.2018 0:00;01.01.2001 0:00;Руководитель направления;Служба управленческого учета;11.01.2018 9:56;11.01.2018 14:11;18.01.2018 13:31;14,00;В процессе;Вводный курс. Группа компаний «Деловые Линии» 3.0
16.02.1990 0:00;m;21.09.2015 0:00;01.01.2001 0:00;Начальник отдела;Отдел аудита СМК;11.01.2018 10:02;11.01.2018 10:53;11.01.2018 11:32;28,00;В процессе;Курс для подготовки аудиторов
17.12.1981 0:00;w;23.11.2007 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;11.01.2018 10:30;11.01.2018 10:31;11.01.2018 15:37;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
16.02.1990 0:00;m;21.09.2015 0:00;01.01.2001 0:00;Начальник отдела;Отдел аудита СМК;11.01.2018 11:43;11.01.2018 11:43;11.01.2018 11:45;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
05.10.1983 0:00;w;18.10.2016 0:00;01.01.2001 0:00;Разработчик учебных курсов;Направление дистанционного обучения;11.01.2018 14:22;11.01.2018 14:22;12.01.2018 10:25;6,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
13.06.1988 0:00;w;04.05.2012 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;11.01.2018 15:48;11.01.2018 15:48;26.01.2018 9:59;296,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
09.03.1986 0:00;m;04.08.2010 0:00;01.01.2001 0:00;Директор службы;Служба оперативной работы с клиентами и документационного сопровождения грузоперевозок;11.01.2018 17:14;24.01.2018 11:51;24.01.2018 11:52;0,00;В процессе;Удержание ценных сотрудников в Компании
06.02.1983 0:00;w;30.09.2015 0:00;01.01.2001 0:00;Директор службы;Служба подбора, обучения и развития;11.01.2018 17:19;11.01.2018 17:19;;0,00;Назначен;Удержание ценных сотрудников в Компании
26.11.1975 0:00;w;04.07.2016 0:00;01.01.2001 0:00;Начальник отдела;Отдел обучения и развития персонала;11.01.2018 17:20;11.01.2018 17:20;;0,00;Назначен;Удержание ценных сотрудников в Компании
03.12.1984 0:00;w;13.03.2013 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с клиентами LTL;12.01.2018 8:46;12.01.2018 8:46;15.01.2018 15:19;11,00;В процессе;Основы управления временем
06.07.1986 0:00;w;26.02.2008 0:00;01.01.2001 0:00;Старший менеджер по документационному сопровождению;Отдел документационного сопровождения FTL;12.01.2018 11:19;12.01.2018 11:19;;0,00;Назначен;Удержание ценных сотрудников в Компании
25.05.1987 0:00;w;22.04.2016 0:00;01.01.2001 0:00;Руководитель отдела по округу;Отдел сопровождения и продвижения FTL;12.01.2018 11:19;12.01.2018 11:19;;0,00;Назначен;Удержание ценных сотрудников в Компании
29.09.1987 0:00;w;21.05.2012 0:00;01.01.2001 0:00;Руководитель отдела по округу;Отдел сопровождения и продвижения FTL;12.01.2018 11:19;12.01.2018 11:19;26.01.2018 17:11;3,00;В процессе;Удержание ценных сотрудников в Компании
02.09.1990 0:00;w;14.09.2015 0:00;01.01.2001 0:00;Старший менеджер по работе с клиентами;Группа по работе с клиентами FTL;12.01.2018 11:19;12.01.2018 11:19;06.02.2018 13:00;0,00;В процессе;Удержание ценных сотрудников в Компании
25.03.1987 0:00;w;21.11.2012 0:00;01.01.2001 0:00;Старший менеджер по работе с клиентами;Группа сервисного обслуживания клиентов FTL;12.01.2018 12:10;12.01.2018 12:11;12.01.2018 14:46;39,00;В процессе;Эффективное управление конфликтами
20.09.1987 0:00;w;09.01.2018 0:00;01.01.2001 0:00;Руководитель отдела по региону;Отдел сопровождения перевозок LTL;12.01.2018 12:22;12.01.2018 12:22;08.02.2018 10:16;7,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
06.05.1995 0:00;w;08.06.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;12.01.2018 15:46;12.01.2018 15:46;12.01.2018 17:59;26,00;В процессе;Эффективное управление конфликтами
03.12.1991 0:00;m;27.06.2014 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с клиентами LTL;12.01.2018 18:51;;;0,00;Назначен;Основы управления временем
07.01.1983 0:00;w;01.04.2008 0:00;01.01.2001 0:00;Директор службы;Служба информационного обслуживания;15.01.2018 9:51;;;0,00;Назначен;Удержание ценных сотрудников в Компании
03.06.1984 0:00;m;07.05.2008 0:00;01.01.2001 0:00;Директор департамента;Департамент по развитию FTL;15.01.2018 15:07;15.01.2018 6:00;;0,00;Назначен;Удержание ценных сотрудников в Компании
03.12.1984 0:00;w;13.03.2013 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с клиентами LTL;15.01.2018 15:21;15.01.2018 15:21;16.01.2018 14:11;5,00;Завершен;Лидерство
21.01.1990 0:00;w;02.02.2016 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;16.01.2018 10:22;16.01.2018 10:22;;0,00;Назначен;Удержание ценных сотрудников в Компании
20.05.1984 0:00;w;19.03.2014 0:00;01.01.2001 0:00;Старший менеджер по работе с клиентами;Группа сервисного обслуживания клиентов FTL;16.01.2018 10:22;16.01.2018 10:22;;0,00;Назначен;Удержание ценных сотрудников в Компании
14.01.1990 0:00;m;01.04.2016 0:00;01.01.2001 0:00;Старший специалист по справочно-информационному обслуживанию;Отдел справочно-информационного обслуживания;16.01.2018 10:22;16.01.2018 10:22;;0,00;Назначен;Удержание ценных сотрудников в Компании
30.09.1990 0:00;w;18.11.2014 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;16.01.2018 10:22;16.01.2018 10:22;02.02.2018 14:52;2,00;В процессе;Удержание ценных сотрудников в Компании
03.08.1988 0:00;w;02.05.2012 0:00;01.01.2001 0:00;Начальник отдела;Отдел информирования клиентов;16.01.2018 10:22;16.01.2018 10:22;19.01.2018 11:05;2,00;В процессе;Удержание ценных сотрудников в Компании
08.07.1996 0:00;w;17.11.2015 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа оформления заявок;16.01.2018 10:22;16.01.2018 10:22;;0,00;Назначен;Удержание ценных сотрудников в Компании
07.09.1992 0:00;w;06.05.2015 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа оформления заявок;16.01.2018 10:22;16.01.2018 10:22;02.02.2018 14:43;2,00;В процессе;Удержание ценных сотрудников в Компании
19.12.1979 0:00;w;13.10.2010 0:00;01.01.2001 0:00;Старший специалист по справочно-информационному обслуживанию;Отдел справочно-информационного обслуживания;16.01.2018 10:22;16.01.2018 10:22;;0,00;Назначен;Удержание ценных сотрудников в Компании
14.11.1981 0:00;m;11.08.2016 0:00;01.01.2001 0:00;Руководитель отдела по округу;Служба продаж FTL;16.01.2018 10:44;16.01.2018 10:44;05.02.2018 14:16;1,00;В процессе;Удержание ценных сотрудников в Компании
28.01.1992 0:00;m;15.01.2018 0:00;01.01.2001 0:00;Старший оператор информационной базы;Отдел сопровождения перевозок LTL;16.01.2018 15:10;16.01.2018 15:09;02.02.2018 11:31;64,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
11.08.1983 0:00;w;22.11.2017 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;16.01.2018 15:37;16.01.2018 15:37;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
30.08.1986 0:00;w;05.03.2012 0:00;01.01.2001 0:00;Начальник отдела;Отдел адаптации;17.01.2018 16:16;17.01.2018 16:16;17.01.2018 16:44;0,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
17.03.1992 0:00;w;07.10.2013 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа посменного оформления заявок;18.01.2018 13:38;18.01.2018 13:38;18.01.2018 15:01;9,00;В процессе;Эффективное управление конфликтами
08.05.1996 0:00;w;20.06.2017 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;18.01.2018 13:46;18.01.2018 13:46;18.01.2018 13:46;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
14.09.1996 0:00;m;26.12.2017 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.01.2018 9:50;19.01.2018 6:00;08.02.2018 11:18;282,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
09.12.1994 0:00;m;19.12.2017 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.01.2018 9:50;19.01.2018 6:00;31.01.2018 14:39;312,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
16.02.1988 0:00;w;03.04.2017 0:00;01.01.2001 0:00;Руководитель направления;Служба подбора, обучения и развития;19.01.2018 15:26;19.01.2018 15:26;24.01.2018 10:15;0,00;Завершен;Петя и грибы
09.03.1987 0:00;w;17.08.2015 0:00;01.01.2001 0:00;Руководитель направления;Направление внешнего обучения;19.01.2018 15:26;19.01.2018 15:26;30.01.2018 18:48;0,00;Завершен;Петя и грибы
19.04.1970 0:00;w;07.07.2017 0:00;01.01.2001 0:00;Методолог;Направление профессионального обучения;19.01.2018 15:26;19.01.2018 15:26;19.01.2018 18:03;0,00;Завершен;Петя и грибы
08.10.1989 0:00;w;19.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;20.01.2018 7:00;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
17.07.1991 0:00;m;11.12.2012 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;20.01.2018 18:18;20.01.2018 18:18;20.01.2018 20:26;22,00;В процессе;Мотивация персонала
17.11.1989 0:00;m;15.08.2014 0:00;01.01.2001 0:00;Бригадир смены;Складской комплекс;22.01.2018 10:37;22.01.2018 10:37;22.01.2018 13:41;25,00;В процессе;Эффективное управление конфликтами
27.10.1992 0:00;m;14.06.2017 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;22.01.2018 10:39;22.01.2018 10:39;22.01.2018 11:10;0,00;В процессе;Формирование и развитие команды
11.05.1992 0:00;w;10.11.2015 0:00;01.01.2001 0:00;Менеджер по оценке персонала;Отдел оценки персонала;22.01.2018 12:10;22.01.2018 6:00;;0,00;Назначен;Удержание ценных сотрудников в Компании
29.01.1986 0:00;w;16.07.2010 0:00;01.01.2001 0:00;Старший менеджер по работе с клиентами;Группа по работе с клиентами LTL;22.01.2018 16:22;22.01.2018 16:22;22.01.2018 16:26;0,00;В процессе;Мотивация персонала
21.01.1987 0:00;w;06.07.2015 0:00;01.01.2001 0:00;Руководитель группы;Группа подбора и адаптации персонала;22.01.2018 17:03;22.01.2018 17:03;;0,00;Назначен;Удержание ценных сотрудников в Компании
30.07.1988 0:00;w;03.10.2013 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа посменного оповещения;22.01.2018 17:05;22.01.2018 17:05;27.01.2018 9:48;8,00;Завершен;Авиа и Экспресс перевозка
26.04.1995 0:00;m;11.07.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа посменного оповещения;22.01.2018 17:05;22.01.2018 17:05;23.01.2018 17:56;9,00;Завершен;Авиа и Экспресс перевозка
09.01.1985 0:00;w;28.10.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа посменного оповещения;22.01.2018 17:05;22.01.2018 17:05;23.01.2018 17:13;9,00;Завершен;Авиа и Экспресс перевозка
10.06.1994 0:00;w;17.08.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа посменного оповещения;22.01.2018 17:05;22.01.2018 17:05;23.01.2018 16:48;0,00;Завершен;Авиа и Экспресс перевозка
28.09.1988 0:00;m;10.05.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа посменного оповещения;22.01.2018 17:05;22.01.2018 17:05;23.01.2018 17:22;9,00;Завершен;Авиа и Экспресс перевозка
15.01.1980 0:00;m;16.11.2015 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;23.01.2018 14:52;23.01.2018 14:52;01.02.2018 15:11;0,00;В процессе;Основы управления временем
21.12.1982 0:00;m;17.10.2016 0:00;01.01.2001 0:00;Руководитель направления кадрового администрирования;Отдел работы с персоналом ДЛТ;23.01.2018 15:19;23.01.2018 15:19;23.01.2018 15:31;0,00;В процессе;Курс для водителей БТС
16.03.1976 0:00;m;18.09.2017 0:00;01.01.2001 0:00;Руководитель по персоналу;Отдел работы с персоналом ДЛТ;23.01.2018 15:19;23.01.2018 15:19;;0,00;Назначен;Курс для водителей БТС
12.10.1972 0:00;w;03.06.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;23.01.2018 18:53;23.01.2018 18:53;23.01.2018 19:54;5,00;В процессе;Основы управления временем
10.09.1995 0:00;w;22.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;24.01.2018 7:00;24.01.2018 9:24;01.02.2018 9:48;49,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
06.12.1986 0:00;w;07.06.2017 0:00;01.01.2001 0:00;Менеджер по развитию;Группа планирования и развития;24.01.2018 14:13;25.01.2018 15:16;25.01.2018 15:17;0,00;В процессе;Формирование и развитие команды
16.07.1988 0:00;w;23.03.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;24.01.2018 14:20;24.01.2018 14:20;24.01.2018 14:56;17,00;В процессе;Эффективное управление конфликтами
02.07.1991 0:00;w;19.01.2018 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;25.01.2018 11:02;25.01.2018 11:02;06.02.2018 15:02;30,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
25.05.1982 0:00;w;09.11.2016 0:00;01.01.2001 0:00;Ведущий менеджер по работе с клиентами;Группа сервисного обслуживания;25.01.2018 17:11;25.01.2018 6:00;26.01.2018 13:47;9,00;Завершен;Авиа и Экспресс перевозка
31.05.1992 0:00;m;30.07.2014 0:00;01.01.2001 0:00;Специалист по аналитике рынка услуг;Отдел операционного маркетинга FTL;25.01.2018 17:29;25.01.2018 17:29;;0,00;Назначен;Оценочный тест Microsoft PowerPoint 2010
06.08.1996 0:00;w;26.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;26.01.2018 7:00;26.01.2018 12:13;26.01.2018 12:48;0,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
30.11.1996 0:00;m;24.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;26.01.2018 7:00;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
01.06.1985 0:00;w;24.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;26.01.2018 7:00;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
15.11.1976 0:00;m;27.10.2017 0:00;01.01.2001 0:00;Упаковщик;Отдел упаковки;26.01.2018 9:42;26.01.2018 6:42;;0,00;Назначен;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
08.12.1993 0:00;m;14.06.2016 0:00;01.01.2001 0:00;Грузчик;Складской комплекс;26.01.2018 9:42;26.01.2018 6:42;02.02.2018 14:44;0,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
