DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
Elkhart,IN,NS,Fort Worth,TX,UP,Intermodal,Tank,Foreign,Nonmetallic Minerals and Products,10/18/2013 0:00,11/7/2013 0:00,135772,3215.815647,189,59.02470344,Yes,1480,3
Baltimore,MD,CSX,West Colton,CA,UP,Coal Unit,Tank,Foreign,Chemicals,3/20/2013 0:00,3/29/2013 0:00,216441,5970.659004,179,55.25338287,Yes,1523,3
Chattanooga,TN,NS,Tulsa,OK,BNSF,Manifest,Tank,Private,Intermodal,4/11/2013 0:00,4/18/2013 0:00,213387,120729.5334,164,47.23735598,Yes,1170,3
West Colton,CA,UP,West Colton,CA,UP,Multilevel,Tank,System,Intermodal,8/13/2013 0:00,8/29/2013 0:00,230460,10905.47843,88,26.83386413,Yes,786,0
Knoxville,TN,NS,Denver,CO,BNSF,Grain Unit,Tank,Foreign,Intermodal,1/29/2013 0:00,2/10/2013 0:00,114529,66277.32635,149,41.29905838,Yes,1192,2
Chicago,IL,CSX,Galesburg,IL,BNSF,Manifest,Tank,Private,Grain,5/7/2013 0:00,5/26/2013 0:00,100683,5316.990064,90,28.94718047,Yes,1127,4
Baltimore,MD,CSX,Bellevue,OH,NS,Manifest,Tank,Foreign,Other,11/27/2013 0:00,12/17/2013 0:00,128561,1907.292243,109,28.693589,Yes,551,4
Monterrey,NL,KCS,Montgomery,AL,CSX,Grain Unit,Tank,Private,Intermodal,2/15/2013 0:00,3/4/2013 0:00,109987,5261.15656,80,21.96477684,Yes,870,2
Milwaukee,WI,CP,Livonia,LA,UP,Intermodal,Tank,Foreign,Coal,1/22/2013 0:00,1/29/2013 0:00,153596,4626.124267,172,48.5425148,Yes,674,0
Allentown,PA,NS,Indianapolis,IN,CSX,Intermodal,Tank,Private,Coal,12/4/2013 0:00,12/18/2013 0:00,146783,6964.227092,178,51.32028906,Yes,1452,4
Montreal,PQ,CP,Kansas City,MO,KCS,Coal Unit,Tank,System,Intermodal,2/11/2013 0:00,2/23/2013 0:00,214332,10204.21109,198,67.37168652,Yes,704,3
North Little Rock,AR,UP,Fond du Lac Yard,WI,CN,Intermodal,Tank,Foreign,Metallic Ores and Metals,11/10/2013 0:00,11/24/2013 0:00,221313,3452.805958,154,44.80924731,Yes,1857,3
Montgomery,AL,CSX,Chattanooga,TN,NS,Intermodal,Tank,System,Coal,5/2/2013 0:00,5/22/2013 0:00,162746,2752.069999,148,38.46306206,Yes,1858,1
Houston,TX,BNSF,Buffalo,NY,CSX,Intermodal,Tank,System,Petroleum and Petroleum Products,3/29/2013 0:00,4/12/2013 0:00,108186,1947.788955,116,29.64894434,Yes,1973,2
Knoxville,TN,NS,Galesburg,IL,BNSF,Grain Unit,Tank,Foreign,Coal,3/23/2013 0:00,4/6/2013 0:00,90615,63828.49066,174,59.37464734,Yes,290,3
Indianapolis,IN,CSX,Milwaukee,WI,CP,Grain Unit,Tank,System,Intermodal,1/8/2013 0:00,1/17/2013 0:00,198019,11047.52835,123,38.05851376,Yes,1036,5
Fort Worth,TX,BNSF,Conway,PA,NS,Grain Unit,Tank,Private,Nonmetallic Minerals and Products,3/16/2013 0:00,4/6/2013 0:00,103679,1127.421548,120,40.23705099,Yes,1714,4
Roseville,CA,UP,Milwaukee,WI,CP,Intermodal,Tank,System,Petroleum and Petroleum Products,1/1/2013 0:00,1/14/2013 0:00,115622,1832.982945,174,45.9329806,Yes,436,4
Allentown,PA,NS,Memphis,TN,BNSF,Grain Unit,Tank,System,Intermodal,5/9/2013 0:00,5/22/2013 0:00,242742,159.5887743,163,47.86276379,Yes,1289,1
Waycross,GA,CSX,Knoxville,TN,NS,Grain Unit,Tank,System,Other,3/5/2013 0:00,3/21/2013 0:00,81587,47.30373616,93,31.7702963,Yes,886,3
Houston(Settegast),TX,UP,Shreveport,LA,KCS,Manifest,Tank,Private,Intermodal,1/29/2013 0:00,2/14/2013 0:00,83914,900.9077867,144,39.0645737,Yes,1488,2
Russell,KY,CSX,Denver,CO,BNSF,Manifest,Tank,Foreign,Petroleum and Petroleum Products,10/9/2013 0:00,10/28/2013 0:00,157643,1680.79378,98,28.26499379,Yes,1163,2
Houston(Englewood),TX,UP,Northtown,MN,BNSF,Intermodal,Tank,System,Petroleum and Petroleum Products,10/5/2013 0:00,10/15/2013 0:00,77745,293.9970428,134,34.94525443,Yes,1201,5
Barstow,CA,BNSF,Kansas City,KS,BNSF,Intermodal,Tank,Private,Intermodal,7/15/2013 0:00,7/29/2013 0:00,210972,4950.390037,87,27.10797259,Yes,598,2
Chicago,IL,CP,Monterrey,NL,KCS,Multilevel,Tank,Foreign,Intermodal,4/2/2013 0:00,4/18/2013 0:00,178470,349.5478691,116,31.47364515,Yes,1235,1
Columbus,OH,NS,Jackson,MS,KCS,Multilevel,Tank,System,Metallic Ores and Metals,7/1/2013 0:00,7/20/2013 0:00,104312,1121.324469,172,50.57178084,Yes,396,3
Fort Worth,TX,UP,St. Paul,MN,CP,Coal Unit,Tank,System,Coal,12/18/2013 0:00,12/30/2013 0:00,114665,602.9846382,186,64.07251534,Yes,706,2
Kansas City,MO,UP,Toledo,OH,CSX,Multilevel,Tank,Foreign,Intermodal,2/26/2013 0:00,3/18/2013 0:00,194225,7768.755836,135,46.39776313,Yes,414,5
Barstow,CA,BNSF,Shreveport,LA,KCS,Coal Unit,Tank,System,Intermodal,10/28/2013 0:00,11/10/2013 0:00,97142,697.9472195,80,24.12940527,Yes,1475,1
Birmingham,AL,NS,Toledo,OH,CSX,Manifest,Tank,Foreign,Forest Products,5/21/2013 0:00,5/30/2013 0:00,157051,7313.899703,82,23.1074209,Yes,313,5
Pine Bluff,AR,UP,Corbin,KY,CSX,Multilevel,Tank,Foreign,Intermodal,10/18/2013 0:00,10/29/2013 0:00,95816,5639.770637,145,40.94488513,Yes,539,1
Kansas City,MO,UP,Columbus,OH,NS,Coal Unit,Tank,System,"Farm and Food Products, Excluding Grain",12/17/2013 0:00,12/26/2013 0:00,82481,106.5940434,191,60.95579104,Yes,774,1
North Platte East,NE,UP,Shreveport,LA,KCS,Intermodal,Tank,Private,Intermodal,5/17/2013 0:00,6/2/2013 0:00,92612,83.12804126,83,24.80944561,Yes,1775,2
Corbin,KY,CSX,Hamlet,NC,CSX,Multilevel,Tank,Private,Intermodal,3/6/2013 0:00,3/22/2013 0:00,201462,2850.902508,156,48.53753817,Yes,1192,1
St. Paul,MN,CP,New Orleans,LA,NS,Coal Unit,Tank,Foreign,Petroleum and Petroleum Products,10/13/2013 0:00,10/25/2013 0:00,80121,2524.599099,120,37.5814474,Yes,493,1
Pine Bluff,AR,UP,Fort Worth,TX,BNSF,Coal Unit,Tank,System,Coal,7/16/2013 0:00,7/28/2013 0:00,230493,10673.55375,116,34.04972599,Yes,1856,4
Linwood,NC,NS,Buffalo,NY,CSX,Coal Unit,Tank,Foreign,Intermodal,1/9/2013 0:00,1/28/2013 0:00,239351,14142.7062,88,28.79022142,Yes,1395,3
Elkhart,IN,NS,Fond du Lac Yard,WI,CN,Grain Unit,Tank,System,Intermodal,12/7/2013 0:00,12/21/2013 0:00,247326,3016.20755,105,31.56434905,Yes,1214,3
Livonia,LA,UP,Russell,KY,CSX,Intermodal,Tank,Private,Coal,3/21/2013 0:00,3/28/2013 0:00,213706,1924.078704,99,30.46515914,Yes,1224,1
Markham Yard,IL,CN,Buffalo,NY,CSX,Coal Unit,Tank,System,Intermodal,4/20/2013 0:00,5/7/2013 0:00,214515,10074.37896,128,38.83392932,Yes,1658,4
Russell,KY,CSX,Galesburg,IL,BNSF,Manifest,Tank,Private,Motor Vehicles and Parts,12/9/2013 0:00,12/27/2013 0:00,169609,8420.110231,165,56.51380796,Yes,2186,1
Birmingham,AL,NS,Willard,OH,CSX,Manifest,Tank,Foreign,Chemicals,9/5/2013 0:00,9/18/2013 0:00,181473,3609.985283,113,30.46161121,Yes,1065,2
Denver,CO,BNSF,Decatur,IL,NS,Coal Unit,Tank,Private,Coal,12/26/2013 0:00,1/11/2014 0:00,84124,3367.407835,180,61.04960394,Yes,1746,3
Houston(Englewood),TX,UP,Memphis,TN,BNSF,Coal Unit,Tank,System,Chemicals,1/8/2013 0:00,1/16/2013 0:00,87152,178.0222037,156,51.08269474,Yes,1250,1
Sheffield,AL,NS,Waycross,GA,CSX,Intermodal,Tank,Private,Coal,10/9/2013 0:00,10/24/2013 0:00,115791,1272.460603,165,49.35948623,Yes,912,4
Sheffield,AL,NS,Harrison Yard (Memphis),TN,CN,Grain Unit,Tank,Foreign,Nonmetallic Minerals and Products,9/7/2013 0:00,9/23/2013 0:00,153269,6490.726168,143,41.18706641,Yes,924,3
Fort Worth,TX,BNSF,Fort Worth,TX,BNSF,Multilevel,Tank,Foreign,Motor Vehicles and Parts,10/29/2013 0:00,11/7/2013 0:00,228848,12981.19303,87,24.21353867,Yes,1334,3
Kansas City,MO,UP,Denver,CO,BNSF,Grain Unit,Tank,Foreign,Intermodal,3/21/2013 0:00,4/10/2013 0:00,190662,9302.42831,183,59.36021661,Yes,799,3
Knoxville,TN,NS,North Platte East,NE,UP,Coal Unit,Tank,Private,Intermodal,10/23/2013 0:00,11/3/2013 0:00,141852,16598.40735,84,22.2245985,Yes,1861,3
Kansas City,MO,KCS,Allentown,PA,NS,Manifest,Tank,Private,Nonmetallic Minerals and Products,3/8/2013 0:00,3/22/2013 0:00,157483,1605.67098,117,35.0736125,Yes,707,0
North Little Rock,AR,UP,Russell,KY,CSX,Intermodal,Tank,Foreign,Intermodal,4/23/2013 0:00,5/11/2013 0:00,240807,9702.456944,122,37.84021476,Yes,303,4
Waycross,GA,CSX,Memphis,TN,BNSF,Multilevel,Tank,Private,Intermodal,1/12/2013 0:00,1/23/2013 0:00,87620,1808.86621,134,34.4229302,Yes,223,2
Chicago,IL,CP,Baltimore,MD,CSX,Coal Unit,Tank,System,Nonmetallic Minerals and Products,1/24/2013 0:00,2/13/2013 0:00,99786,4412.73323,121,32.08886871,Yes,791,4
Roseville,CA,UP,Barstow,CA,BNSF,Grain Unit,Tank,System,Metallic Ores and Metals,4/3/2013 0:00,4/22/2013 0:00,78655,361.1512978,110,28.93829825,Yes,1273,2
North Platte East,NE,UP,Fond du Lac Yard,WI,CN,Coal Unit,Tank,Private,Coal,10/10/2013 0:00,10/20/2013 0:00,182477,3968.499177,111,32.02655017,Yes,2064,3
Decatur,IL,NS,Hinkle,OR,UP,Multilevel,Tank,System,Intermodal,12/6/2013 0:00,12/14/2013 0:00,206260,3304.179835,81,25.98584513,Yes,346,3
Jackson,MS,KCS,Hamlet,NC,CSX,Coal Unit,Tank,System,Coal,1/13/2013 0:00,1/24/2013 0:00,80067,435.4863357,96,32.8479928,Yes,1644,5
Fort Worth,TX,UP,Fort Worth,TX,BNSF,Intermodal,Tank,Private,Intermodal,4/26/2013 0:00,5/12/2013 0:00,152263,8720.544648,142,41.50404721,Yes,1212,2
Indianapolis,IN,CSX,Macon,GA,NS,Multilevel,Tank,Private,Intermodal,3/30/2013 0:00,4/11/2013 0:00,231087,13412.05121,198,52.70071045,Yes,1923,4
Russell,KY,CSX,Toledo,OH,CSX,Manifest,Tank,Private,Nonmetallic Minerals and Products,9/13/2013 0:00,10/3/2013 0:00,225421,9897.941072,188,51.28235812,Yes,668,3
Cincinnati,OH,CSX,Pine Bluff,AR,UP,Coal Unit,Tank,System,"Farm and Food Products, Excluding Grain",9/22/2013 0:00,9/30/2013 0:00,174551,6447.800406,136,35.44429723,Yes,1746,4
North Platte West,NE,UP,Roseville,CA,UP,Coal Unit,Tank,Foreign,Coal,3/30/2013 0:00,4/16/2013 0:00,159500,5661.85076,183,46.79785199,Yes,2161,4
Cincinnati,OH,CSX,Toledo,OH,CSX,Manifest,Tank,Private,Intermodal,6/17/2013 0:00,7/3/2013 0:00,237598,11132.583,108,34.20077114,Yes,2146,2
Hamlet,NC,CSX,Pasco,WA,BNSF,Intermodal,Tank,Foreign,Intermodal,7/20/2013 0:00,7/28/2013 0:00,112933,98.56446175,152,39.32136846,Yes,230,4
Louisville,KY,CSX,Waycross,GA,CSX,Multilevel,Tank,System,Intermodal,1/19/2013 0:00,2/7/2013 0:00,209771,9204.775515,88,30.27850456,Yes,1598,4
Russell,KY,CSX,Northtown,MN,BNSF,Grain Unit,Tank,Private,Grain,3/8/2013 0:00,3/23/2013 0:00,237762,13656.56552,155,40.95237546,Yes,1411,2
Chicago(Proviso),IL,UP,Lincoln,NE,BNSF,Multilevel,Tank,System,Intermodal,9/25/2013 0:00,10/16/2013 0:00,132667,4033.434032,200,51.17591359,Yes,682,0
West Colton,CA,UP,Monterrey,NL,KCS,Manifest,Tank,Private,Intermodal,3/21/2013 0:00,4/4/2013 0:00,98196,4242.696247,194,63.21140247,Yes,1730,3
Toledo,OH,CSX,Allentown,PA,NS,Multilevel,Tank,Private,Coal,8/26/2013 0:00,9/11/2013 0:00,198749,4240.01911,157,40.53126708,Yes,800,5
Harrison Yard (Memphis),TN,CN,Kansas City,MO,UP,Coal Unit,Tank,Foreign,Other,1/29/2013 0:00,2/18/2013 0:00,124584,6204.373861,115,36.24143975,Yes,436,5
Cincinnati,OH,CSX,Kansas City,MO,KCS,Manifest,Tank,Private,Intermodal,1/6/2013 0:00,1/13/2013 0:00,154955,7998.901399,89,29.31997405,Yes,479,5
Houston,TX,BNSF,Fort Worth,TX,UP,Coal Unit,Tank,System,Intermodal,5/13/2013 0:00,5/22/2013 0:00,246967,6147.059131,108,28.5932,Yes,705,4
Waycross,GA,CSX,St. Paul,MN,CP,Grain Unit,Tank,Foreign,Intermodal,9/24/2013 0:00,10/1/2013 0:00,170116,4180.256175,139,41.04882729,Yes,705,3
Chicago(Proviso),IL,UP,Hinkle,OR,UP,Manifest,Tank,Foreign,Intermodal,7/22/2013 0:00,7/31/2013 0:00,139228,1232.067688,92,24.44645926,Yes,948,0
Harrison Yard (Memphis),TN,CN,Montgomery,AL,CSX,Grain Unit,Tank,System,Intermodal,4/29/2013 0:00,5/14/2013 0:00,136514,106564.1033,78,26.04449584,Yes,1271,3
Jackson,MS,KCS,Jackson Yard,MS,CN,Grain Unit,Tank,Private,Intermodal,4/2/2013 0:00,4/23/2013 0:00,163286,4055.479804,185,53.09699001,Yes,500,4
Kansas City,MO,UP,Corbin,KY,CSX,Manifest,Tank,Private,Coal,1/22/2013 0:00,2/8/2013 0:00,190394,2671.955123,134,43.46617919,Yes,2026,2
Livonia,LA,UP,Sheffield,AL,NS,Coal Unit,Tank,System,Intermodal,7/16/2013 0:00,7/31/2013 0:00,157664,8824.740438,75,19.32699344,Yes,260,2
Chicago(Proviso),IL,UP,Memphis,TN,BNSF,Multilevel,Tank,System,Intermodal,12/30/2013 0:00,1/7/2014 0:00,107855,2404.781954,174,59.1579893,Yes,1139,2
Nashville,TN,CSX,Selkirk,NY,CSX,Grain Unit,Tank,System,Metallic Ores and Metals,2/6/2013 0:00,2/21/2013 0:00,89288,40439.1286,96,29.73285918,Yes,1330,3
Houston(Settegast),TX,UP,Pasco,WA,BNSF,Intermodal,Tank,System,Nonmetallic Minerals and Products,4/13/2013 0:00,4/30/2013 0:00,249663,1218.899367,124,35.37342147,Yes,1178,3
Lincoln,NE,BNSF,Houston(Englewood),TX,UP,Grain Unit,Tank,System,Intermodal,11/8/2013 0:00,11/15/2013 0:00,213853,9234.635367,148,45.1941144,Yes,792,2
St. Paul,MN,CP,Milwaukee,WI,CP,Coal Unit,Tank,Private,Intermodal,9/25/2013 0:00,10/6/2013 0:00,162796,6709.448143,108,29.42396656,Yes,1107,1
Buffalo,NY,CSX,Columbus,OH,NS,Multilevel,Tank,Private,Intermodal,2/17/2013 0:00,2/25/2013 0:00,181372,5668.473917,82,23.53166549,Yes,216,3
Chicago,IL,CSX,Tulsa,OK,BNSF,Manifest,Tank,Foreign,Other,3/7/2013 0:00,3/16/2013 0:00,234126,9043.011387,190,53.90494418,Yes,1784,0
Laredo,TX,KCS,Selkirk,NY,CSX,Manifest,Tank,System,Petroleum and Petroleum Products,8/18/2013 0:00,9/2/2013 0:00,246661,9730.600622,162,54.7192689,Yes,1861,3
Chicago,IL,CSX,Kansas City,MO,UP,Grain Unit,Tank,Foreign,Intermodal,12/30/2013 0:00,1/13/2014 0:00,104753,882.3961552,140,43.92542155,Yes,1526,3
Roanoke,VA,NS,Jackson Yard,MS,CN,Multilevel,Tank,System,Intermodal,4/25/2013 0:00,5/6/2013 0:00,147561,2661.770323,88,30.50883158,Yes,467,5
Toledo,OH,CSX,Macon,GA,NS,Manifest,Tank,System,Intermodal,10/25/2013 0:00,11/4/2013 0:00,230292,12476.83648,167,56.37780344,Yes,1300,3
Monterrey,NL,KCS,St. Paul,MN,CP,Coal Unit,Tank,Private,Intermodal,5/10/2013 0:00,5/24/2013 0:00,88383,1999.490825,122,39.96166846,Yes,552,2
Jackson Yard,MS,CN,St. Paul,MN,CP,Manifest,Tank,Private,Nonmetallic Minerals and Products,6/22/2013 0:00,7/8/2013 0:00,224534,874.5639951,142,39.05421056,Yes,727,1
North Little Rock,AR,UP,Russell,KY,CSX,Manifest,Tank,Foreign,Grain,3/11/2013 0:00,3/25/2013 0:00,237842,943.6908709,126,43.20288525,Yes,2088,2
Selkirk,NY,CSX,Nashville,TN,CSX,Grain Unit,Tank,Private,Coal,12/6/2013 0:00,12/21/2013 0:00,92158,4055.321183,181,55.65609222,Yes,584,2
Louisville,KY,CSX,Roanoke,VA,NS,Manifest,Tank,Private,Motor Vehicles and Parts,10/24/2013 0:00,11/9/2013 0:00,110563,1672.25373,98,25.98776547,Yes,1847,4
Harrison Yard (Memphis),TN,CN,Russell,KY,CSX,Multilevel,Tank,System,Intermodal,3/26/2013 0:00,4/4/2013 0:00,147067,87137.81426,165,51.67752976,Yes,675,1
Allentown,PA,NS,Pine Bluff,AR,UP,Coal Unit,Tank,Private,Intermodal,5/2/2013 0:00,5/13/2013 0:00,169348,8103.456977,110,38.26365081,Yes,1173,3
Chicago,IL,CSX,Knoxville,TN,NS,Intermodal,Tank,System,Intermodal,5/1/2013 0:00,5/15/2013 0:00,179616,8241.801464,172,52.63806108,Yes,1233,4
Roanoke,VA,NS,Willard,OH,CSX,Manifest,Tank,Foreign,Grain,7/16/2013 0:00,8/1/2013 0:00,240879,6232.895792,149,50.15669055,Yes,445,2
Kansas City,MO,KCS,Sheffield,AL,NS,Multilevel,Tank,System,Intermodal,5/23/2013 0:00,6/4/2013 0:00,204935,11335.52383,86,28.39218227,Yes,2090,1
Galesburg,IL,BNSF,Galesburg,IL,BNSF,Manifest,Tank,System,Intermodal,6/22/2013 0:00,6/29/2013 0:00,168739,4854.572017,127,44.02858505,Yes,631,0
Fort Worth,TX,BNSF,North Platte West,NE,UP,Multilevel,Tank,System,Intermodal,4/14/2013 0:00,4/30/2013 0:00,118004,6801.746492,125,37.34460709,Yes,1114,2
Indianapolis,IN,CSX,Tulsa,OK,BNSF,Multilevel,Tank,Foreign,Intermodal,4/16/2013 0:00,4/28/2013 0:00,243420,4056.8131,113,35.5414242,Yes,1550,5
Jackson Yard,MS,CN,Markham Yard,IL,CN,Intermodal,Tank,Foreign,Nonmetallic Minerals and Products,10/23/2013 0:00,11/12/2013 0:00,82731,367.5708189,183,61.83924546,Yes,672,3
Kansas City,KS,BNSF,Nashville,TN,CSX,Coal Unit,Tank,Private,Chemicals,11/18/2013 0:00,12/6/2013 0:00,146681,826.7766494,81,20.7915842,Yes,1496,4
Pine Bluff,AR,UP,Fond du Lac Yard,WI,CN,Grain Unit,Tank,Private,Intermodal,8/1/2013 0:00,8/8/2013 0:00,97586,218.3886995,89,25.14363417,Yes,2191,4
Jackson Yard,MS,CN,Pine Bluff,AR,UP,Manifest,Tank,System,Intermodal,3/7/2013 0:00,3/23/2013 0:00,96313,3667.687456,161,54.82660646,Yes,828,2
Chattanooga,TN,NS,Cincinnati,OH,CSX,Grain Unit,Tank,System,Coal,5/24/2013 0:00,6/10/2013 0:00,165813,5109.746552,172,49.15699696,Yes,1564,1
St. Paul,MN,CP,Macon,GA,NS,Intermodal,Tank,Private,Chemicals,7/23/2013 0:00,8/9/2013 0:00,139979,4756.421813,145,45.43565447,Yes,1217,3
Hamlet,NC,CSX,Hinkle,OR,UP,Multilevel,Tank,Private,Coal,6/15/2013 0:00,6/25/2013 0:00,115342,2916.377399,171,50.04897652,Yes,828,4
Allentown,PA,NS,Nashville,TN,CSX,Grain Unit,Tank,Foreign,Intermodal,8/7/2013 0:00,8/17/2013 0:00,143262,5026.101537,90,30.75496405,Yes,1876,4
Kansas City,KS,BNSF,Buffalo,NY,CSX,Manifest,Tank,Private,Coal,7/24/2013 0:00,8/12/2013 0:00,80973,4835.704344,196,51.20665353,Yes,559,4
Nashville,TN,CSX,Houston(Englewood),TX,UP,Grain Unit,Tank,Foreign,Intermodal,12/30/2013 0:00,1/16/2014 0:00,119849,50681.04305,112,38.12724578,Yes,1023,4
Kansas City,KS,BNSF,North Little Rock,AR,UP,Manifest,Tank,Private,Intermodal,11/6/2013 0:00,11/19/2013 0:00,131294,7411.379968,142,41.96298239,Yes,298,4
Birmingham,AL,NS,Indianapolis,IN,CSX,Multilevel,Tank,Foreign,Grain,12/28/2013 0:00,1/15/2014 0:00,169302,2923.779959,134,44.48947004,Yes,1748,3
Tulsa,OK,BNSF,Sheffield,AL,NS,Grain Unit,Tank,Private,Coal,10/1/2013 0:00,10/15/2013 0:00,94754,5415.575156,94,28.1333478,Yes,2122,4
Pasco,WA,BNSF,Harrison Yard (Memphis),TN,CN,Multilevel,Tank,Foreign,Motor Vehicles and Parts,7/1/2013 0:00,7/21/2013 0:00,182629,5586.240877,152,47.36756148,Yes,918,3
Houston(Settegast),TX,UP,Louisville,KY,CSX,Coal Unit,Tank,Foreign,Intermodal,11/26/2013 0:00,12/16/2013 0:00,204497,11890.61896,95,28.78369481,Yes,1056,4
Macon,GA,NS,Tulsa,OK,BNSF,Intermodal,Tank,Private,Nonmetallic Minerals and Products,5/29/2013 0:00,6/10/2013 0:00,174897,4671.021929,88,26.48736071,Yes,936,3
Kansas City,KS,BNSF,Knoxville,TN,NS,Coal Unit,Tank,Private,Intermodal,4/13/2013 0:00,4/24/2013 0:00,85658,440.5746773,161,51.84366649,Yes,1325,4
Buffalo,NY,CSX,Houston,TX,BNSF,Coal Unit,Tank,Foreign,Intermodal,4/26/2013 0:00,5/6/2013 0:00,92645,2917.207806,125,42.21963693,Yes,1836,1
North Platte West,NE,UP,Selkirk,NY,CSX,Manifest,Tank,Private,Intermodal,4/6/2013 0:00,4/26/2013 0:00,85724,1675.502578,183,52.56775727,Yes,1135,3
Elkhart,IN,NS,Chicago,IL,CSX,Manifest,Tank,System,Coal,11/6/2013 0:00,11/24/2013 0:00,120396,3898.204474,128,34.87265797,Yes,210,4
Jackson,MS,KCS,Northtown,MN,BNSF,Coal Unit,Tank,Private,Intermodal,1/20/2013 0:00,2/4/2013 0:00,219357,6818.819993,117,30.02295768,Yes,1832,5
Russell,KY,CSX,Jackson Yard,MS,CN,Grain Unit,Tank,Private,Intermodal,4/27/2013 0:00,5/15/2013 0:00,190016,10135.7661,142,38.25925221,Yes,1940,1
West Colton,CA,UP,Roanoke,VA,NS,Multilevel,Tank,System,Chemicals,10/5/2013 0:00,10/20/2013 0:00,147968,705.7461582,163,56.27836371,Yes,1062,4
Toledo,OH,CSX,Tulsa,OK,BNSF,Intermodal,Tank,Foreign,Coal,6/6/2013 0:00,6/16/2013 0:00,158517,7584.479212,103,26.39526605,Yes,1812,0
Shreveport,LA,KCS,Fond du Lac Yard,WI,CN,Intermodal,Tank,Foreign,Intermodal,8/21/2013 0:00,8/30/2013 0:00,111686,4927.427583,137,44.81506486,Yes,391,3
Montgomery,AL,CSX,Laredo,TX,KCS,Manifest,Tank,Private,Intermodal,6/9/2013 0:00,6/17/2013 0:00,201084,8978.478218,150,51.5479428,Yes,1985,4
Buffalo,NY,CSX,Kansas City,MO,KCS,Grain Unit,Tank,Foreign,Intermodal,4/10/2013 0:00,4/28/2013 0:00,127096,1265.943036,172,44.25409512,Yes,1178,2
Sheffield,AL,NS,Fort Worth,TX,UP,Multilevel,Tank,Foreign,Intermodal,4/9/2013 0:00,4/27/2013 0:00,220919,12164.65755,85,22.64155025,Yes,950,0
Galesburg,IL,BNSF,Houston,TX,BNSF,Intermodal,Tank,Private,Intermodal,1/15/2013 0:00,1/26/2013 0:00,222066,9628.627355,188,55.33422874,Yes,1859,3
North Platte East,NE,UP,Lincoln,NE,BNSF,Grain Unit,Tank,Foreign,Grain,3/24/2013 0:00,4/10/2013 0:00,157760,6923.73998,104,29.10247687,Yes,335,3
Macon,GA,NS,Hamlet,NC,CSX,Intermodal,Tank,Foreign,Intermodal,12/1/2013 0:00,12/18/2013 0:00,145517,3439.229246,156,49.57986563,Yes,1828,1
Hamlet,NC,CSX,Decatur,IL,NS,Grain Unit,Tank,System,Other,4/2/2013 0:00,4/10/2013 0:00,198046,7075.764533,120,38.73319553,Yes,275,0
Hinkle,OR,UP,Laredo,TX,KCS,Coal Unit,Tank,Private,Intermodal,2/20/2013 0:00,3/9/2013 0:00,150241,4595.333973,200,55.62098019,Yes,829,5
Barstow,CA,BNSF,Birmingham,AL,NS,Manifest,Tank,System,Intermodal,4/4/2013 0:00,4/14/2013 0:00,225815,272.6399253,132,44.70405644,Yes,1648,0
Cincinnati,OH,CSX,Harrison Yard (Memphis),TN,CN,Intermodal,Tank,System,Intermodal,6/13/2013 0:00,6/28/2013 0:00,222706,11122.70857,132,44.15659721,Yes,2143,5
Toledo,OH,CSX,Corbin,KY,CSX,Grain Unit,Tank,Private,Nonmetallic Minerals and Products,11/21/2013 0:00,12/11/2013 0:00,206298,4607.332773,200,53.24686395,Yes,2175,1
Tulsa,OK,BNSF,Sheffield,AL,NS,Intermodal,Tank,Foreign,Metallic Ores and Metals,6/20/2013 0:00,7/8/2013 0:00,158799,2467.494565,164,44.70918345,Yes,1452,4
St. Paul,MN,CP,Jackson Yard,MS,CN,Grain Unit,Tank,System,Forest Products,10/8/2013 0:00,10/17/2013 0:00,175653,8441.126628,190,59.91719085,Yes,1571,0
Hamlet,NC,CSX,Elkhart,IN,NS,Multilevel,Tank,Foreign,Intermodal,6/20/2013 0:00,6/28/2013 0:00,243439,11817.60932,149,39.65101297,Yes,1041,1
Corbin,KY,CSX,New Orleans,LA,NS,Multilevel,Tank,System,Nonmetallic Minerals and Products,12/15/2013 0:00,12/22/2013 0:00,204124,4194.995405,152,38.96629706,Yes,354,3
Hamlet,NC,CSX,Jackson Yard,MS,CN,Intermodal,Tank,System,Intermodal,3/24/2013 0:00,4/13/2013 0:00,156884,6260.016027,141,45.57087373,Yes,497,5
Galesburg,IL,BNSF,Toledo,OH,CSX,Intermodal,Tank,Private,Coal,5/6/2013 0:00,5/21/2013 0:00,232766,5187.369924,108,35.01531515,Yes,827,1
Monterrey,NL,KCS,Montgomery,AL,CSX,Manifest,Tank,System,Coal,9/1/2013 0:00,9/8/2013 0:00,163006,7989.255512,110,35.40681924,Yes,1074,2
Hamlet,NC,CSX,Russell,KY,CSX,Manifest,Tank,Private,Nonmetallic Minerals and Products,2/6/2013 0:00,2/24/2013 0:00,181164,2396.046818,86,26.16195956,Yes,414,1
Nashville,TN,CSX,Pasco,WA,BNSF,Intermodal,Tank,Foreign,Intermodal,5/27/2013 0:00,6/9/2013 0:00,88906,40453.29952,156,52.62736738,Yes,1720,2
