tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
20141110140559,1,1,24.299999,3,1,-1,0,25,0,0,-1,2,1,2,-1,2,-1,-1,1,3375834,2,2,1,67,6,-1,1,2,1,-1,1,2,2,155,2,0
20141110140562,1,2,-1,3,5,5,60,1,0,-1,-1,1,1,1,3,1,1,1,2,2.01e+07,1,2,1,64,6,2,-1,-1,2,2,1,2,-1,-2,-1,0
20141110140563,1,1,31,3,1,-1,25,20,0,0,-1,1,1,1,6,2,-1,-1,1,6420868,2,1,1,63,6,-1,1,2,1,2,2,2,2,175,-1,0
20141110140576,1,1,28.200001,3,1,5,60,30,0,0,2,1,1,1,1,1,2,2,1,5221047,2,1,1,67,6,-1,1,2,1,1,2,3,1,180,2,0
20141110140580,1,1,23.299999,3,1,5,115,15,0,0,-1,1,1,1,1,1,1,1,1,2633435,2,2,1,65,6,-1,1,2,1,2,1,5,2,140,2,0
20141110140584,1,2,22,1,5,5,70,0,0,0,-1,2,2,2,-1,2,-1,-1,2,4253991,2,4,2,68,6,2,-1,-1,2,-1,-1,-1,-1,145,2,0
20141110140585,1,1,31.9,1,1,5,30,15,0,0,-1,1,1,2,-1,1,2,2,1,1.17e+07,2,3,2,75,6,-1,-1,-1,2,2,-1,-1,-1,255,1,0
20141110140590,1,2,29.1,3,5,-1,0,0,0,0,-1,2,2,1,7,2,-1,-1,1,3956198,2,1,1,65,6,2,1,2,1,-1,1,1,2,175,-1,0
20141110140594,1,2,24.1,3,5,-1,80,5,0,0,-1,1,1,1,7,2,-1,-1,1,3083525,2,2,1,70,6,2,2,2,1,2,2,1,-1,168,-1,0
20141110140601,1,1,27.299999,3,1,5,75,25,0,0,-1,1,1,1,4,1,1,1,1,3863046,2,1,1,70,6,-1,1,2,1,2,2,4,2,190,2,0
20141110140606,1,-3,25.9,3,-1,5,75,10,0,0,1,1,1,1,5,2,-1,-1,1,1.68e+07,2,3,1,63,6,-3,1,2,1,1,1,2,2,146,-1,3
20141110140612,1,1,29.200001,3,1,-1,15,30,0,0,-1,1,1,1,1,1,1,2,1,6768129,2,4,1,68,6,-1,1,2,1,2,1,3,2,192,-1,0
20141110140614,1,1,25.799999,3,1,5,120,0,0,0,-1,2,2,2,-1,2,-1,-1,1,6756921,2,3,1,72,6,-1,1,2,1,-1,2,2,2,190,2,0
20141110140617,1,2,26.6,3,5,5,75,10,0,0,-1,2,1,2,-1,2,-1,-1,3,2.88e+07,2,5,1,69,6,3,1,2,1,-1,1,3,2,180,-1,0
20141110140618,1,2,26.6,3,5,-1,120,0,0,0,-1,1,2,2,-1,1,4,1,1,2580433,2,3,1,63,6,2,1,2,1,2,2,1,2,150,-1,0
20141110140621,1,1,28.200001,3,1,-1,45,0,0,0,1,1,2,2,-1,1,2,2,1,5424361,2,3,1,67,6,-1,1,2,1,1,1,1,2,180,-1,0
20141110140622,1,1,22.799999,3,1,5,10,0,0,0,2,1,2,1,3,2,-1,-1,1,8121974,2,2,1,68,6,-1,1,2,1,1,1,1,2,150,2,0
20141110140628,1,2,21.9,3,5,-1,50,0,0,0,-1,1,2,1,4,1,1,2,1,8920708,2,4,1,67,6,2,1,2,1,2,5,1,2,140,-1,0
20141110140629,1,1,27.1,3,1,1,45,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.11e+07,2,3,1,72,6,-1,1,2,1,2,1,1,1,200,2,0
20141110140630,1,1,19.700001,3,1,-1,100,10,0,0,-1,1,1,1,2,2,-1,-1,1,8158713,2,1,1,64,6,-1,1,2,1,2,2,1,2,115,2,0
20141110140631,1,1,25.799999,3,1,3,120,20,0,0,-1,2,1,1,4,2,-1,-1,1,1573992,2,1,2,68,6,-1,-1,-1,2,-1,-1,-1,-1,170,2,0
20141110140633,1,2,34.299999,3,5,-1,180,30,0,0,2,1,1,1,7,2,-1,-1,1,1.01e+07,1,3,3,69,6,2,1,1,3,1,1,2,1,232,2,0
20141110140634,1,2,39.200001,3,5,-1,30,0,0,0,-1,2,2,2,-1,1,1,2,1,1855766,1,3,1,67,6,2,1,2,1,-1,1,1,2,250,2,0
20141110140637,1,3,24.299999,3,2,-1,120,0,0,0,-1,1,2,1,7,2,-1,-1,1,3352835,2,1,1,67,6,-1,1,2,1,2,1,2,2,155,-1,0
20141110140639,1,2,46.900002,3,5,3,15,20,0,0,3,1,1,2,-1,1,3,1,1,4699401,1,1,1,60,6,2,1,2,1,1,1,1,2,240,2,0
20141110140640,1,1,23,3,1,-1,80,0,0,0,-1,1,2,2,-1,1,1,2,1,6148186,2,1,2,70,6,-1,-1,-1,2,2,-1,-1,-1,160,2,0
20141110140643,1,2,33.400002,3,5,-1,35,0,0,0,-1,2,2,1,7,2,-1,-1,1,3254274,2,3,1,68,6,2,1,2,1,-1,2,1,2,220,-1,0
20141110140644,1,2,25.4,3,5,-1,5,0,0,0,-1,2,2,2,-1,2,-1,-1,1,6265112,2,4,1,67,6,3,1,2,1,-1,2,2,2,162,-1,0
20141110140646,1,2,17.4,3,3,-1,60,15,0,0,2,1,1,2,-1,1,4,1,1,1.67e+07,2,5,1,66,6,1,1,1,1,1,1,2,2,108,-1,0
20141110140647,1,1,22.5,3,1,5,46,12,0,0,-1,1,1,1,4,2,-1,-1,1,1.59e+07,2,1,2,65,6,-1,1,2,1,2,-1,-1,2,135,-1,0
20141110140648,1,1,31.6,1,1,5,105,0,0,0,1,1,2,1,7,1,1,2,1,3567462,2,1,1,70,6,-1,1,2,1,1,1,4,2,220,2,0
20141110140651,1,2,36.599998,3,3,5,40,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.33e+07,2,4,1,62,6,1,2,2,1,2,1,2,-1,200,-1,0
20141110140655,1,1,27.299999,3,1,5,102,15,0,0,-1,1,1,1,3,1,2,2,1,9797215,2,2,2,63,6,-1,-1,-1,2,2,-1,-1,-1,154,-1,0
20141110140658,1,1,24.4,3,1,-1,80,1,0,0,-1,1,1,2,-1,1,1,2,1,2412082,2,3,1,61,6,-1,1,2,1,2,3,1,2,129,-1,0
20141110140663,1,1,25.5,3,1,5,136,20,0,0,1,1,1,1,6,2,-1,-1,1,2483312,2,2,2,63,6,-1,2,2,3,1,-1,-1,-1,144,2,0
20141110140666,1,1,32.599998,3,1,-1,20,0,0,0,2,1,2,1,1,1,1,2,1,1.11e+07,2,3,2,73,6,-1,-1,-1,2,1,-1,-1,-1,247,-1,0
20141110140667,1,1,33.400002,3,1,5,55,5,0,0,-1,2,1,1,2,1,1,1,1,1.26e+07,2,1,1,68,6,-1,1,2,1,-1,2,1,2,220,-1,0
20141110140668,1,2,31.299999,3,5,-1,45,0,0,0,-1,2,2,1,3,2,-1,-1,1,3400535,1,3,1,58,6,2,1,2,1,-1,1,1,2,150,-1,0
20141110140671,1,1,34.099998,3,1,5,55,0,1,0,1,1,2,1,3,1,6,2,1,7146978,2,3,2,77,6,-1,-1,-1,2,1,-1,-1,-1,288,2,0
20141110140674,1,2,29,3,5,5,100,10,0,0,-1,1,1,2,-1,1,1,2,1,8855622,2,3,3,66,6,2,1,2,3,2,2,2,2,180,2,0
20141110140676,1,3,25.1,3,2,-1,25,10,0,0,-1,2,1,1,3,1,2,1,1,3460945,2,3,1,67,6,-1,1,2,1,-1,1,2,2,160,-1,0
20141110140679,1,2,28.299999,3,5,5,75,0,0,0,-1,2,2,2,-1,2,-1,-1,2,6853225,2,3,2,60,6,2,-1,-1,2,-1,-1,-1,-1,145,2,0
20141110140681,1,1,20.4,3,1,5,90,0,0,0,-1,2,2,1,1,2,-1,-1,1,7510228,2,2,3,67,6,-1,1,2,1,-1,1,4,2,130,2,0
20141110140685,1,1,29.1,3,1,5,70,15,0,0,2,1,1,1,2,1,1,2,1,1.12e+07,2,3,1,69,6,-1,1,2,1,1,2,1,2,197,-1,0
20141110140687,1,1,22.299999,3,1,5,60,2,0,0,-1,1,1,1,4,2,-1,-1,1,2.49e+07,2,2,1,64,6,-1,1,2,1,2,1,2,2,130,2,0
20141110140689,1,1,32.900002,3,1,5,0,20,0,0,1,1,1,2,-1,1,4,1,1,2.25e+07,2,3,2,67,6,-1,-1,-1,2,1,-1,-1,-1,210,-1,0
20141110140690,1,2,26.799999,3,5,-1,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1779576,1,2,1,66,6,2,1,2,1,-1,2,2,2,166,2,0
20141110140694,1,2,24.299999,3,5,-1,210,15,0,0,2,1,1,2,-1,1,1,2,1,4093829,1,2,1,67,6,2,1,2,1,1,1,4,2,155,2,0
20141110140695,1,1,32.299999,3,1,1,75,10,0,0,1,1,1,1,5,2,-1,-1,1,6186465,2,3,3,70,6,-1,-1,-1,2,1,1,2,-1,225,2,0
20141110140696,1,2,23.1,3,5,5,125,10,0,0,-1,2,1,2,-1,1,2,2,1,1.61e+07,2,2,2,76,6,2,-1,-1,2,-1,-1,-1,-1,190,1,0
20141110140697,1,-2,19.700001,3,-1,-1,55,0,0,0,-1,1,2,2,-1,2,-1,-1,1,7504757,2,5,2,66,6,-2,1,2,1,2,-1,-1,2,122,-1,2
20141110140702,1,-2,23.4,3,-1,-1,120,10,0,0,2,1,1,2,-1,1,2,2,1,5470086,2,1,1,66,6,-2,1,2,1,1,1,2,1,145,-1,2
20141110140703,1,1,22.700001,3,1,-1,20,0,0,0,-1,1,2,1,4,1,3,2,1,9757018,2,2,2,67,6,-2,-1,-1,2,2,-1,-1,-1,145,-1,73
20141110140704,1,2,27.5,3,5,-1,60,4,0,0,-1,1,1,1,4,2,-1,-1,1,2808460,2,2,1,75,6,2,1,1,1,2,5,1,2,220,-1,0
20141110140705,1,-3,24.9,3,-1,5,35,0,0,0,-1,1,2,1,2,2,-1,-1,1,8162767,2,3,1,64,6,-3,1,2,1,2,1,2,2,145,-1,3
20141110140708,1,2,23.299999,3,5,-1,35,10,0,0,1,1,1,2,-1,2,-1,-1,1,3697087,2,3,1,67,6,2,2,2,1,1,1,6,-1,149,-1,0
20141110140712,1,1,23,3,1,5,50,0,0,0,-1,1,2,1,7,1,2,2,1,8692461,2,2,3,63,6,-1,1,2,1,2,1,3,2,130,2,0
20141110140713,1,1,23.1,1,1,-1,85,0,0,0,-1,1,2,2,-1,1,2,1,1,9720787,2,1,2,75,6,-1,1,2,1,2,-1,-1,2,185,2,0
20141110140714,1,1,20.200001,3,1,5,60,5,0,0,-1,1,1,1,4,1,2,1,1,2669786,2,1,3,66,6,-1,1,2,1,2,1,1,2,125,2,0
20141110140719,1,1,26.799999,3,1,-1,120,30,0,0,-1,2,1,1,1,1,3,2,1,3053474,2,2,1,70,6,-1,1,2,1,-1,3,4,2,187,-1,0
20141110140721,1,1,30.4,2,1,-1,75,0,0,0,-1,2,2,1,4,2,-1,-1,1,2.68e+07,-2,3,2,68,6,-2,-1,-1,2,-1,-1,-1,-1,200,-2,73
20141110140724,1,2,27.4,3,5,-1,0,570,0,0,-1,2,1,1,2,2,-1,-1,2,6085244,2,2,1,68,6,2,2,2,1,-1,1,2,-1,180,-1,0
20141110140728,1,3,22,3,2,-1,32,5,0,0,1,1,1,2,-1,1,1,2,1,2282636,2,4,1,63,6,-1,2,2,1,1,1,3,-1,124,-1,0
20141110140731,1,1,23.6,3,1,2,135,0,0,0,-1,2,2,1,1,2,-1,-1,1,3567254,2,1,1,69,6,-1,-1,-1,2,-1,1,3,-1,160,2,0
20141110140742,1,2,27.1,3,5,5,75,3,0,0,2,1,1,2,-1,1,3,2,1,3622482,2,3,1,64,6,2,1,2,1,1,2,4,1,158,2,0
20141110140745,1,3,21.299999,3,2,5,150,0,0,0,-1,2,2,1,4,2,-1,-1,1,4058052,2,1,3,66,6,-1,-1,-1,2,-1,1,4,-1,132,2,0
20141110140754,1,1,21.9,3,1,5,110,0,0,0,-1,2,2,2,-1,1,2,2,1,2598566,2,2,1,67,6,-1,1,2,1,-1,1,3,2,140,2,0
20141110140755,1,2,25.1,3,2,-1,90,30,0,0,-1,2,1,2,-1,1,3,1,1,9254608,2,2,2,69,6,-2,-1,-1,2,-1,-1,-1,-1,170,2,0
20141110140761,1,1,35.099998,3,1,1,120,0,0,0,-1,1,2,2,-1,2,-1,-1,1,2.72e+07,1,2,3,69,6,-1,1,2,1,2,2,1,2,238,-2,0
20141110140764,1,1,26,3,1,-1,60,10,0,0,1,1,1,1,1,1,2,2,1,2131313,2,2,1,62,6,-1,2,2,1,1,2,1,-1,142,-1,0
20141110140770,1,1,32.200001,3,1,5,50,0,0,0,-1,2,2,1,4,1,1,2,1,2.39e+07,2,1,1,71,6,-1,-1,-1,2,-1,2,2,-1,231,2,0
20141110140771,1,1,20.1,3,1,-1,75,259,0,0,-1,1,1,1,6,1,1,2,1,3690396,2,2,1,62,6,-1,1,2,1,2,2,4,2,110,2,0
20141110140772,1,1,28.5,1,1,5,30,0,0,0,-1,2,2,1,2,2,-1,-1,1,5862887,2,3,3,69,6,-1,-1,-1,2,-1,5,1,-1,193,2,0
20141110140777,1,1,37.599998,3,1,5,140,0,0,0,-1,1,2,2,-1,1,1,2,1,7564462,2,5,3,67,6,-1,1,2,1,2,1,-2,2,240,-1,0
20141110140779,1,1,31.5,3,1,5,40,45,0,0,-1,1,1,2,-1,2,-1,-1,1,6613334,2,3,1,66,6,-1,1,2,1,2,1,3,2,195,-1,0
20141110140781,1,1,30.5,3,1,-1,300,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1740135,2,2,1,72,6,-1,1,2,1,-1,1,5,2,225,-1,0
20141110140784,1,2,26.6,3,3,5,20,30,0,0,-1,2,1,2,-1,2,-1,-1,1,6553594,2,2,2,60,6,1,-1,-1,2,-1,-1,-1,-1,136,2,0
20141110140788,1,1,25.9,3,1,-1,115,60,0,0,-1,2,1,2,-1,2,-1,-1,1,4773991,2,1,1,73,6,-1,2,2,1,-1,2,2,-1,196,-1,0
20141110140793,1,1,27.9,3,1,5,105,0,0,0,-1,1,2,1,1,1,1,1,1,4216721,2,2,3,71,6,-1,2,2,3,2,2,1,-1,200,-1,0
20141110140798,1,-2,25.4,3,-1,5,0,60,0,0,1,1,1,1,1,1,7,1,1,4953778,2,3,1,64,6,-2,1,2,1,1,1,2,2,148,-1,2
20141110140800,1,1,43.200001,3,1,5,75,0,0,0,2,1,2,2,-1,1,7,1,1,3.74e+07,2,4,2,70,6,-1,-1,-1,2,1,-1,-1,-1,301,2,0
20141110140802,1,1,28.5,3,1,-1,11,6,0,0,-1,1,1,2,-1,2,-1,-1,1,5238266,2,3,1,60,6,-1,1,2,1,2,1,-2,2,146,-1,0
20141110140806,1,1,20.9,3,1,-1,30,15,0,0,-1,1,1,2,-1,2,-1,-1,1,1.16e+07,2,2,3,71,6,-1,-1,-1,2,2,2,2,-1,150,2,0
20141110140807,1,1,21.799999,3,1,5,85,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.42e+07,2,2,1,67,6,-1,1,2,1,2,1,4,2,139,-1,0
20141110140809,1,2,22.299999,3,3,-1,45,20,0,0,2,1,1,1,2,1,1,1,1,3903763,2,2,2,64,6,1,-1,-1,2,1,-1,-1,-1,130,2,0
20141110140812,1,1,31.700001,3,1,5,40,70,0,0,-1,1,1,1,1,1,2,2,1,3381501,2,3,3,69,6,-1,-1,-1,2,2,2,4,-1,215,2,0
20141110140813,1,1,25.4,3,1,5,60,10,0,0,1,1,1,2,-1,2,-1,-1,1,1.14e+07,2,3,3,60,6,-1,-1,-1,2,1,3,6,-1,130,2,0
20141110140814,1,1,39.5,3,1,1,30,30,0,0,-1,1,1,1,5,1,10,1,1,3226717,2,1,2,70,6,-1,-1,-1,2,2,-1,-1,-1,275,2,0
20141110140817,1,2,17.9,3,5,-1,75,10,0,0,1,1,1,1,5,2,-1,-1,1,3966274,2,2,2,71,6,2,2,2,3,1,-1,-1,-1,128,2,0
20141110140821,1,1,25.1,3,1,5,10,5,0,0,-1,1,1,2,-1,2,-1,-1,1,1.57e+07,2,2,1,68,6,-1,1,2,1,2,1,2,2,165,-1,0
20141110140822,1,1,28.700001,3,1,-1,80,0,0,0,-1,1,2,1,2,2,-1,-1,1,1028086,2,2,1,75,6,-1,1,2,1,2,1,3,2,230,-1,0
20141110140823,1,1,28.4,3,1,5,40,0,0,0,-1,1,2,1,3,1,2,2,1,7041784,2,2,2,73,6,-1,-1,-1,2,2,-1,-1,-1,215,-1,0
20141110140824,1,3,25.299999,3,2,-1,135,0,0,0,-1,2,2,1,7,2,-1,-1,1,5539476,2,3,1,61,6,-1,1,2,1,-1,1,3,2,134,2,0
20141110140831,1,1,19.700001,3,1,1,40,5,0,0,-1,1,1,1,3,2,-1,-1,1,1.55e+07,2,1,1,66,6,-1,1,2,1,2,2,2,2,122,-1,0
20141110140834,1,1,34.299999,3,1,3,90,20,0,0,-1,2,1,2,-1,1,4,2,1,1.19e+07,2,2,1,64,6,-1,1,2,1,-1,1,2,2,200,-1,0
20141110140840,1,1,20,3,1,1,33,0,0,0,-1,2,2,1,2,1,1,1,1,7835319,2,1,1,65,6,-1,-1,-1,2,-1,1,3,-1,120,2,0
20141110140842,1,2,-1,3,5,5,65,0,0,-1,-1,2,2,1,3,2,-1,-1,1,5812636,2,3,3,65,6,2,1,2,3,-1,1,1,2,-2,-1,0
20141110140843,1,2,30.700001,3,5,-1,20,1,0,0,-1,2,1,2,-1,1,2,2,3,6209257,2,4,1,60,6,3,1,2,1,-1,1,1,2,157,-1,0
20141110140847,1,1,27.4,3,1,5,30,10,0,0,-1,1,1,1,7,2,-1,-1,1,1.66e+07,2,4,3,62,6,-1,1,2,1,2,1,2,2,150,-1,0
20141110140849,1,2,37.799999,3,5,-1,20,1,0,0,-1,2,1,2,-1,2,-1,-1,1,2492381,1,2,1,64,6,2,1,2,1,-1,4,1,2,220,-1,0
20141110140856,1,2,27.4,1,3,-1,30,555,0,0,2,1,1,1,11,1,6,1,1,1.63e+07,2,3,1,61,6,1,1,2,1,1,3,1,2,145,1,0
20141110140858,1,1,20.200001,3,1,5,9,0,0,0,-1,1,2,1,4,1,1,2,1,4349952,2,2,1,66,6,-1,1,2,1,2,1,3,1,125,2,0
20141110140861,1,1,29.6,3,1,5,0,45,0,0,-1,1,1,2,-1,1,3,2,1,1.18e+07,2,4,2,68,6,-1,-1,-1,2,2,-1,-1,-1,195,-1,0
20141110140866,1,1,35.900002,3,1,-1,35,0,0,0,-1,2,2,2,-1,1,5,1,1,9052351,2,2,2,68,6,-1,1,2,1,-1,-1,-1,2,236,2,0
20141110140867,1,1,29.5,3,1,5,60,0,0,0,-1,2,2,1,7,1,1,2,1,5627275,2,1,1,69,6,-1,1,2,1,-1,1,2,2,200,-1,0
20141110140869,1,2,38.400002,2,5,-1,20,90,0,0,2,1,1,2,-1,2,-1,-1,1,1.81e+07,2,4,1,62,6,2,1,2,1,1,1,2,2,210,-1,0
20141110140870,1,2,27.4,3,5,-1,80,0,0,0,-1,1,2,1,2,1,3,2,1,2411104,1,2,1,62,6,3,1,2,1,2,2,2,2,150,2,0
20141110140876,1,1,20.4,3,1,5,150,30,0,0,-1,2,1,1,5,1,1,1,1,5473302,2,3,3,69,6,-1,1,2,1,-1,1,2,2,138,2,0
20141110140879,1,1,32.299999,3,1,5,80,0,0,0,2,1,2,2,-1,1,1,2,1,2.25e+07,2,2,1,66,6,-1,1,2,1,1,2,4,2,200,2,0
20141110140881,1,3,25.200001,2,2,5,150,1,0,0,-1,2,1,1,2,2,-1,-1,1,6350162,2,4,1,64,6,-1,1,2,1,-1,1,4,2,147,1,0
20141110140883,1,1,34.599998,3,1,-1,30,0,0,0,2,1,2,1,6,1,5,1,1,7325574,2,3,1,65,6,-1,1,2,1,1,1,2,1,208,2,0
20141110140887,1,1,27.299999,3,1,5,60,30,0,0,-1,1,1,1,2,2,-1,-1,1,7879706,2,3,2,69,6,-1,-1,-1,2,2,-1,-1,-1,185,2,0
20141110140897,1,3,37.099998,3,2,5,35,35,0,0,-1,1,1,1,3,1,2,2,1,1.36e+07,2,3,1,66,6,-1,1,2,1,2,1,1,2,230,2,0
20141110140899,1,1,24.299999,3,1,-1,75,0,0,0,-1,1,2,1,7,1,3,1,1,3417593,2,1,1,68,6,-1,1,2,1,2,1,2,2,160,2,0
20141110140902,1,1,22.9,3,1,-1,60,5,0,0,-1,1,1,1,1,1,1,1,1,8598797,2,1,1,62,6,-1,1,2,1,2,2,2,2,125,2,0
20141110140906,1,1,29.9,3,1,5,90,0,0,0,-1,2,2,2,-1,1,4,1,1,7327943,2,3,1,66,6,-1,1,2,3,-1,1,6,2,185,-1,0
20141110140909,1,1,29.799999,3,1,5,50,0,0,0,-1,2,2,1,7,2,-1,-1,1,7226117,2,3,2,67,6,-1,2,2,1,-1,-1,-1,-1,190,-1,0
20141110140912,1,1,20.799999,3,1,5,60,20,0,0,1,1,1,1,3,1,3,2,1,8625896,2,2,2,61,6,-1,1,2,1,1,-1,-1,2,110,2,0
20141110140921,1,1,26.6,3,1,-1,30,0,0,0,-1,1,2,2,-1,2,-1,-1,1,7293421,2,2,1,63,6,-1,2,2,1,2,1,-2,-1,150,-1,0
20141110140925,1,1,20.200001,3,1,5,105,7,0,0,-1,1,1,2,-1,1,4,1,1,4677790,2,1,3,66,6,-1,1,2,3,2,1,5,2,125,2,0
20141110140927,1,1,25.799999,3,1,4,15,0,0,0,-1,2,2,1,6,1,2,2,1,5841438,2,2,1,66,6,-1,1,2,1,-1,1,2,2,160,2,0
20141110140932,1,1,39.200001,3,1,5,70,35,0,0,-1,1,1,1,1,1,4,1,1,3908152,2,2,1,67,6,-1,1,2,3,2,2,2,2,250,2,0
20141110140937,1,1,32.799999,3,1,3,30,12,0,0,2,1,1,1,1,1,2,2,1,1.12e+07,2,4,2,71,6,-1,-1,-1,2,1,-1,-1,-1,235,2,0
20141110140938,1,1,25.700001,3,1,-1,55,0,0,0,-1,2,2,2,-1,2,-1,-1,1,6491941,2,4,1,63,6,-1,1,2,1,-1,1,2,2,145,-1,0
20141110140940,1,1,29.9,3,1,5,45,15,0,0,-1,1,1,1,2,1,3,1,1,3104226,2,3,1,66,6,-1,1,2,1,2,1,3,2,185,2,0
20141110140950,1,2,23.1,2,5,-1,60,2,0,0,2,1,1,1,2,1,1,2,1,5221478,2,2,2,75,6,3,-1,-1,2,1,-1,-1,-1,185,2,12
20141110140951,1,2,-1,3,5,-1,80,15,0,-1,-1,2,1,1,3,2,-1,-1,1,1.35e+07,1,1,2,66,6,2,-1,-1,2,-1,-1,-1,-1,-5,1,0
20141110140952,1,1,21.299999,3,1,5,60,10,0,0,-1,1,1,1,5,1,1,2,1,4745478,2,2,2,66,6,-1,-1,-1,2,2,-1,-1,-1,132,-1,0
20141110140957,1,1,31.200001,3,1,-1,15,0,0,0,-1,1,2,1,7,1,3,2,1,2703554,2,3,1,60,6,-1,1,2,1,2,1,2,2,160,2,0
20141110140966,1,1,30.799999,3,1,5,75,0,0,0,2,1,2,1,1,1,3,2,1,3330157,2,3,2,74,6,-1,1,2,1,1,-1,-1,1,240,2,0
20141110140967,1,2,24,3,5,-1,18,20,0,0,2,1,1,1,7,1,5,1,1,7177452,2,2,1,72,6,2,2,2,1,1,1,4,-1,177,-1,0
20141110140968,1,1,23.700001,3,1,-1,75,0,0,0,-1,1,2,1,3,1,1,2,1,2953528,2,2,1,64,6,-1,1,2,1,2,1,2,2,138,-1,0
20141110140971,1,2,18.1,3,5,-1,130,10,0,0,-1,1,1,2,-1,2,-1,-1,1,2.41e+07,2,3,3,65,6,2,1,2,1,2,1,4,2,109,2,0
20141110140974,1,2,20,3,3,-1,10,20,0,0,2,1,1,2,-1,1,3,1,1,2004166,2,2,1,65,6,1,1,2,1,1,1,2,2,120,2,0
20141110140975,1,2,24.700001,3,3,-1,150,0,0,0,-1,2,2,2,-1,1,1,2,1,2858317,2,2,1,62,6,1,1,2,1,-1,1,2,2,135,-1,0
20141110140979,1,2,19.1,3,5,-1,45,0,0,0,-1,2,2,2,-1,2,-1,-1,1,7232856,2,3,2,61,6,2,-1,-1,2,-1,-1,-1,-1,101,2,0
20141110140983,1,2,25.799999,3,5,-1,45,30,0,0,1,1,1,2,-1,2,-1,-1,3,2800222,2,3,1,68,6,2,1,2,1,1,2,1,1,170,2,0
20141110140986,1,1,25,3,1,-1,60,10,0,0,-1,1,1,1,6,1,3,2,1,1234751,2,2,1,66,6,-1,1,2,1,2,1,3,2,155,-1,0
20141110140991,1,1,21.5,3,1,-1,30,0,0,0,2,1,2,1,7,1,2,1,1,4148713,2,2,2,64,6,-1,-1,-1,2,1,-1,-1,-1,125,2,0
20141110140995,1,1,26.6,3,1,-1,55,0,0,0,-1,1,2,2,-1,1,2,1,1,7848125,2,2,1,69,6,-1,-1,-1,2,2,2,1,-1,180,-1,0
20141110141008,1,1,25.700001,3,1,5,60,5,0,0,-1,1,1,2,-1,2,-1,-1,1,7359820,2,2,1,63,6,-1,1,2,1,2,1,2,2,145,2,0
20141110141010,1,2,27.299999,3,5,-1,125,0,0,0,2,1,2,2,-1,1,2,2,1,3459949,1,3,1,60,6,2,1,2,1,1,2,3,2,140,1,0
20141110141016,1,1,25.1,3,1,-1,75,10,0,0,-1,2,1,1,4,1,3,2,1,9562867,2,3,3,67,6,-1,1,2,3,-1,1,2,2,160,2,0
20141110141025,1,1,26,3,1,5,0,10,0,0,-1,1,1,1,3,1,2,2,1,9440819,2,2,1,62,6,-1,1,2,1,2,1,2,2,142,2,0
20141110141027,1,1,31.299999,3,1,-1,55,1,0,0,-1,1,1,1,1,1,2,1,1,6339985,2,2,1,67,6,-1,1,2,1,2,1,3,2,200,-1,0
20141110141031,1,1,28.200001,3,1,5,120,0,0,0,2,1,2,1,2,1,3,1,1,3.10e+07,2,2,2,66,6,-1,-1,-1,2,1,-1,-1,-1,175,2,0
20141110141043,1,1,21.1,3,1,5,85,5,0,0,-1,2,1,1,6,2,-1,-1,1,8174584,2,1,1,67,6,-1,1,2,1,-1,1,5,1,135,2,0
20141110141044,1,3,36,3,2,-1,125,20,0,0,-1,1,1,2,-1,1,1,2,1,5992963,2,1,1,64,6,-1,1,2,1,2,5,1,2,210,-1,0
20141110141047,1,1,22.299999,3,1,5,58,0,0,0,-1,2,2,1,6,2,-1,-1,1,1.29e+07,2,1,1,64,6,-1,1,2,1,-1,1,2,2,130,-1,0
20141110141052,1,2,27.4,3,5,-1,30,0,0,0,-1,2,2,1,7,1,2,2,1,1333622,1,4,1,62,6,2,1,1,1,-1,3,3,2,150,2,0
20141110141054,1,2,27.4,3,5,-1,15,0,0,0,-1,2,2,2,-1,2,-1,-1,1,3442621,2,5,1,61,6,2,1,2,1,-1,5,6,2,145,-1,0
20141110141055,1,2,29.299999,3,3,-1,30,15,0,0,-1,2,1,1,2,1,2,1,1,1.84e+07,2,2,1,62,6,1,1,2,1,-1,2,2,2,160,-1,0
20141110141056,1,3,35.400002,3,2,-1,117,0,0,0,-1,1,2,1,6,2,-1,-1,1,7123161,1,4,1,64,6,-1,1,2,1,2,1,6,2,206,-1,0
20141110141057,1,-1,-1,1,-1,1,45,30,-1,-1,2,1,1,-1,-1,1,4,-1,-1,3032522,-1,-1,3,-1,6,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1
20141110141061,1,1,26.4,3,1,5,90,0,0,0,-1,2,2,2,-1,1,12,1,1,3740406,2,3,2,72,6,-1,-1,-1,2,-1,-1,-1,-1,195,2,0
