description,identificator,num_counts,price,start_date,title
"Предлагаются к продаже очаровательные щенки Керри Блю Терьер, рожденные 21.01.16. В родословной чемпионы Мира. Не вызывают аллергии, не теряют шерсть. Помощь и квалифицированная консультация по уходу за щенком. Сопровождение по выставочной карьере.",741579559,50,25000,9 марта 2016,Щенки Керри Блю Терьер
"Ищут любящих хозяев 3 щенка вельш корги пемброк шоу класса окраса триколор - 2 мальчика и одна девочка. Малыши уже совсем самостоятельные: переведены на сухой корм, приучены к пелёнке, имеют метрику РКФ, клеймо, прививки по возрасту! Дата рождения 11/01/16 г. Возможна рассрочка в 2 платежа и доставка! Более подробная информация по телефону!",741666738,614,55000,9 марта 2016,Щенки вельш корги пемброк
"Рыжий подросток ЧИП ищет хозяев. Возраст 7-8 мес. Бывшедомашний, людей не боится Проявляет охранные качества. Кушает натуралку и корм. Проглистогонен. Сейчас по колено, лапы сильные, крупные. Вырастет среднего размера. Ходит на поводке, не тянет. ЧИП хорошо общается с моей собакой. Сейчас живет в частном секторе) Подойдет и в картиру и в частный дом, не на цепь.",741698840,127,Договорная,9 марта 2016,"Даром, в добрые руки Щенок"
"Я добрый, честный и верный пёс Тихон. Мне год. Так случилось,",741730130,153,Неуказана,9 марта 2016,"Верный и благодарный друг - пёс Тихон, 1 год"
"Продаётся шенок мексиканской голой собаки мини.Крови лучших питоников мира.Рождён 08.02.16.На момент продажи будет привит,социализирован,иметь документы РКФ.Находится в г.Саранск.Доставка возможна",741733215,125,Неуказана,9 марта 2016,Мини мальчик ксоло продаётся
"Отдаётся в добрые руки, дом или квартиру, трехмесячный щенок Грегори. Он настоящий аристократ - благородный профиль, невозмутимый характер. Но при этом еще и маленький щенок, которому хочется поиграть с хозяином. Он легко обучается новым командам, умеет ходить на поводке, полностью здоров. Самый спокойный среди братьев и сестер. Отдаётся по договору передачи животного. Находится на квартирной передержке.",741735163,61,100,9 марта 2016,Красивый и статный щенок Грегори (3 месяца)
"Ищет дом прекрасная девочка. С мягким характером, очень нежная, сообразительная. Сейчас живет на передержке в контактном зоопарке. Каждый день общается и играет с маленькими детьми, прекрасно ладит с другими животными. Дина здорова, полностью привита, имеет свой ветпаспорт. Вырастет среднего размера. Не отдается на цепь.",741755574,63,100,9 марта 2016,Отдам щенка 4 мес. Дина
"Лукерья. Луша. 3,5 месяца, обработана, сделаны все прививки. Есть ветпаспорт. Ищем девочке самых лучших хозяев! Очень ласковая, внимательная, при этом активная и веселая озорница, как все детки! Умеет слушать. Очень смекалиста! Быстро обучается. Поскольку Луша живет на передержке в контактном зоопарке, она каждый день общается с детьми и другими животными. Они вместе играют и прекрасно ладят. Не дергает павлина за хвост, вежлива с енотихой)) Девочка всегда готова поделиться своим позитивным настроем! Ей некуда идти после 15 марта!! Подарите ей любовь, и тепло своего дома, она ответит вам взаимной любовью и преданностью!!!",741758898,136,Договорная,9 марта 2016,Щенок ищет дом
"Чудесная собака по кличке Леди ищет доброго и заботливого хозяина. Девочке около 2 лет. Привита ,стерилизована. Кто-то из родителей аляскинский маламут. Ласковая,игривая и общительная. Дружит с другими собаками. Не доминирует.  Была найдена после новогодних праздников. Прежних хозяев к сожалению найти не удалось. И теперь для этой красавицы ищу  новую семью.",741759055,329,Неуказана,9 марта 2016,Добрая и умная. Собака - мечта
У меня на даче бездомная собака от моей овчарки породы хэрбер родила щенков. Их шесть! Некоторые похожи на отца по окрасу и очень короткому хвостику! Им сейчас две недели ! Очень нужна помощь в их дальнейшей судьбе! Иначе они погибнут!,741785013,73,Неуказана,9 марта 2016,Щенки в добрые руки
"Отдам в добрые руки ласкового, мальчика. Ему 8 месяцев, привит, приучен гулять.",741809954,87,Неуказана,9 марта 2016,Отдам в хорошие руки
"Бублик - мальчик 2 месяца, рожден от домашней собачки. Мама и папа по размеру средние. Большой не будет. Ласковый, игривый самый самостоятельный в помете. Отдаем в заботливые руки. Звоните и приезжайте за Бубликом!",741832975,170,Неуказана,9 марта 2016,Бублик - красивый щеночек
"Отдам девочку щенка 1,5 месяца, в хорошие руки. Очень ласковая, добрая, отзывчивая девочка ищет себе новый дом.",741851977,282,Неуказана,9 марта 2016,Щенок митис в хорошие руки
"Бордоский дог годовалая высокопородная сука перспективная и беспроблемная во всех отношениях,ладит со всеми,любит всех, РКФ,привита,ко всему причучена продается(цена 60 тыс.руб) или обмен на суку вельш-корги хорошего качества,можно щенка",741866006,268,60000,9 марта 2016,Бордоса годовалую суку обменяю на суку вельш-корги
"Три кобелька, молодые, кастрированы, привиты. Отдам в добрые руки, строго по договору. Можно подъехать познакомиться. Отдаём в Москву и ближайшее Подмосковье. С последующим контролем за судьбой собаки.",741876161,115,Неуказана,9 марта 2016,Отдам в добрые руки
"Отдам в добрые руки кобельков, кастрированые, привиты. Отдаём строго по договору. Можно подъехать познакомиться .",741880420,121,Неуказана,9 марта 2016,Отдам в добрые руки
"Самое замечательное на Земле - это когда у тебя есть кто -то , кому ты очень очень нужен, когда возвратившись домой уставший ты открываешь дверь..и понимаешь что ТЫ не один, что тебя тут очень очень ждут и любят и тебе навстречу бегут , размахивая хвостиком целых 4 лапы и хвост, мокрый нос тычется в руки и розовый шершавый язык уже облизал тебя -- с ног до головы....ВОТ оно-- ..простое и доброе счастье)) милое и воспитанное тобой..кроха по кличке БОННИ..БОНИТА..или просто БО..щенок ласковей которого вы не найдете) идеальный вариант диванной собачки на будущее.. станет самым лучшим другом для ваших детей и вас лично, малышка полная любви и нежности к каждому кто будет готов подарить ей свою любовь и заботу. Возраст 4.5 мес. привита, здорова, ветпаспорт. С ней уже можно гулять на улице, приучается к выгулу. Доставим.",741897619,66,100,9 марта 2016,"Не большая девчушка Бонька, в добрые руки"
"Ищут дом Чип и Дейл, хвостатые спасатели от плохого настроения!",741897849,157,Неуказана,9 марта 2016,Щенки 3-х мес Чип и Дейл в добрые руки
"Если меркнет свет в окошке, на душе скребутся кошки..Кто сумеет вам помочь-Кто прогонит кошек прочь?) Конечно же ваш самый- самый верный и преданный друг по кличке БАРОН. Он еще совсем малыш, возраст 4.5 месяца, но он уже умеет охранять и подавать свой голосок когда видит чужих людей. Он умный и харизматичный метис имеющий корни овчарки помогающие ему быть очень смышленым и корни лабрадора смягчающие жесткость и строгость в характере. Бойкий и веселый мальчишка, полностью здоров и привит ,  здоров , без проблем с психикой , с хорошим крепким костяком и отличным телосложением. С ним уже без проблем можно выходить и на улицу и гулять. Вырастет средне крупным , очень хорошо подойдет как в  квартиру так и в частный дом для проживания в вольере с теплой будкой в роли звоночка и охранника.",741910629,55,Неуказана,9 марта 2016,"Неотразимый щенок Барон, в добрые руки"
"Юта- отличный не крупный щенок для людей, которые любят спокойствие и уют. Юточка обладает изумительным характером и чувством такта. Юта, щенок одного хозяина, вырастет преданной и ласковой девчушка. Юта – собачка для квартиры, очень компактная, весом около 4-5кг,возраст сейчас 4.5 месяца. Она конечно ещё подрастёт но не очень сильно, девочка низкорослого характера. А вы посмотрите на её окрас. Трёхцветная красотка, симпатичная с необычным окрасом и масочкой на милой мордочке. Несмотря на свой размер, Юта будет охранять своего хозяина, если почувствует приближение чужого к своему дому. Она очень любит ласку, обожает, когда ее гладят, вырастет отличным компаньоном. Вы ещё сомневайтесь? Тогда приезжайте познакомится. Юта – здорова, привита, с ней уже можно выходить на улицу ( так необходимые прививка уже сделаны). Мы поможем вам с ее доставкой до дома и последующее стерилизацией.",741933377,81,100,9 марта 2016,"Не крупный щенок Юта, с красивым окрасом, в дар"
"В добрые руки отдадим щенка Масяню. Девуля контактная, веселая, воспитанная , ладит с собаками и кошками, очень любит детей. Мася готовится к первой прививке.",741944127,767,Неуказана,9 марта 2016,"Щенок Масяня, 5 мес в дар"
Мальчик темного окраса и девочка коричневого окраса. Породу определит специалист. Маленькие.Здоровые и красивые. Играют постоянно. Хорошо кушают. Появились вчера утром.Соорудили им будку из под пылесоса. На улице  ночью холодно. Благодарю всех кто откликнется и заберет домой.В помощь куплю корм на первое время 12 кг.,741946559,103,Неуказана,9 марта 2016,Щенки
"Кобель, 1 год и 6 месяц предоставляется для случки. Оплата щенком (мальчиком, с хвостом)",741950102,305,Неуказана,9 марта 2016,Вельш корги пемброк. Кобель. Вязка
Отдадим щенка в добрые руки. Нам его подбросили. На вид ему месяцев 6. Мальчик. очень добрый и игривый,741974166,103,Неуказана,9 марта 2016,Отдадим в добрые руки
"Продается мыло ручной работы для любителей собак. Все мыло упаковано в прозрачную упаковку. Имеются различные породы: - Шпиц, - Йоркширский терьер - Чихуа хуа - Мальтез - Такса - Шарпей - Спаниэль - Пудель",742026619,112,300,9 марта 2016,Мыло для любителей собак
"Племенной питомник предлагает щенков вельш корги пеброк,документы РКФ,привиты по возрасту.Помощь в выращивании,более подробно по телефону",742032727,521,55000,9 марта 2016,Вельш корги пемброк
"Передержка собак маленьких пород,на время отпуска или других обстоятельств.Сутки 500р.Кормление по вашим рекомендациям.",742061002,166,500,9 марта 2016,"Передержка собак Той, Чихуа, Йорк"
"Кобель  . Добрый , игривый , умный. Собака живёт на участке . Возраст 1.5 года . Не злой , любит всех . Знает команды . Отдаю так - как завёл охранную собаку . Привит.",742068403,152,Неуказана,9 марта 2016,В дар отличная собака
"Две прекрасные овчаристые девочки ищут дом. Подойдут как для загородного дома, так и для ""диванного содержания"" в квартире. Кому нужен верный и надежный друг, звоните! Имею собаку от первого помёта, души в ней не чаю. Собаки полностью здоровы, привиты и имеют паспорта! Привезу в любое место - Москва и Подмосковье. Отдаю по договору ответственного содержания с правом интересоваться судьбой девочек.",742096231,282,Неуказана,9 марта 2016,Малышки в добрые руки
"Доброго времени суток- вы решили завести себе щенка? ...очень похвально) мы рады вашему искреннему желанию и готовы помочь сделать правильный выбор. Щенков и взрослых животных много и как среди них выбрать то, что именно вам нужно?? Вы не поверите--- очень просто..Отключитесь на минутку от дел и суеты..просто послушайте себя и свою интуицию, как правило она не обманывает и не промахивается...тогда вам будет проще..У нас есть много малышей и взрослых животных но всех невозможно охватить в 1 обьявлении, поэтому мы выбираем 1 щенка или котенка или взрослую особь и начинаем рассказ..просто знайте что вы можете позвонить по конкретной фотографии но выбор будет огромным и у вас обязательно будет возможность выбирать)  И так сейчас мы хотим познакомить вас с малышкой по кличке Лесси. Возраст 4.5 мес, привита и обработана, есть все документы, скромная и нежная невероятно обаятельная и привлекательная юная леди, будет не высокая вариант диванной собачки, плотного телосложения но не большого размера помните что фото увеличивают реальный размер в 1.5 раза. Хорошо подойдет в семью с детками, будет преданной и спокойной собакой. Поможем со стерилизацией и прививками потом, доставим по Москве и области.",742116278,49,Неуказана,9 марта 2016,"Не крупный щеночек Лесси, в добрые руки"
"С кем не бывает в этой жизни неприятностей?-..мне кажется таких людей не найти. Как не странно ,но с животными происходят точно такие же вещи..Кому- то везет с хозяином и он всю жизнь проживет в любви и заботе, кому то везет не очень...вроде и любят, но бывает, что и побьют с горяча или накажут больно по носу за проказы..а кому -то совсем не везет( попадаются и такие варианты..По разным обстоятельствам собаки и кошки коты и котята со щенками попадают к нам, тем кто не может пройти мимо беды этих четырех лап и мокрых носов..Кто потом и кровью пытается хоть как- то помочь и защитить их у нас в стране. История мальчика по кличке Стивен, так мы его зовем теперь, проста и банальна как не печально..его посадили в метро..и там он в последний раз бок о бок, смотря в глаза хозяину волнуясь от шума и громких звуков поезда ехал куда -то, думая что ОНИ вместе куда то едут...НО все было не так Хозяин вышел ..затерялся в толпе, а Стивен остался в вагоне(( двери закрылись и из его еще совсем юной жизни ушел ТОТ..кто заставил его верить НАМ ..людям(( только Люди ли мы после этого вот вопрос(?  Его нашли уже поздно ночью..по счастливой случайности он оказался в наших руках..Теперь он в безопасности и очень ждет своих ТЕПЕРЬ уже единственных и любимых хозяев. Пес не прост...ему нужен мужчина готовый воспитать и дать понять, что Главный ОН ЧЕЛОВЕК. Пес сильный и невероятно здоровый и красивый, возраст 8-9 мес, он пышет статью и мощью. Шикарный огненный даже я бы сказала окрас, шелковая шерсть. Привит, приучен к поводку, не агрессивен, сживётся с кошками. Станет лучши м другом для Ваших деток.  Так хочется, чтобы ему кто-то поверил, ведь он так старается быть хорошим. Подойдет в загородный дом и квартиру. Доставим",742125488,146,100,9 марта 2016,"Красавец Стив, метис золотистого ретривера, в дар"
"Д. р. - 28.12.2015 г. Мама- BEAUTI CANNY GIRL ARTEMIZIZ  (MALISHKA AIRIN LEKTOR GANNIBALхAvakara Adel Lilak) Чемпион России, Юный Чемпион России Папа- TSARSKAYA IDILLIYA YUVENTUS (DORSDORF HUMMER х Tsarskaya Idillia Zhanny) Чемпион России, Юный Чемпион России Внуки 2-кратного Чемпиона Мира 2011-2012 DORSDORF HUMMER Щенки имеют мощный костяк, красивую голову.Перспективные для выставок.Привиты по возрасту.Документы РКФ.",742150206,205,Неуказана,9 марта 2016,Щенки Бордоского дога
Мексиканская голая девочка 27 см в холке ищет голого мальчика мини для вязки.,742155768,132,Неуказана,9 марта 2016,В поисках жениха
"Нашла на улице щенка, по виду домашняя, отыскать хозяина не удалось, ищу хороший дом для неё. Девочка очень ласковая, игривая, воспитанная. На вид полгода, были у ветеринара, абсолютно здорова.  Я на машине, могу отвезти её к вам.",742155891,304,Неуказана,9 марта 2016,Щенок в добрые руки
"Отдам в добрые руки собаку (девочка) 8 лет. Очень активная, исключительно послушная, шоколадный окрас, красивая, любит всех, но охранные качества присутствут.",742170461,219,Неуказана,9 марта 2016,Отдам в добрые руки собачку
"Отдам в хорошие руки, 2 щенка, 1 кабель 1сучка Совершенно бесплатно.",742171538,220,Договорная,9 марта 2016,Щенки
"Возраст 2-3месяца,  очень добрый и милый песик. Щенок мальчик",742175971,779,Договорная,10 марта 2016,Отдам бесплатно в добрые руки
"Ищет дом Марта совсем ребёнок,щенок 6 месяцев. В своем юном возрасте уже была предана людьми,её просто сдали в приют, наигрались.... Марточка нежная,ласковая открытая девочка, общительная, доброжелательная. Хорошо ладит с другими собаками, любит играться. По размеру будет не крупной. Знает поводок. Очень таскует в приюте и ждет хозяина который больше не предаст!",742181473,103,Неуказана,10 марта 2016,Марта домашний щенок в приюте
"Щенок девочка, предки были мастифы, 4 месяца, кличка Моня,есть задатки охранника, с упертым характером, хитрюга))) но при этом любит ласкаться,очень игривая и активная,как обычный ребенок. Умненькая,поддается дресировке. Ладит и с кошками и собаками! Отдается в ответственные руки!",742183795,70,Неуказана,10 марта 2016,"Щенок ласковая преданная девочка, в добрые руки"
"Щенок девочка, предки были мастифы, 4 месяца, кличка Моня,есть задатки охранника, с упертым характером, хитрюга))) но при этом любит ласкаться,очень игривая и активная,как обычный ребенок. Умненькая,поддается дресировке. Ладит и с кошками и собаками! Отдается в ответственные руки!",742192473,308,Неуказана,10 марта 2016,"Купить собак и щенков из питомника и частные объявления о продаже в Москве на Avito. </title>
"
"Ищу теплую передержку 4-х месячному щенку-девочке. Щенок домашний, чистый, обработанный от блох и клещей, глистов, привит. В настоящее время живет в детском контактном зоопарке, очень дружен с другими животными, с детками. От Вас забота и кормление и т.д. Щенок приучен к выгулу, но надо это закрепить!  Всем необходимым обеспечим.  Оплата 3 000 рублей в месяц.  Отличный вариант подработки для студентов или пенсионеров.  Отдадим предпочтение людям имеющим взрослую собаку или имеющим опыт в общении с ними.",742192992,209,100,10 марта 2016,Передержка
"Барон,Граф и Умка готовы дружить и защищать Вашу семью. Дед - добрейший и бесстрашный ""кавказец"" - гарантия надежности и верности своих потомков! Мы будем рады помочь в выборе и доставке !",742203257,132,Неуказана,10 марта 2016,"Барон, Граф и Умка готовы дружить и защищать"
"Пес суперской расцветки, добрый по натуре и дружелюбен к другим собакам и кошкам, не скандалит ни с кем и никогда. Прошел полный курс ОКД (общий курс дрессировки) и курс городская собака с одним из лучших кинологов Москвы, знает все основные команды, отлично ходит на поводке, полностью социализирован для города. Прекрасно ездит на машине, приучен к квартире, ничего не грызет, не лает, туалет только на улице. Любит активные игры, прогулки. Любит воду, отлично дает мыть себя после улицы. Пес никого не оставляет равнодушным, всегда в центре внимания. Привит, с паспортом. Приезжайте знакомиться! Только в добрые руки, хорошим людям!",742204504,243,Неуказана,10 марта 2016,"Шикарный, дрессированный пес Сёма 2.5 г, даром"
"Белочка - небольшая собачка около 30 см в холке, примерно двух лет.  Белочка бывшая домашняя, но не перестала доверять людям и открыта к общению. Белка активна на прогулках, при этом хорошо ходит на поводке. Воспитана, аккуратна.  Не грызет мебель или вещи, приучена к выгулу. Кушает как сухой корм, так и кашу. Не капризна. Стерилизована, привита, здорова. Малышка ищет добрых и надежных хозяев, которые полюбят ее всей душой, а Белочка обязательно ответит взаимностью.",742252600,621,Неуказана,10 марта 2016,В добрые руки очаровательная девочка
"Ищем семью замечательному ребёнку около 3 месяцев, умненькая,  активная по возрасту, девочка.",742268355,507,Неуказана,10 марта 2016,Отдам в добрые руки щенка
Очень ласковая и игривая девочка ищет дом.Ей 3 месяца,742280885,105,Договорная,10 марта 2016,Отдам красивую девочку в хорошие руки
"Предлагается для вязок кобель YUKASI OKUMA REN Дата рождения 20.08.2014 Родословная RKF 4010247  Окрас ярко рыжий, рост 39 см, не крупный, компактный, крепкий. Отличный характер, не конфликтный с другими кобелями, очень контактный и послушный, гуляет без поводка. Прекрасная густая шерсть с плотным подшерстком. На данный момент обладает титулами:  Юный чемпион России JCACx5 Лучший Юниор выставки САCIB РОССИЯ 2015 Чемпион России (ЛЮх5; ЛКх3; ЛППх6) Чемпион Беларуси",742330752,299,15000,10 марта 2016,Кобель сиба ину для вязок
"Мини охранник был предан и брошен. Сейчас он в тепле но времени очень мало для его пристройства. Ему около 1,5 мес. Вырастет он не большим и будет самым верным другом и заступником. Да возможно у него нет РКФных корней но от этого он не перестает быть живым и нужным. Помогите бедолаге в кротчайшие сроки найти дом. Такой милый и долгожданный.",742341163,66,Неуказана,10 марта 2016,Щеночек Верный
"Питомник ""Миросвет""  (13 лет в породе). Предлагает высокопородных щенков от привозного итальянского производителя. У щенков очень красивые головы с не резким (плавным стопом), наполненные морды, правильно посаженные, расскосые ( не груглые) глаза, темные. Отличный пигмент, крупные, гуляют с 1 мес.  не ограничены по территории. Шустрые, активные. Документы РКФ",742360841,236,Неуказана,10 марта 2016,Маремма (мареммо-абруцкая овчарка) от итальянца
"Пушистый щенок Винни (Пух) 4-х месяцев ищет хозяина. Обещает вырасти больше среднего размера, умным и добрым. Привит, имеет паспорт. Сможет жить на улице при частном доме (не на цепь!)  Не приют!",742363174,342,Неуказана,10 марта 2016,Щенок в дар. Винни Пух ищет дом
Отдам  щенка метиса 6 мес красавчика  мальчика  в добрые  руки,742364104,133,50,10 марта 2016,Отдам щенка метиса 6 месяцев мальчика
"Девочка 3 мес. привита паспорт. Чудесный характер. Обработана от паразитов. Добрая. игривая и очень ласковая. Отдается по договору. Подросткам без родителей, перекупке и прочим ассоциальным элементам просьба не беспокоить. Привезу на место проживания, паспорт и документы на жилье обязательны.",742392761,150,1000,10 марта 2016,Девочка Кора в добрые руки
"Отдам хорошую собаку, помесь овчарки с лабрадором . Собаке в апреле будет год. Привитый, имеет паспорт. Могу отдать с ним большую клетку, железные миски на стойке, и большой мешок корма. Харрактер у собаки дружелюбный, с детьми очень ладит, но не подходит для квартиры. У кого свой дом, возьмите не пожалеете .",742416719,113,Договорная,10 марта 2016,Отдам собаку в добрые руки
"Абсолютно новый, оказался велик.",742423597,34,500,10 марта 2016,Комбинезон флисовый
"В добрые руки отдается щенок Герда. Девочка пяти месяцев. Растет очень ласковой и доброй. Только только сменились молочные зубки. Вырастет совсем не крупной. Прекрасный квартирный вариант. Герда прошла не простой путь. Родом она из Крыма город Керчь. В родном городе ее сбила машина. Все люди проходили мимо малышки. Мы узнали о ней и транспортировали на лечение в Москву. Был перелом шейки бедра. Но все это уже в прошлом. Здоровье восстановилось, пару длительных месяцев лечения при стационаре ветеринарной клиники дали свои плоды - Гердочка полностью здорова и готова к пристройству в новую семью!",742424000,291,Неуказана,10 марта 2016,Герда в добрые руки
"06.03.2016 г. в монопородном питомнике ""Николоберг"" родилось 11 щенков ПИРЕНЕЙСКОЙ ГОРНОЙ СОБАКИ от элитных родителей. 5 мальчиков и 6 девочек. Если основными критериями Вашего поиска являются ЗДОРОВЬЕ, КРАСОТА, ВЕЛИКОЛЕПНЫЙ ХАРАКТЕР с устойчивой психикой и хорошими умственными способностями, любовь к детям, то Вы не будете разочарованы. Прекрасные компаньоны, охранники, ну и конечно любимцы детей! Отец- импорт Франция, Интерчемпион, юный вице-чемпион Европы 2015, чемпион России, Беларуси, Финляндии, Эстонии, Литвы, Латвии, Балтии, Junior Helsinki Winner-14, Junior Finnish Winner-14.   мать- Чемпион России, Беларуси, Евразии, лучшая сука породы 2012, 2013 года. Родители свободны от дисплазии тазобедренных и локтевых суставов. (сертификаты РКФ-FCI). HD- A, ED-0. В родословной щенков 5 интерчемпионов!",742432196,110,60000,10 марта 2016,Пиренейская горная собака
"Выбросили совсем маленьких щенят, порода не известна, чистенькие, толком не выходят из своей коробки. Очень их жалко, а возможности забрать нет, может кому-то нужен верный друг или хороший сторож",742442799,173,Неуказана,10 марта 2016,Малыши в добрые руки
"питомник австралийских овчарок предлагает к продаже очень красивых щенков от замечательной пары чемпионов отец щенков GIVE ME FIVE OF MUSIMACIAY - ЮЧРОССИИ,ЧРОССИИ, ЛАТВИИ, ЛИТВЫ, ЭСТОНИИ, БАЛТИИ(импорт ИТАЛИЯ) мать щенков ARIADNA NIGHT FLOWER - ЮЧРОССИИ, ЧРОССИИ,ЧРКФ. Щенки породные, с замечательной психикой, очень общительные и веселые.Собаки этой породы используются как компоньоны, охранники, пастухи,няньки, как ездовые собаки, в спорте.Они очень умны, любят свою семью, и необычайно послушны. Пишите на почту .",742449346,254,Неуказана,10 марта 2016,Щенки австралийской овчарки
"Предлогаю Вашему вниманию, поекрасного щенка Ванессу , можно просто Вася))))нам всего 2.5 месяца, сделаны почти все прививки, включая бешенство!! Озорная игривая девочка, проявляет охранные качества, при умелом подходе будет очень Отличным сторожем и Другом! Она Любит весь мир!!! Отлично ладит с животными! Прекрасно ходит на пеленку, иногда правда промахивается!!!)))) Но это все поправимо))) отдается Строго не на цепь!!! С последующей стерелизацией!!!!!Диван обожает)))) можно в частный дом и теплый теплый вольер)) кушает все, от сухого до Вкусного)) подарите ей свою любовь!! Она стоит того!!!! Отбор строгий!! С подписанием договора!!! И ненавязчивым отслеживаем)))",742457943,135,100,10 марта 2016,В добрые руки
"Невероятная малышка Агния ищет дом! Агнюша (а по-домашнему - Кроха) самая ласковая девочка на свете! Обожает внимание человека, почесушки и погладушки :) Но, когда не до неё,  может и сама себя занять важными делами, такими как: погрызть что-то вкусное (или не вкусное), поиграть с мячом или ленточкой :) У девочки очень красиво встали ушки. Крохе 4.5 мес. Здорова, привита. Можно спокойно идти на улицу и уже гулять. С другими собаками отлично, с кошками тоже. Озорная и весёлая, как все детки!! А ещё, Агнюша очень-очень добрая!! Вырастет средней или ниже среднего размера. Окажем помощь в перевозке и будущей стерилизации.",742481882,47,100,10 марта 2016,"Красивый щенок Агния, в добрые руки"
"Помогите найти дом самой доброй и игривой собачке на свете! Собачка девочка, ласковая, но не послушная! Ее подобрала пожилая бабушка, но справляться с ней не может! И к сожалению дети тоже ничем не могут помочь! Может комуто нужен верный и добрый друг!) отдаем только в хорошие ручки, которые будут любить собачку и обязательно будем интересоваться судьбой собачки! Собака привита, но не стерелизована! Дети бабушки хотят ее усыпить, если она не найдет свой дом!",742483866,62,Неуказана,10 марта 2016,Собака метис овчарки девочка ищет дом
"Мальчик 4 мес. Ласковый, озорной, привит по возрасту. Мама Ньюфаундленд",742485480,87,100,10 марта 2016,Вилли
"Грустняша Лори ищет дом и семью, где она будет самой любимой и где о ней будут заботиться! Лучезарный щенок, готовый дарить счастье и тепло в вашем доме. Девчонке 4.5 мес, она обладает изумительным окрасом и характером. малышка скромная и не навязчивая. Мы хотим найти для Лори самых лучших родителей, которые смогут доказать ей, что она действительно важна, нужна и всегда будет в безопасности! А она подарит вам свою любовь, верность и защиту!Здорова, привита. Вырастет среднего размера. С ней уже можно гулять на улице, так как все прививки были сделаны. Скорее звоните и приезжайте на знакомство. Окажем помощь в перевозке, организуем льготную стерилизацию.",742490800,70,Неуказана,10 марта 2016,"Красивая, умная, скромная девочка Лори, в дар"
