BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,24200,91491,141827,DebtCon,ProfExe,21,1,0,163.17437719,0,25,42.060981767
0,24200,92572,121310,HomeImp,Mgr,9,0,0,117.04550066,1,24,30.482780029
0,24200,242111,266670,HomeImp,Self,6,1,0,243.00312872,3,51,36.575387744
0,24200,49798,67458,DebtCon,Other,6,0,0,68.931110225,2,18,36.46436586
1,24200,121000,162900,DebtCon,Self,13,1,1,151.93333333,1,35,
1,24200,37500,,,ProfExe,4,0,0,123.8,0,14,
1,24200,39808,,DebtCon,Self,3,1,0,184.72511268,0,16,51.630380591
0,24200,68477,91598,DebtCon,Other,16,0,0,88.665201262,0,17,32.523092223
0,24200,22763,47622,DebtCon,Other,23,0,0,126.92269121,1,10,23.040944709
0,24200,63229,89394,DebtCon,Other,15,0,0,84.668791549,0,16,35.604886706
0,24200,150939,183208,DebtCon,Other,1,0,0,205.77680196,0,34,39.656334058
0,24200,90626,116601,DebtCon,Self,2,0,0,226.11638661,1,27,34.499938365
0,24200,104005,158224,DebtCon,Mgr,14,0,0,175.62208285,0,25,33.992424446
0,24300,142000,175000,DebtCon,ProfExe,6,0,0,323.66666667,0,35,
0,24300,70912,98353,DebtCon,ProfExe,9,1,0,126.2435974,3,26,36.372531415
0,24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.496201084
0,24300,93520,137241,DebtCon,ProfExe,,0,0,199.76356315,0,20,27.471559692
0,24300,41323,73309,DebtCon,Other,27,0,1,298.18590413,2,32,36.155277517
0,24300,110442,138581,DebtCon,Mgr,9,2,0,175.15368945,4,17,40.348885329
0,24300,236390,262210,HomeImp,Self,6,0,0,243.07790007,2,50,36.906664969
0,24300,,144123,,,,,,,,,15.529230143
0,24300,55579,98320,DebtCon,ProfExe,1,0,0,187.02181081,0,26,33.473373585
0,24300,21660,48475,DebtCon,Other,26,0,0,102.78283553,0,10,23.247958281
0,24300,123686,153184,DebtCon,Mgr,4,0,0,298.28291333,0,25,36.336564389
0,24300,,60628,DebtCon,Other,23,0,0,145.29273612,0,9,22.984818991
0,24300,42276,68775,DebtCon,Other,24,0,0,309.68358561,2,31,32.746506891
0,24400,110177,145000,DebtCon,Office,5,,,293.23652482,2,36,
1,24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,
1,24400,88000,119100,HomeImp,Other,12,0,0,84.233333333,5,19,
0,24400,237543,261393,HomeImp,Self,3,1,0,254.51744803,2,50,37.90658567
1,24400,69873,101484,DebtCon,Other,15,0,6,225.7525542,0,29,
0,24400,50317,71327,DebtCon,Other,6,0,0,45.485801767,1,18,37.014140786
0,24400,87838,104468,HomeImp,,6,,,,,,30.280354844
0,24400,119111,154860,DebtCon,Mgr,3,0,0,296.93039006,0,25,38.493132607
0,24400,147073,182069,DebtCon,Other,2,0,0,173.71494662,0,35,37.81236793
0,24400,26366,54775,DebtCon,Other,13,0,0,101.63623493,2,24,29.095881268
0,24400,,59888,DebtCon,Other,,0,0,288.2296811,0,19,38.581332837
0,24400,,28900,HomeImp,Other,24,0,0,81.166666667,2,15,
0,24400,109253,158257,DebtCon,Mgr,17,0,0,193.96528716,0,25,34.594492544
0,24400,93411,140031,HomeImp,ProfExe,6,0,0,177.51124938,0,32,31.027335916
0,24400,65233,96473,DebtCon,Other,15,0,0,80.098690968,1,17,35.442946765
0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.05674853,0,24,42.668454647
0,24400,80065,118423,DebtCon,ProfExe,8,0,1,126.54274617,0,18,26.273908099
0,24400,61260,103842,DebtCon,ProfExe,1,0,0,179.5402847,0,26,33.590455142
0,24400,217533,289931,HomeImp,ProfExe,6,,3,471.88752664,,55,31.337807889
0,24400,112178,159638,DebtCon,Mgr,17,0,0,197.96955851,0,26,33.130175892
0,24400,95843,123377,DebtCon,Self,2,0,0,201.97675616,1,26,32.903468132
0,24500,33537,57048,DebtCon,Other,14,0,0,99.376132515,1,24,28.495004812
0,24500,,149489,,,,,,,,,15.443486052
0,24500,21470,52228,DebtCon,Other,25,0,0,124.55994931,0,11,23.888121681
0,24500,80072,107559,DebtCon,Other,18,0,0,194.87746019,0,12,39.210169634
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.64992165,0,24,38.844801954
0,24500,69615,94656,DebtCon,ProfExe,7,0,1,136.55562165,3,26,35.565296678
0,24500,134188,171658,DebtCon,Other,5,1,0,219.16757792,0,20,34.986140572
0,24500,67336,96060,DebtCon,ProfExe,8,0,1,142.34424975,3,25,35.979856239
0,24500,62490,97467,DebtCon,Other,14,0,0,96.972678724,1,17,34.975655027
1,24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,
0,24500,52000,84915,DebtCon,Office,0.4,0,1,93.166666667,0,23,
0,24500,216787,281351,HomeImp,ProfExe,5,,4,473.81398606,,55,31.201174854
0,24500,,51623,DebtCon,Other,,,,91.862388359,,12,28.879570662
0,24500,82756,122917,DebtCon,ProfExe,11,0,1,108.65014117,0,18,26.127436677
0,24500,123319,159934,DebtCon,Mgr,2,0,0,300.62518954,0,25,37.786175201
0,24500,,35543,HomeImp,Other,21,0,0,83.111988152,1,15,29.855633501
0,24600,113034,165176,DebtCon,Mgr,15,0,0,194.84216401,0,26,32.770147929
0,24600,83099,113245,DebtCon,ProfExe,9,0,1,122.74921636,0,19,28.125731087
0,24600,71862,94704,DebtCon,Other,1,0,0,93.261713389,2,29,35.290583198
0,24600,41300,61700,DebtCon,Office,19,0,0,181.63333333,2,22,
0,24600,135278,164559,DebtCon,Other,5,1,0,225.36684849,0,20,34.079157691
0,24600,,146804,,,,,,,,,17.263534849
1,24600,75636,112956,DebtCon,ProfExe,1,1,0,318.54616542,3,42,
0,24600,221331,289991,HomeImp,ProfExe,5,,4,474.0270741,,55,31.463384548
0,24700,55435,89663,DebtCon,Mgr,7,0,0,252.62206943,2,26,34.741847932
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.13778352,0,34,38.709991448
0,24700,111107,163926,DebtCon,Mgr,15,0,1,170.62943141,1,26,32.934291806
0,24700,23231,54024,DebtCon,Other,24,0,0,118.15409152,0,11,23.265224918
0,24700,109377,133116,DebtCon,Mgr,10,1,0,184.35578292,5,17,40.202630102
1,24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.996034289
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.1883928,2,25,34.889241727
0,24700,44306,74197,DebtCon,Other,5,0,0,73.715250636,1,18,35.441570262
0,24700,98900,115052,DebtCon,Other,23,0,0,239.42607378,1,26,41.700530781
0,24700,77022,112172,DebtCon,Mgr,9,0,1,306.87107786,2,28,30.120041947
0,24800,,59934,DebtCon,Other,,0,1,305.68234683,0,18,38.029738357
0,24800,,63753,DebtCon,Other,,0,0,300.7572856,0,19,40.134476763
0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.07035954,1,28,38.926156879
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.79525849,5,18,40.604795833
0,24800,,45167,DebtCon,Other,,,,84.735617935,,12,28.457018931
0,24800,98139,121696,DebtCon,Self,3,0,0,208.52326694,1,27,32.64426513
1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.66666667,4,35,
1,24800,37200,67000,DebtCon,Other,10,1,8,242.46666667,4,23,
0,24800,82670,106563,DebtCon,Mgr,8,0,0,302.98443202,2,28,30.956485836
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01103562,1,18,34.0310957
1,24800,76220,102087,HomeImp,Mgr,6,0,1,126.64101955,0,32,48.569574037
0,24800,64537,93212,DebtCon,ProfExe,7,1,1,120.35142038,4,25,34.686088674
0,24900,46116,77519,DebtCon,Other,9,0,0,120.08355192,1,19,42.929509267
0,24900,60778,94374,DebtCon,Other,5,0,0,232.1188078,1,20,34.92549001
0,24900,17139,33269,DebtCon,Other,16,3,0,124.19682654,1,18,26.275832415
0,24900,134427,169444,DebtCon,Other,7,1,0,202.44732613,0,19,35.349211904
0,24900,89530,146815,DebtCon,ProfExe,19,1,0,164.77031037,1,25,39.345858588
0,24900,92168,143484,HomeImp,ProfExe,6,0,0,159.58344207,0,31,34.145871345
1,24900,62191,83694,HomeImp,Other,3,0,0,55.937512295,0,14,62.110721871
0,24900,51155,83000,DebtCon,Other,9,1,1,139.03333333,3,30,
0,24900,139241,171296,DebtCon,Other,6,1,0,220.68715833,0,19,35.591655668
1,24900,77000,115006,DebtCon,Other,10,0,0,293.23333333,0,36,
0,24900,,48291,DebtCon,Other,,,,94.078377582,,12,25.617845725
1,25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,
0,25000,,60685,DebtCon,Other,,0,0,311.93588947,0,19,39.421713903
0,25000,60504,93907,DebtCon,Office,1,0,0,99.993715323,0,23,33.490354241
0,25000,95651,148280,DebtCon,ProfExe,21,1,0,154.5654328,0,24,42.695331274
1,25000,47032,75957,DebtCon,Other,9,0,7,259.46652785,3,22,40.787975749
0,25000,,62619,DebtCon,Other,26,0,0,112.96748332,0,8,21.263805377
0,25000,109000,175000,DebtCon,Sales,17,0,0,298.33333333,1,31,
0,25000,94000,125000,DebtCon,Office,11,0,1,151.13333333,0,29,
0,25000,99348,200000,DebtCon,Other,23,0,0,199.83333333,0,19,
0,25000,149000,202500,HomeImp,Other,11,0,0,256.66666667,2,34,
0,25000,177000,226000,DebtCon,ProfExe,0.4,0,0,305.13312531,1,33,
0,25000,136375,236250,HomeImp,ProfExe,29,0,0,354.1,1,19,
0,25000,23900,55700,,Office,2.5,0,0,116.63333333,2,7,
0,25000,19600,71000,DebtCon,Other,,2,2,93.333333333,2,26,
0,25000,145000,185000,HomeImp,Self,2,0,0,176.5,1,17,
0,25000,57459,96000,DebtCon,Other,16,0,1,133.76666667,0,30,
0,25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,
0,25000,84000,120000,DebtCon,Other,1.5,0,0,188.76821306,2,25,
0,25000,94000,141750,DebtCon,Mgr,22,0,0,209,0,13,
0,25000,77590,108290,DebtCon,Office,10,0,1,396.73333333,0,45,
0,25000,126462,207200,DebtCon,ProfExe,10,0,0,239.8,3,27,
0,25000,89000,122000,DebtCon,ProfExe,0,1,0,193.8,3,38,
0,25000,199000,236200,HomeImp,Other,8,0,0,133.36666667,1,42,
0,25000,140000,183600,DebtCon,ProfExe,12.6,0,1,148.13333333,0,37,
0,25000,22800,49523,DebtCon,Other,36,0,0,281.06666667,1,24,
0,25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,
0,25000,65000,99000,DebtCon,ProfExe,12,0,0,283.06666667,1,33,
0,25000,42632,71000,DebtCon,Other,24,,1,284.93333333,1,30,
1,25000,70150,,DebtCon,Office,4,2,,104.53333333,0,7,
0,25000,71700,122500,DebtCon,Office,0,0,0,303.4,1,24,
0,25000,69300,111800,DebtCon,Other,5,0,0,95.366666667,2,32,
0,25000,127491,178453,DebtCon,Mgr,1,,,120.4,,39,
0,25000,65700,93400,DebtCon,Office,10,0,0,149.16666667,0,21,
1,25000,98500,130000,DebtCon,Other,5,0,1,201.83333333,4,43,
1,25000,46451,89600,DebtCon,Office,10,1,2,95.366666667,2,15,
1,25000,71081,112500,DebtCon,Mgr,3,2,0,87.2,1,27,
1,25000,,,DebtCon,Other,22,0,2,203.2,0,23,
1,25000,26743,57000,DebtCon,Other,2,0,0,90.6,3,19,
1,25000,110048,,DebtCon,Other,1,0,1,126.4,2,24,
1,25000,110676,,DebtCon,Sales,8,2,0,119.36666667,0,6,
1,25000,184000,232760,DebtCon,Other,4,0,4,230.1,2,44,
1,25000,160000,220000,DebtCon,Other,7,0,6,228.06666667,2,35,
1,25000,82000,128325,DebtCon,Mgr,,0,1,10.133333333,,41,
1,25000,95000,127000,HomeImp,ProfExe,15,1,2,296.2,2,27,
1,25000,105750,141000,HomeImp,Office,15,1,2,305.36666667,2,14,
1,25000,,72970,DebtCon,ProfExe,1.8,4,0,198.8,0,18,
1,25000,117500,165000,DebtCon,ProfExe,17.5,0,3,239.4,1,27,
1,25000,123184,200000,DebtCon,Other,12,0,1,160.3,1,32,
1,25000,90000,128000,DebtCon,Other,10,1,1,73.033333333,5,40,
1,25000,,48700,DebtCon,ProfExe,11,0,3,41.566666667,3,6,
1,25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,
1,25000,175225,211000,DebtCon,ProfExe,13,1,2,148.13333333,4,53,
1,25000,86000,,DebtCon,Other,14,1,0,144.03333333,2,40,
1,25000,59000,34000,DebtCon,Sales,10,4,2,125.83333333,7,23,
1,25000,106282,167500,HomeImp,ProfExe,14,2,4,198.86666667,2,28,
1,25000,68000,,DebtCon,Other,8,,1,134.76666667,3,33,
1,25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,
1,25000,59841,108620,,Self,20,0,0,101.46666667,0,4,
1,25000,132000,165000,DebtCon,ProfExe,10,0,0,196.83333333,1,29,
1,25000,122000,151200,DebtCon,Office,1,1,6,262.33333333,3,30,
1,25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,
1,25000,86000,120000,DebtCon,Mgr,6,2,1,105.53333333,8,16,
1,25000,11300,154340,DebtCon,Other,19,1,5,119.66666667,1,21,
1,25000,39000,72500,DebtCon,Other,3,0,1,114.66666667,3,22,
1,25000,112000,157000,DebtCon,Office,5.5,0,0,63.9,3,9,
1,25000,103700,172762,DebtCon,Other,4,0,0,,0,0,
1,25000,75110,114208,DebtCon,Mgr,3,2,0,83.052647472,1,27,45.743949059
0,25000,,45764,DebtCon,Other,,,,107.14476083,,12,27.779905337
0,25000,135501,184613,DebtCon,Mgr,0,,,119.53052541,,39,30.65881623
0,25000,,35000,DebtCon,Other,10,1,,88.933333333,,14,
0,25000,83624,116976,DebtCon,ProfExe,9,0,0,129.54959324,0,19,29.427733682
0,25000,72077,104294,DebtCon,Mgr,1,,,232.05112346,4,24,40.645479766
0,25000,36108,84365,HomeImp,Other,23,0,0,248.85150089,0,7,26.027040254
0,25100,85337,104607,HomeImp,,6,,,,,,27.950475129
0,25100,28778,50872,DebtCon,Other,28,0,0,304.19515319,,12,31.599464331
0,25100,147622,187441,HomeImp,Self,3,0,0,170.48072082,0,16,41.52143161
0,25100,77088,111568,DebtCon,Mgr,7,0,0,288.00802523,2,29,32.550837642
0,25100,21490,71571,DebtCon,Other,,1,1,101.92513294,1,25,30.444119256
0,25100,28244,48375,DebtCon,Other,28,0,0,303.09508449,,13,31.688818252
0,25100,46614,69750,DebtCon,Office,17,0,0,193.25257944,1,22,33.715351649
0,25100,,59783,DebtCon,Other,,0,0,307.74973593,0,19,39.277021984
0,25100,65633,100776,DebtCon,Other,15,0,1,141.93813032,0,29,40.62020969
0,25100,41314,71357,DebtCon,Office,19,0,0,183.6314283,1,22,33.665534117
0,25100,58042,98964,DebtCon,Other,16,0,1,125.79586391,0,29,38.372223501
0,25100,26889,47061,DebtCon,Other,28,0,0,318.90133251,,13,31.32456596
0,25100,118559,150172,DebtCon,Office,4,,,279.19802143,1,37,42.987979461
0,25100,26211,42517,DebtCon,Other,28,0,0,313.33622787,,12,31.295069566
0,25100,96627,128022,DebtCon,ProfExe,1,0,0,197.63347142,3,37,35.980542351
0,25100,66938,92544,DebtCon,ProfExe,8,1,1,135.66507023,4,26,34.565876305
0,25100,23269,75668,DebtCon,Other,,2,1,73.317884984,2,25,28.165930143
0,25100,143881,243809,HomeImp,ProfExe,27,0,0,353.99083647,1,18,39.87670703
0,25100,73398,115065,DebtCon,Other,5,0,0,88.606337474,2,31,42.050244454
0,25100,44639,75412,DebtCon,Other,22,,1,284.91367043,0,29,39.518017085
0,25100,24205,54464,DebtCon,Other,25,0,0,116.44076966,0,11,22.459369364
0,25100,137489,168216,DebtCon,Other,7,1,0,211.20898093,1,20,34.767948845
0,25100,108235,201918,DebtCon,Other,24,0,0,199.48646366,0,19,23.652339813
0,25200,94712,127247,DebtCon,Office,8,0,0,166.82201,0,30,39.025926424
0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.45136816,0,26,32.923860468
0,25200,63258,100392,DebtCon,ProfExe,0,0,0,194.70131583,0,25,35.274460982
0,25200,22773,72541,DebtCon,Other,,1,2,92.583557,1,26,30.420914823
0,25200,51789,75569,DebtCon,Other,25,,1,281.9286846,1,30,40.874619093
0,25200,26255,50963,DebtCon,Other,24,0,0,302.43122405,,12,31.258328648
0,25200,137054,207511,HomeImp,ProfExe,4,0,0,188.57465948,0,27,39.963887657
0,25200,,68083,DebtCon,Other,26,0,0,128.42308654,0,8,21.05500114
0,25200,75037,102227,DebtCon,Office,9,0,0,148.72977821,0,21,37.239696741
0,25200,73168,93608,DebtCon,Office,9,0,0,151.12147952,0,21,35.590326769
0,25200,55823,90658,DebtCon,Office,0,0,0,85.314143075,0,22,35.571294933
0,25200,69510,90781,DebtCon,ProfExe,6,0,1,143.83135388,4,25,35.326912601
0,25200,74038,114722,DebtCon,Mgr,9,0,1,304.00415592,1,28,31.360727251
0,25300,60084,88898,DebtCon,Other,7,0,0,227.08692441,0,19,36.444430994
0,25300,137813,214014,HomeImp,ProfExe,5,0,0,187.19250991,0,27,38.656846663
0,25300,139427,245988,HomeImp,ProfExe,28,0,0,366.11015141,1,18,36.27844415
0,25300,115226,153900,DebtCon,Office,6,,,303.01408346,2,36,41.715110686
0,25300,118744,153552,DebtCon,Office,5,,,307.87619897,1,35,43.469263374
0,25300,,33975,HomeImp,Other,23,0,0,79.163259538,2,14,27.179225539
0,25300,22361,50688,DebtCon,Other,24,0,0,125.40746401,0,11,25.181498839
0,25300,122933,157009,DebtCon,Mgr,3,0,0,280.57384454,0,24,38.740801417
0,25300,51261,87025,DebtCon,Mgr,4,0,0,249.83618476,2,25,31.658786411
0,25300,56393,86612,DebtCon,Mgr,6,0,0,258.14736866,1,25,33.193875534
0,25300,46780,62536,DebtCon,Office,18,0,0,189.13668831,0,22,30.746724366
0,25300,62540,101165,DebtCon,ProfExe,0,0,0,195.45133124,0,25,35.200864505
1,25400,136322,,DebtCon,ProfExe,2,0,5,303.73793473,1,27,16.644674498
0,25400,76194,98188,DebtCon,Mgr,0,,,245.26785331,5,23,42.138106434
1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.759760239
0,25400,61907,87133,DebtCon,Office,0,0,1,81.49211941,0,22,34.36469831
0,25400,149364,210724,HomeImp,Other,10,0,0,266.50672409,1,34,41.617983034
0,25400,82553,107422,DebtCon,Mgr,9,1,0,305.75970536,2,29,32.72167844
0,25400,44800,78000,DebtCon,Other,21,0,0,211.03333333,1,27,
0,25400,158111,209649,HomeImp,Other,10,0,0,254.33618951,1,34,43.136770157
1,25400,83943,129189,DebtCon,Mgr,,1,1,5.2433410438,,41,42.93355731
0,25400,62906,96327,DebtCon,Other,17,0,0,110.62012706,1,16,33.760748359
0,25400,138132,243327,HomeImp,ProfExe,27,0,0,349.94092953,0,19,37.820054519
0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.22191088,1,33,39.543341495
0,25400,61771,105880,DebtCon,Other,17,0,1,130.15042286,0,29,37.195249012
0,25400,,45369,DebtCon,Other,,,,87.26384702,,12,27.529497704
0,25500,135728,178942,DebtCon,Mgr,0,,,133.9564941,,38,32.425629947
0,25500,,31777,HomeImp,Other,23,0,0,82.293507238,3,15,28.078994114
0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.575821975
1,25500,63967,87239,DebtCon,Other,6,0,0,,0,0,33.051073753
0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.96849873,0,19,26.484886371
0,25500,44562,79481,DebtCon,Other,10,0,0,126.27780817,1,19,40.250738027
1,25500,25828,44166,DebtCon,Other,,0,1,187.86251838,,17,39.427890157
0,25500,50847,79738,DebtCon,Other,20,0,0,204.67790067,0,26,35.860087635
0,25500,79593,113063,DebtCon,ProfExe,9,0,0,135.74061354,0,19,28.040793179
0,25500,113204,184561,DebtCon,Sales,17,1,0,308.95819842,1,31,34.357866
0,25500,26603,64347,,Office,1,0,0,117.43236504,1,6,39.257912029
0,25500,84267,117833,DebtCon,ProfExe,12,0,1,123.75685647,0,18,27.47115778
0,25500,235839,267506,HomeImp,Self,5,0,0,240.21701392,3,51,39.048427763
0,25500,,121708,DebtCon,Mgr,8,1,0,151.96934115,0,27,33.159940628
0,25500,,44707,DebtCon,Other,,,,95.595496082,,12,27.503570973
0,25500,32458,52329,DebtCon,Other,15,0,0,105.7836806,2,24,29.866278228
0,25500,,43031,DebtCon,Other,,,,89.169267306,,13,28.865282118
0,25500,73083,126995,DebtCon,Office,1,0,0,289.20089863,1,24,37.316207652
0,25600,,51974,DebtCon,Other,,,,100.67686562,,13,28.116067418
0,25600,47936,80600,DebtCon,Other,23,,1,290.47827682,0,30,37.734940524
0,25600,241570,264772,HomeImp,Self,4,1,0,260.74198887,2,50,37.379974648
0,25600,196689,247025,DebtCon,Other,8,0,0,105.42535396,1,25,42.670275302
0,25600,58606,89508,DebtCon,Other,8,1,0,140.71275774,2,30,41.669963714
0,25600,78441,128814,DebtCon,Office,2,0,0,310.50009981,1,24,38.738649619
0,25600,240092,263958,HomeImp,Self,5,1,0,245.67947059,2,51,38.973539329
0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.63333333,3,27,
1,25600,46000,80000,DebtCon,Other,,0,0,135.9,2,19,
0,25600,76383,103544,DebtCon,Mgr,0,,,222.24219828,5,24,42.93996933
1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.40290366,2,35,36.763824165
0,25600,,147598,,,,,,,,,14.461987334
1,25600,50910,87358,DebtCon,Other,19,2,0,104.40647219,0,27,42.677450653
0,25600,144616,211230,HomeImp,ProfExe,7,0,0,199.09130807,0,27,39.002928326
1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.028856424
0,25600,77123,103014,DebtCon,Mgr,1,,,231.79420106,3,24,43.671281432
0,25600,140649,212089,HomeImp,ProfExe,4,0,0,187.87142092,0,29,40.033218625
0,25600,76102,119391,DebtCon,Other,5,0,0,87.625382168,1,32,40.929954323
0,25600,139746,210298,HomeImp,ProfExe,6,0,0,185.11257638,1,28,38.368890383
0,25700,94295,143788,DebtCon,Mgr,23,0,0,220.72951888,0,13,42.358128042
0,25700,31333,56733,DebtCon,Other,13,0,0,97.086150555,2,25,30.619786755
0,25700,32039,54499,DebtCon,Other,15,0,0,114.8074121,2,24,31.142957048
0,25700,189995,250814,DebtCon,Other,9,0,0,100.80094267,1,25,41.00583277
0,25700,26059,51800,DebtCon,Other,24,0,0,118.03113124,0,10,23.085478541
0,25700,50800,85000,DebtCon,Other,23,1,2,184.26666667,1,20,
0,25700,197425,242602,DebtCon,Other,8,0,0,102.96034553,2,26,41.277127172
0,25700,43881,69954,DebtCon,Other,10,0,0,126.47306563,0,20,40.769061823
0,25700,83733,116386,DebtCon,Office,8,0,1,397.87068918,0,44,41.869893336
1,25700,32613,63065,DebtCon,Other,0,0,0,218.48527507,0,22,41.210107042
0,25700,23047,76575,DebtCon,Other,,2,1,104.5662029,2,26,29.296633491
0,25700,85417,98179,HomeImp,,7,,,,,,30.829477167
0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.94482804,0,13,41.135649383
0,25700,63054,104624,DebtCon,Other,15,0,1,132.10711721,0,29,40.205292882
0,25800,140785,208421,HomeImp,ProfExe,3,0,0,176.27148929,0,28,39.745002842
0,25800,,63456,DebtCon,Other,25,0,0,148.81628466,0,8,22.06576364
0,25800,,68913,DebtCon,Other,26,0,0,123.64448805,0,9,22.925136063
0,25800,70804,106892,DebtCon,ProfExe,12,0,0,291.07202753,1,33,40.772283258
0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.44716991,0,18,27.98945739
0,25800,112388,180313,DebtCon,Sales,16,0,0,295.54600578,0,31,33.241096011
0,25800,137140,167096,DebtCon,Other,7,0,1,209.08528296,1,19,36.18947433
0,25800,,51824,DebtCon,Other,,,,89.599815077,,12,28.546478459
0,25900,201877,239546,HomeImp,Other,6,0,0,134.85324273,0,42,40.398114335
1,25900,42105,73249,DebtCon,Other,2,0,0,109.21115611,3,22,31.809085921
0,25900,118965,154728,DebtCon,ProfExe,8,0,0,101.19760679,3,26,32.598401872
0,25900,,33888,HomeImp,Other,24,0,0,73.858496717,2,14,28.243062567
1,25900,,,DebtCon,Other,20,0,2,190.99656481,0,22,31.16238948
0,25900,108319,135884,DebtCon,Mgr,8,1,0,188.37580185,5,18,40.504855047
1,25900,58000,95000,,Self,3,0,1,34.666666667,6,28,
0,25900,145700,211151,HomeImp,ProfExe,6,0,0,182.17137213,1,27,38.48048457
0,25900,80663,122372,DebtCon,ProfExe,10,0,1,133.66949395,0,18,26.573930791
0,25900,152071,185893,HomeImp,Self,0,0,0,185.54351198,0,16,40.642278896
0,25900,59575,85837,DebtCon,Other,22,0,1,189.75535052,0,19,24.874615108
0,25900,56784,91401,DebtCon,Office,2,0,1,90.16369704,0,23,34.098931734
0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.127562739
1,25900,21852,57518,HomeImp,Other,2,0,0,80.168479422,2,11,31.983686037
0,25900,61064,94714,DebtCon,Office,2,0,0,98.809374842,0,23,34.565944252
1,26000,43314,71303,DebtCon,Other,8,0,7,246.31867494,3,23,43.215233511
0,26000,150773,179077,DebtCon,Other,1,0,0,186.91446699,0,35,38.707779709
0,26000,238005,260479,HomeImp,Self,5,1,0,242.29015949,2,51,35.457658789
0,26000,100548,207647,DebtCon,Other,22,0,0,218.59599134,0,18,26.55949496
0,26000,107291,137426,DebtCon,Mgr,9,2,0,191.57344003,4,18,40.767401412
0,26000,45963,74279,DebtCon,Other,20,,0,295.6669448,1,29,37.917272876
0,26000,222681,286283,HomeImp,ProfExe,6,,4,485.94535834,,55,33.239355484
0,26000,139904,172310,DebtCon,Other,6,1,0,204.11441471,0,19,34.83482969
0,26000,75034,100852,DebtCon,Office,10,0,0,152.3539807,0,20,36.356309397
1,26000,79714,,DebtCon,ProfExe,1,0,4,125.76666667,0,23,
1,26000,154000,190000,,Other,0,0,4,171.43333333,3,58,
0,26000,58794,91413,DebtCon,Other,5,0,0,230.68023074,0,19,37.996923331
0,26000,119553,158687,DebtCon,Mgr,5,0,0,290.75850449,0,24,36.977518905
0,26000,81764,118388,DebtCon,ProfExe,9,0,0,130.19241813,0,18,28.154134662
0,26000,20119,54563,DebtCon,Other,24,0,0,126.98795944,0,11,25.623638507
0,26000,47067,63292,DebtCon,Office,17,0,0,174.62101544,2,21,33.673146444
0,26100,,36277,DebtCon,Other,9,0,,79.331459835,,13,20.517146277
0,26100,75164,108483,DebtCon,Mgr,7,0,0,300.83595806,2,28,30.071402046
0,26100,113266,182082,DebtCon,Sales,18,0,0,304.85246909,1,31,33.193949357
0,26100,150464,203202,HomeImp,Other,10,0,0,248.48194525,1,33,43.112190673
0,26100,,35271,DebtCon,Other,9,0,,96.528316157,,14,23.318650008
0,26100,80176,113247,DebtCon,Mgr,9,0,1,294.75203341,1,29,33.19212531
0,26100,,151429,,,,,,,,,15.567001073
0,26100,,120470,DebtCon,Mgr,7,0,0,161.2876716,0,27,34.130003661
0,26100,103949,208432,DebtCon,Other,23,0,0,202.59264703,0,18,23.290234477
0,26100,50605,77841,DebtCon,Other,21,,0,286.44820425,1,31,41.173805047
1,26100,73525,,DebtCon,Office,3,1,,106.65229841,0,6,22.508172514
0,26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.098266761
0,26200,105096,136580,DebtCon,Mgr,9,2,0,181.35859173,4,17,39.187361612
0,26200,75096,120859,DebtCon,Other,4,0,0,107.17711768,2,31,38.552978748
0,26200,77952,113285,DebtCon,Other,5,0,0,90.016091544,1,31,39.39066028
