Timestamp,Представьтесь в 2-3 фразах,Работали ли Вы с Jupyter notebooks?,Что Вы ждете от курса?,"Главное: что бы Вы добавили в программу курса? (нейронные сети, NLP, временные ряды, байесовский подход и т.д.) Предварительная программа доступна в slack OpenDataScience в канале #mlcourse_open",Потом мы прямо этот же набор данных поанализируем с Pandas. Так что какой Ваш любимый вид спорта?,"Ладно, посерьезней: согласны ли Вы на обработку персональных данных?",Какой из будних дней устроит? Воскресенье – 100%,"Как думаете, Вам хватит мотивации пройти весь курс?","Собираетесь ли Вы поработать над индивидуальным проектом (это ~ 2 месяца, самая полезная часть)?",Хотели бы Вы видеть общий рейтинг слушателей?,"Поддерживаете ли Вы идею, что вживую приходят топ-100 лучших по результатам прошлой домашки? Остальные смотрят трансляцию","Какие оцениваете свой уровень математической подготовки? (матан, линал, теорвер)","Чему равна дисперсия равномерного на [0,6] распределения?","Найдите минимум функции 3x^4-8x^3+6x^2-12 на отрезке [-3,3]",Сколько параметров у нормального распределения?,Сможете написать на Python генератор чисел Фибоначчи?,"Хорошо, а готовы к началу курса (конец января 17го) освоить азы Python? На уровне Code Academy",Оцените свой уровень владения GitHub,Поддерживаете ли Вы идею добровольного вознаграждения организаторов курса?,"Посоветуйте хороший фильм в стиле ""Игра в имитацию"" :)"
2017/03/04 1:38:54 am GMT+3,"Заканчиваю мех-мат, начал увлекаться машинным обучением и анализом данных. Учусь в ЦМФ, прошел курсы Воронцова на курсере.",Да,"Применения методов машинного обучения, попрактиковаться в решении интересных задач, поучаствовать в соревнованиях",Нейронные сети,Футбол,Да,Пн,Да,Да,Пофиг,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Пи
2017/03/04 2:24:17 am GMT+3,Студент магистратуры Big Data Systems ВШЭ,Да,Полезной инфы для старта в мл и полезных задачек,"нейросети, распознавание образов",Самбо,Да,Вт,Посмотрим,Да,Пофиг,Нет,3,3,-12,1.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/04 3:35:29 am GMT+3,"ИТ-инженер, интересуюсь наукой",Да,Получения практических навыков,NLP с примерами для русского языка,Шахматы,Да,Вт,Посмотрим,Да,Пофиг,Да,2,3,-12,2.0,Да,Я знаю Python,"Пользуюсь ветками, могу что-то смерджить",,
2017/03/04 7:13:14 am GMT+3,"former CBDO of ThunderBid, 57, MSU, NES",Да,ML practical learning,"neural networks, xgboost practical tips",biking,Да,Любой,Да,Да,Да,Да,5,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,A Beautiful Mind
2017/03/04 10:37:33 am GMT+3,Data Science,Да,треша,"нейронные сети, NLP, байесовский подход",Vollyball,Да,Пт,Да,Да,Да,Да,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игра на понижение
2017/03/04 10:39:43 am GMT+3,Любопытствующий,Да,ничего не жду,"временные ряды, байесовский подход",,Да,Любой,Посмотрим,посмотрим,Пофиг,пофиг,3,,,,Да,освоил,"Пользуюсь ветками, могу что-то смерджить",,
2017/03/04 10:44:53 am GMT+3,"Заканчиваю мех-мат МГУ. Начал увлекаться машинным обучением и анализом данных. Учусь в ЦМФ, прошел курсы Воронцова на курсере.",Да,Попрактиковаться в применении методов машинного обучения в различных задачах,Нейронные сети,Футбол,Да,Пн,Да,Да,Пофиг,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Пи
2017/03/04 11:05:49 am GMT+3,python developer & sysadmin,Да,"хорошо знаю python, прошел andrew ng, думаю что учить дальше",нейронные сети,не знаю пусть будет теннис :),Да,Любой,Посмотрим,Да,Да,Да,2,?,"нужно взять производную, прировнять к нулю и решить куб уровнение ,  как решать куб уравнение хз",1.0,Да,Да,Проф,Да,Игра в имитацию
2017/03/04 11:39:03 am GMT+3,"Люблю программирование, исследования, занимаюсь компьютерным зрением, хочу перевернуть мир",Да,Обретение определенности в базовых знаниях,Баесовские методы,Бег,Да,Вт,Да,Да,Пофиг,Да,1,,,,Да,Да,Могу скачать материалы,Да,"Я робот, наверное вы о нем слышали, довольно интересный сериал, после него появляется желание кого то взломать"
2017/03/04 1:14:35 pm GMT+3,"студент, учился на тер.физика, перегорел и увлекся Data Science, ныне учусь на провинциальном примате(Томск)",Да,"Консолидации имеющихся разрозненных знаний, практическая работа с python (сам в основном использую R)",Байесовские методы/временные ряды.,dirt jumping ;D,Да,Чт,Да,Да,Пофиг,Да,4,3,-12,2.0,Да,прошел,"Пользуюсь ветками, могу что-то смерджить",Да,"не смотрел ""Игру..."" , но советую insider с Аль Пачино"
2017/03/04 1:25:17 pm GMT+3,Интересуюсь python и машинным обучением,Да,Получение знаний о машинном обучении и навыков практического применения,Байесовский подход,Фигурное катание,Да,Любой,Да,Да,Пофиг,Да,2,1,,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/04 1:37:22 pm GMT+3,"Работаю QA, менторил курсеровскую спецуху по ML, ковыряю каггл",Да,"Хардкорных заданий, соревнований, интересных лекций по хайповым темам","Сети, NLP",качалочка,Да,Пт,Посмотрим,Да,Да,Да,3,0.5,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,¯\_(ツ)_/¯
2017/03/04 1:37:23 pm GMT+3,Разработчик Python. Интересуюсь nlp  и ботами,Да,Практики,nlp,Керлинг,Да,Пт,Посмотрим,Да,Пофиг,Да,4,3,,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/04 1:55:32 pm GMT+3,Студент экфака СПбГУ. Немного программирую на python 3. Увлекаюсь эконометрикой и теорией вероятностей.,Да,Личностного прогресса в области анализа данных.,Временные ряды,Плавание,Да,Вт,Да,Да,Да,Нет,5,3,-12,2.0,Да,Азы Python мной уже освоены.,По нулям,Да,Умница Уилл Хантинг
2017/03/04 2:27:59 pm GMT+3,"Выпускник химфака МГУ, аспирант/мнс ФИЦ биотехнологии РАН.  ",Да,Освоения базовых инструментов анализа данных,нейронные сети,Самбо,Да,Чт,может просто не хватить времени из-за работы,"Было бы очень интересно, опять-таки боюсь не хватит времени",Да,Да,4,3,-12,2.0,Да,Да,По нулям,Да,
2017/03/04 3:18:26 pm GMT+3,Новичок в индустрии анализа данных. До недавнего времени несколько лет работал над различного рода расчетами в сфере электроэнергетики,Да,Небольшой способ попрактиковаться,Больше задач из реального мира,,Да,Вт,,,,Нет,4,,,,Да,Без понятия какой там уровень,,,
2017/03/04 3:19:49 pm GMT+3," Java, JavaScript dev",Нет,получить базовое понимание машинного обучения,нейронные сети,Керлинг,Да,Любой,Посмотрим,Да,Да,Да,3,3,-12,1.0,Да,Да,Проф,Да,Эйс Вентура
2017/03/04 3:34:52 pm GMT+3,"выпускница мехмата МГУ, работаю аналитиком в IT компании",Да,структурирование знаний,нейронные сети,лыжные гонки,Да,Вт,Посмотрим,посмотрим:),Пофиг,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,
2017/03/04 3:40:44 pm GMT+3,"Я более 7-ми лет работаю системным администратором в крупной компании. Эта грусть-тоска мне порядком надоела и я активно изучаю всё, что связано с ML и AI. Хочу, чтобы это стало новой профессией.",Да,Хочу структурировать и оценить свои знания в области машинного обучения.,я за временные ряды,сноуборд,Да,Любой,"Да, если он не окажется для меня повтором",Да,Пофиг,не уверен в справедливости подобного разделения,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/04 4:13:03 pm GMT+3,"Работаю девелопером, хочу сменить направление и заниматься ИИ. Мат. базу получила в университете, но тогда еще не представляла, чем хочу заниматься.",Нет,Понять основы и понять вектор развития после окончания курса.,нейронные сети,керлинг,Да,Пн,Да,Да,Нет,Да,4,3,-12,2.0,не знаю Python,Да,Могу скачать материалы,Да,патруль времени
2017/03/04 4:15:19 pm GMT+3,"31 год, связист АТСник, недавно стала интересна тема ml",Нет,"Научиться анализу данных с помощью ml и без. Понять, где можно применить эти умения на практике.",Больше разной практики,Волейбол,Да,Любой,Посмотрим,Узнаю во второй половине курса,Пофиг,Нет,3,3,-12,2.0,Нет,Уже март,Могу скачать материалы,Да,Игры разума
2017/03/04 5:12:56 pm GMT+3,начинающий Data Scientist,Да,Повторение материала,"Нейронные сети, NLP",Кайтинг,Да,Любой,Посмотрим,Да,Да,Да,3,3,-11,2.0,Да,Да,Могу редактировать свою копию,Да,Numbers
2017/03/04 5:21:00 pm GMT+3,Разработчик. Основной язык - C#. Интересуюсь ML,Да,"Получить знания о фреймворках Питона, используемых для ML/DA","TensorFlow+Keras как фронтэнд, NLP",Бокс,Да,Ср,Посмотрим,Очень надеюсь )),Да,Я вживую вообще не могу - далеко.,3,3,-12,2.0,Да,"Я не знаю, какой там уровень. Но азы вроде знаю.","Пользуюсь ветками, могу что-то смерджить",Да,"Страховщик (Autómata). Стиль другой (фантастика про самоорганизующихся роботов), но сюжет интересный."
2017/03/04 6:15:42 pm GMT+3,"Начинающий аналитик, до этого программист, немного преподаю базы данных.",Да,"Решение задач, получение новых навыков.","нейронные сети, временные ряды, визуализация","бег, настольный теннис",Да,Чт,"Мотивации хватит, а времени, возможно, нет",Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/04 6:24:56 pm GMT+3,студент csc в спб,Да,Много практики,NLP,Теннис,Да,Чт,Посмотрим,Да,Пофиг,Да,3,,,,Да,Да,Могу редактировать свою копию,Да,
2017/03/04 7:18:04 pm GMT+3,"Разработчик (Web backend, 1C), преподаватель по курсу ""Базы данных""",Нет,Практику по машинному обучению с применением Python библиотек,нейронные сети,бразильское джиу-джитсу,Да,Чт,Посмотрим,Да,Пофиг,Нет,4,,-12,1.0,Да,вероятно опоздал),Могу редактировать свою копию,Да,Западный мир
2017/03/04 7:18:07 pm GMT+3,"Я занимаюь разработкой встроенных систем, а также исследованиями в области электрических машин",Да,Практики,Нейронные сети, ,Да,Любой,Посмотрим,Да,Да,Да,3,0.5,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/04 7:34:52 pm GMT+3,"Мм, люблю роботов. Долго работал в 2гис. Учу студентов.",Да,Практики,"Байесовский подход, обучение с подкреплением",Коньки,Да,Любой,Посмотрим,Да,Да,Нет,2,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Умница Уилл Хантинг - ничего фильм
2017/03/04 7:37:23 pm GMT+3,"Студентка магистратуры, неопытный программист, который мечтает начать работать и делать что-нибудь полезное",Нет,"у меня есть ооочень общее представление об анализе данных, хотелось бы сделать шаг к большему пониманию)","опыта мало, поэтому даже то что изначально предлагается будет замечательно",Баскетбол,Да,Пт,"может не хватить времени, большая учебная нагрузка в университете","желательно летом, а так да! с удовольствием",Да,Да,2,,,,Да,Да,Могу редактировать свою копию,Да,
2017/03/04 7:38:01 pm GMT+3,"Аналитик в консалтинге, латентный гик, испорчен экономическим образованием",Да,Challenge and lulz,временные ряды,,Да,Пн,Да,Нет,Пофиг,Нет,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/04 7:48:11 pm GMT+3,"любитель ворочать датку, программный инженер",Да,Интересные проекты и малоизвестные секреты DS,"сетки и NLP это must have, пригодится meta learning (поиск моделей, гиперпараметров, стекинг и проч.)",,Да,Пт,Да,Да,Пофиг,Да,4,3,-12,2.0,Да,already,"Пользуюсь ветками, могу что-то смерджить",,
2017/03/04 8:16:47 pm GMT+3,Бизнес-консультат с интересов в области продвинутой аналитики. Прошел Coursera Data Science Specialization from John Hopkins University (R). С Python небольшой опыт анализа данных.,Да,Практика анализа данных на python,NLP,,Да,Чт,Да,Да,Пофиг,Да,2,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/04 8:23:22 pm GMT+3,Data Scientist from Siberia,Да,освежить и структурировать знания в области data science,Мне интересны нейросети для решения задач NLP,Баскетбол,Да,Ср,Да,Да,Да,не догнал вопрос.. какую трансляцию?,5,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",зависит от курса,"""Игры разума"" ничего так. Новый фильм ""Расплата"" тоже стоит посмотреть"
2017/03/04 9:07:20 pm GMT+3,"Готовлюсь к аспирантуре в СПИИРАН (Санкт-Петербургский институт информатики и автоматизации РАН). Интернет Вещей - мой идол. Мои самые радужные сны - про то, как я пишу код. Без багов.",Да,"Освежить в памяти вышмат и теорию по машинному обучению, дабы приступить к решению реальных задач.",Нейронные сети,Баскетбол,Да,Любой,Да,Да,Да,Нет,3,3,,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/04 9:30:59 pm GMT+3,Занимаюсь анализом данных. Особенно интересны темы компьютерного зрения и глубокого обучения.,Да,более глубоко погрузиться в анализ данных,на мой взгляд необходимы каждая из тем они очень полезны,теннис,Да,Ср,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Сноуден
2017/03/04 9:39:28 pm GMT+3,"Живу в Португалии, поглощаю все что связано с машинным обучением)",Да,Интересных задач,Нейронные сети,Яхтинг,Да,Любой,Да,Да,Да,Да,3,3,,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/04 10:10:43 pm GMT+3,"Увлекаюсь машинным обучением. Прошел специализацию по Data Science от John Hopkins, сейчас прохожу специализацию от МФТИ. Обе специализации на coursera.org",Да,Знания,Нейронные сети,Теннис,Да,Любой,Да,Да,Да,Да,3,,-12,2.0,Да,Да,Могу редактировать свою копию,Нет,Игры разума
2017/03/04 10:33:09 pm GMT+3,"Мне 23 года, студент 6 курса ФУПМ МФТИ. Работаю в лаборатории INRIA в Гренобле. Любимое хобби - футбол.",Да,Хочу попрактиковаться в решении задач и повторить материал,"Работу со статьями, например, делать обзор, что-то оставлять для самостоятельного чтения и устраивать тесты. А из тем - deep learning в computer vision, NLP.",Футбол,Да,Любой,Да,Да,Да,Да,5,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"Сходу только фильм ""Игры разума"" вспоминается"
2017/03/04 10:43:04 pm GMT+3,"Я инженер из Мариуполя, очарован ML",Да,Получить знания о различных методиках анализа данных и ML,Нейронные сети,Сноубординг,Да,Любой,Да,Да,Да,Нет,3,3,0,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/04 10:51:14 pm GMT+3,"Начинающий, но очень упорный",Да,"Знания, практика, тесты","Для начала, хотел бы пройтись по тому, что есть в программе",Футбол,Да,Чт,Да,Да,Да,Да,1,"12,25",пока не могу ответить,2.0,Да,Да,Могу скачать материалы,Да,"Игры разума, Человек, который познал бесконечность"
2017/03/04 10:53:06 pm GMT+3,Студент ФББ МГУ,Нет,Научиться хоть чему-нибудь,"Нейронные сети, байесовский подход, временные ряды",Функциональный силовой тренинг,Да,Пт,Нет,Нет,Нет,"Мне все равно, я собираюсь смотреть только трансляции",4,3,-11,2.0,Да,Нет,По нулям,Да,"Я не знаю, что это за фильм"
2017/03/05 12:19:13 am GMT+3,Студент ВШЭ СПб,Да,Решение задачек,Не знаю,Футбол,Да,Пт,Посмотрим,Зависит от количества свободного времени ,Пофиг,Пофиг,3,3,-12,2.0,Да,Что-то знаю,Могу редактировать свою копию,Дело хорошее,Игры разума
2017/03/05 12:20:05 am GMT+3,"Будущий компьютерный лингвист, учусь работать с большими массивами данных и хочу использовать их в компьютерно-лингвистических исследованиях",Да,"Различных подходов к анализу одних и тех же данных и сравнения этих пожходов, выявления, какой когда использовать и т.п.","Возможно, будет не лишним добавить нейросети как один из серьёзных вспомогательных инструментов. Для извлечения фактов можно сделать лирическое отсупление, например, про Томита-парсер и вообще про NLP",Формула 1,Да,Чт,Посмотрим,Да,Пофиг,Да,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,"Теория всего (The Theory of Everything), 2014"
2017/03/05 12:43:08 am GMT+3,Спасаю мозг изучая ML в HSE :),Да,Знаний и навыков.,Байесовский подход,Культуризм,Да,Ср,Да,Да,Да,"Нет, так как обычно приходит 50% от зареганых и места пропадут",4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры Разума
2017/03/05 1:23:38 am GMT+3,Аспирант кафедры АСУ. Мисис,Да,Систиматизаци и практику,Только после прохождения курса об этом можно судить,Сноуборт,Да,Чт,Посмотрим,Да,Пофиг,Нет,3,3,-12,2.0,Да,Да,Могу скачать материалы,Да,не знаю
2017/03/05 1:55:22 am GMT+3,student interested in DA&ML,Да,"Practice, growing complexity","bayesian approach, marcov chain monte carlo",soccer,Да,Любой,Посмотрим,Да,Нет,Нет,4,3,-12,2.0,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",Да,a beautiful mind
2017/03/05 2:31:19 am GMT+3,"Закончила ВМК МГУ, работала программистом, сейчас изучаю ML :)",Да,"Повторить то, что уже изучала, сделать интересный проект","нейронные сети, временные ряды",сноуборд,Да,Любой,Посмотрим,Да,Пофиг,Да,4,3,,2.0,Да,Да,Проф,Да,что за фильм? :)
2017/03/05 6:28:28 am GMT+3,Всё и сразу,Да,ничего,"NLP, примеры реальных проектов с их спецификой, нюансы внедрения ML в продакшн",беговые лыжи,Да,Чт,Посмотрим,не знаю,Пофиг,пофиг,2,3,,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",пофиг,не смотрите фильмы во время курса
2017/03/05 8:59:24 am GMT+3,"Студент 2-ого курса ОмГУ, обучающийся на программе ""Прикладная математика и информатика"". В этом году прошел на 2-ой этап конкурса IT-планета по языку Java",Нет,"Я хотел бы стать ближе к data science, научиться составлять модели для предсказания, статистики",нейронные сети,Воллейбол,Да,Пт,Посмотрим,Да,Да,Да,4,3,-12,3.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/05 10:43:15 am GMT+3,"Математик, программист, программирую на GPU.",Да,Прокачать скилы по ml  и dc,Побольше deepLeaning и работа с ускорителями для обучения(CUDA),бег,Да,Любой,Да,Да,Пофиг,Нет,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Энигма
2017/03/05 10:47:58 am GMT+3,Студент 4го курса ФКН ВШЭ,Да,"Структурировать и освежить имеющуюся информацию, выполняя практические задания","байессовский подход, временные ряды,  RL",Хоккей,Да,Пт,Да,Да,Да,Да,3,3,-11,2.0,Да,Да,Могу редактировать свою копию,,
2017/03/05 11:16:55 am GMT+3,"Студент 4 курса НТУУ ""КПИ"", специальность системный анализ. Пишу на Python и Java.",Да,"Заполнение пробелов в знаниях по machine learning, практика в pandas и scikit-learn",нейронные сети,,Да,Пт,Посмотрим,Нет,Да,Да,4,3,-12,2.0,Да,Хорошо знаю Python,Проф,Да,
2017/03/05 11:37:36 am GMT+3,студент 2 курса,Нет,"Введение в data science, отправную точку",нейронные сети,шахматы,Да,Вт,Да,Да,Да,Да,4,,,,Да,Да,Могу скачать материалы,,
2017/03/05 12:05:38 pm GMT+3,"Учусь в 10 классе лицей  ""Вторая школа"". Прошлым летом в лагере ""Сириус"" учился анализу данных в группе К.В. Воронцова. Интересуюсь этой темой.",Да,знаний и умений,байесовский подход,футбол,Да,Пт,Посмотрим,Да,Нет,Нет,3,2,-12,2.0,Да,Да,Могу скачать материалы,,
2017/03/05 12:32:18 pm GMT+3,"Студент, заканчиваю магистратуру по направлению ""Механика и математическое моделирование"". Начал изучать Python и анализ данных для применения в работе. Надеюсь, что этот курс мне поможет в этом!",Да,Получить базовые знания по DataScience и Python,Временные ряды,беговые лыжи,Да,Любой,Да,"если будет время, то да",Пофиг,Нет,5,3,-12,1.0,Да,Да,По нулям,Да,
2017/03/05 12:34:28 pm GMT+3,Обычный человек. Интересна область Data Science и хочу в дальнейшем работать в этой сфере.,Нет,"Хочу расширить свой набор знаний в области анализа данных. Также присутствует надежда, что смогу получить знания, достаточные для получения работы Data Scientist-а","Нейронные сети, временные ряды",MMA,Да,Любой,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,По нулям,Да,
2017/03/05 12:51:00 pm GMT+3,"Занимаюсь ML в качестве хобби, пока ) заканчиваю курс Yandex'a.",Да,"Некоторой практики, полезных советов, приемов и ссылок, знакомство с сообществом","Байес, нелинейную регрессию, классификацию, PCA на основе kernels",Хоккей,Да,Пт,Да,Да,Пофиг,Да,4,0,-12,2.0,Да,Да,Могу скачать материалы,Да,21
2017/03/05 1:06:06 pm GMT+3,Веселая девчёнка:)),Да,Хороших и профессиональных уроков,"нейронные сети, NLP, временные ряды",плаванье,Да,Любой,Да,Да,Да,Нет,3,1,-12,2.0,Да,Да,Могу скачать материалы,Да,"""Игры разума"" з Расселом Кроу"
2017/03/05 1:47:52 pm GMT+3,"Руководитель проектов, Beeline Russia",Нет,Базовых знаний по анализу данных и построению простейших предиктиынх моделей с помощью Python,Воспроизведение решения реальных бизнес-кейсов,"Футбол, настольный теннис",Да,Пн,Да,Да,Да,Да,3,3,-12,2.0,"Я только начал погружаться в Python, но думаю, что смогу без проблем еще через пару дней занятий",Да,Могу скачать материалы,Да,"Нет, сам с удовольствием прислушался бы к такому совету :)"
2017/03/05 1:54:04 pm GMT+3,человек,Да,Перейти к практике,рекуррентные нейронные сети,,Да,Любой,Посмотрим,Да,Пофиг,Да,2,3,-12,2.0,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/05 2:03:49 pm GMT+3,"Физтех, ФУПМ, 1 курс",Да,Постараюсь выжать как можно больше новой информации,"Возможно, нейронные сети",Шашки,Да,Вт,Посмотрим,Если успею прокачаться к этому моменту,Да,Да,4,1,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/05 2:15:17 pm GMT+3,Выпускник мехмата МГУ,Нет,получить реальный опыт в сфере машинного обучения,Нейронные сети и байесовский подход,,Да,Ср,Посмотрим,,,Да,5,,,,Да,Да,,,
2017/03/05 2:59:16 pm GMT+3,"Я студент-магистр университета RWTH Aachen, Германия факультета Media Informatics ",Да,Хороший практический старт в сфере машинного обучения и быть направленным в правильное русло после завершения ,Нейронные сети,Бег. Очищает мозг :),Да,Любой,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,5-ая власть
2017/03/05 3:05:43 pm GMT+3, Магистрает RWTH Aachen Media Informatics,Да,Знания и хорошие практические задания ,Нейронные сети,Плавание,Да,Пт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Сноудэн
2017/03/05 4:02:20 pm GMT+3,учусь,Да,освежить знания в области МО и АД,NLP,,Да,Ср,Да,Да,Нет,Нет,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",еще не знаю,
2017/03/05 4:16:06 pm GMT+3,Shiny developer на данный момент,Да,"Углубить xgboost, укрепить общее понимание алгоритмов, написать больше чем хелловорды по нейронкам",сети,теннис,Да,Ср,мотивации да. Времени - скорее всего да. Работа еще есть,"если нагрузка в неделю не будет большой, то да",Пофиг,Да,2,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"другой любой фильм с Камбербетчем. Блин, я точно второй раз заполняю эту анкету"
2017/03/05 4:23:11 pm GMT+3,Изучал математику на факультете ВМК МГУ. Работаю в финтех сфере - занимаюсь анализом кредитных рисков.,Да,"Хочу научиться пользоваться основными алгоритмами машинного обучения. В частности, хотелось бы получить понимание методов отбора и конструирования признаков, специфичных для конкретного алгоритма; понять специфику настройки наиболее популярных классификаторов.","Добавил бы что-нибудь про настройку популярных реализаций алгоритмов ML. Например, про xgboost.",Бокс,Да,Пт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"""Игры разума"", подозреваю, все смотрели :)"
2017/03/05 5:07:53 pm GMT+3,"Студент ИТМО, программирую, изучаю ML",Да,"Узнать классные штуки, которые я потом смогу где-нибудь применить",нейронные сети,гребля,Да,Пн,Посмотрим,Да,Да,Да,2,не знаю,12,,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/05 5:11:21 pm GMT+3,"Аспирант, интересуюсь ML",Да,Заполнить существующие пробелы в знаниях,reinforcement learning,нет,Да,Вт,Посмотрим,Да,Нет,Да,3,0.5,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/05 5:29:49 pm GMT+3,"занимаюсь web разработкой, хочу перейти в анализ данных и машинное обучение",Да,Систематизировать знания и получить опыт,"нейронные сети, reinforcement learning",Велоспорт,Да,Любой,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/05 5:51:10 pm GMT+3,"Разработчик ПО, интересующийся машинным обучением",Да,Понимания как это работает :),"нейронные сети, временные ряды",Бег,Да,Пт,Посмотрим,Да,Пофиг,Да,2,3,-12,2.0,Да,Да,Могу скачать материалы,Да,
2017/03/05 6:15:07 pm GMT+3,"Клара Вадимовна Бродская. Нет, мой дедушка был журналист и не умер в Италии. Я все еще ищу работу, поэтому прохожу курсы курсы курсы",Да,"Больше практики с ансамблями, сложными моделями . И простейшими нейроночками.",См. выше,Йога,Да,Ср,Хватит ли Вам мотивации сделать действительно не повторяющий остальные курс курс? - Зависит от этого.,Да,Пофиг,Будет много пустых мест...,3,3,-12,2.0,Да,Да,Могу скачать материалы,Да,http://films.imhonet.ru/
2017/03/05 6:25:18 pm GMT+3,студент МИСИС,Нет,Определиться с темой для диплома,нейронные сети,биатлон,Да,Пт,Посмотрим,Посмотрим,Да,Да,4,3,-12,2.0,Нет,Да,Могу редактировать свою копию,Да,Сияние
2017/03/05 6:35:22 pm GMT+3,"Студент 5 курса МФТИ, работаю в СберТехе разработчиком",Да,"Повышения навыков по машинному обучению, закрепление материала","Нейронные сети, метрики",Бег,Да,Чт,Да,Да,Пофиг,Нет,5,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/05 7:07:55 pm GMT+3,"Программист в Mail.Ru Group, пишу в основном на scala. ML хобби.",Да,Прокачать скиллы в машинном обучении. Особенно интересны нейронные сети.,Нейронные сети,Автоспорт,Да,Пт,Посмотрим,Да,Да,Да,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Не смотрел
2017/03/05 7:34:34 pm GMT+3,Меня привлекает ML. Надеюсь получить первичные знания на вашем курсе,Да,Получения первичных знаний о ML.,NLP,MMA,Да,Любой,Посмотрим,Да,Нет,Да,5,3,-7.382,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить","В зависимости от того, каким курс окажется в итоге",X+Y
2017/03/05 7:38:20 pm GMT+3,"Начинающий питон разработчик. Закончил мехмат, но с математикой на вы так как очень ленивый.",Нет,Новых знаний в области обработки данных.,NLP,Футбол,Да,Чт,Нет,Да,Пофиг,Нет,2,Не знаю,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,21
2017/03/05 8:20:14 pm GMT+3,Software Engineer,Нет,Научиться базовым подходам к анализу данных.,байесовский подход,,Да,Любой,Посмотрим,Да,Пофиг,Да,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/05 8:20:26 pm GMT+3,Студент ВШЭ. Компьютерная лингвистика,Да,Повышения навыков,"нейронные сети, NLP",mma,Да,Ср,Посмотрим,Да,Пофиг,Нет,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Октябрьское небо
2017/03/05 8:27:30 pm GMT+3,25 лет в ІТ,Да,знаний,байесовский подход,йога,Да,Чт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
