Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-12,c-7,c-3,1501,UA,DEN,SFO,967,N
c-10,c-30,c-7,920,OH,RDU,BOS,612,N
c-4,c-27,c-3,1452,HA,KOA,HNL,163,N
c-2,c-14,c-1,1410,EV,AGS,ATL,143,Y
c-8,c-30,c-3,451,OO,PSC,SLC,521,N
c-2,c-12,c-7,1126,AA,LAX,AUS,1242,N
c-10,c-29,c-7,1436,F9,PHX,DEN,602,N
c-2,c-7,c-2,1354,CO,ORD,IAH,925,N
c-5,c-23,c-1,1034,B6,PBI,JFK,1028,N
c-12,c-30,c-5,1616,HA,OGG,HNL,100,N
c-9,c-27,c-3,1439,AA,STL,TPA,869,N
c-11,c-15,c-2,1410,WN,PVD,PHL,238,Y
c-8,c-22,c-2,624,OO,ORD,PIT,412,N
c-1,c-24,c-1,1321,FL,MSY,ATL,425,N
c-8,c-28,c-7,2028,DL,DCA,LGA,214,N
c-1,c-16,c-1,941,OO,TWF,SLC,175,N
c-1,c-28,c-6,1222,UA,LAX,PDX,834,N
c-10,c-21,c-6,1504,UA,DEN,PDX,992,N
c-9,c-2,c-6,722,AS,PDX,DEN,992,N
c-4,c-22,c-5,1131,OO,SNA,LAX,36,N
c-11,c-21,c-1,1246,XE,GSP,CLE,450,N
c-8,c-25,c-4,1650,UA,IAD,MDW,577,N
c-6,c-8,c-3,756,AS,DCA,LAX,2311,N
c-7,c-15,c-5,901,XE,CLE,IND,261,N
c-3,c-14,c-2,1459,MQ,LGA,BOS,185,N
c-8,c-8,c-1,1933,MQ,CMH,BOS,640,N
c-7,c-22,c-5,2320,CO,ABQ,EWR,1805,N
c-4,c-7,c-4,838,CO,DCA,IAH,1208,N
c-10,c-19,c-3,1108,UA,SNA,ORD,1726,N
c-4,c-30,c-6,756,MQ,CRP,DFW,354,N
c-11,c-19,c-7,1613,US,LAS,FLL,2174,N
c-3,c-24,c-4,2201,NW,MSP,ORD,334,N
c-1,c-5,c-3,748,AA,MIA,MCO,193,N
c-5,c-28,c-7,1850,OH,PHL,CVG,507,Y
c-7,c-25,c-2,1657,MQ,DCA,LGA,214,N
c-7,c-15,c-5,635,US,DFW,CLT,936,N
c-2,c-5,c-7,1301,MQ,SYR,ORD,607,N
c-10,c-5,c-3,1540,OH,AUS,CVG,958,N
c-11,c-22,c-2,714,FL,PHF,LGA,288,Y
c-12,c-9,c-5,1020,WN,LAX,AUS,1242,N
c-7,c-29,c-5,930,WN,TPA,IND,838,N
c-6,c-16,c-4,1505,HP,ELP,PHX,347,N
c-4,c-18,c-1,1441,OO,EUG,PDX,106,N
c-6,c-2,c-5,704,NW,AUS,MSP,1042,N
c-5,c-13,c-6,929,OO,PIT,ORD,412,N
c-3,c-13,c-7,2028,EV,ATL,PFN,247,N
c-4,c-10,c-1,855,WN,ONT,BNA,1751,N
c-7,c-3,c-7,1538,OO,SFO,SMF,86,N
c-9,c-11,c-1,723,AA,EWR,DFW,1372,N
c-10,c-15,c-6,1308,FL,BOS,CAK,549,N
c-11,c-30,c-4,1343,WN,FLL,MDW,1166,N
c-6,c-29,c-3,955,WN,SLC,STL,1156,N
c-12,c-9,c-5,1321,XE,BTR,IAH,253,N
c-8,c-18,c-4,1855,OO,SLC,OAK,588,Y
c-4,c-9,c-6,2026,US,PIT,PHL,267,N
c-8,c-15,c-2,1201,AA,MCO,DFW,984,N
c-12,c-2,c-5,1922,US,CLT,IAD,321,N
c-10,c-15,c-6,1446,AA,DFW,MCO,984,N
c-3,c-10,c-4,2046,MQ,DFW,LRD,394,N
c-5,c-4,c-4,953,MQ,DFW,MOB,540,Y
c-11,c-16,c-3,1631,OO,SLC,SEA,689,N
c-8,c-20,c-6,1020,FL,ATL,LGA,761,N
c-8,c-5,c-5,831,UA,DEN,SJC,948,N
c-12,c-3,c-7,1343,AA,DFW,RDU,1062,N
c-2,c-15,c-3,819,US,DCA,RSW,892,N
c-5,c-21,c-7,730,CO,PHX,IAH,1009,N
c-11,c-21,c-2,817,OO,SLC,CPR,320,N
c-8,c-8,c-2,1559,F9,DEN,MSP,680,N
c-2,c-4,c-5,1255,EV,ATL,ABY,146,N
c-10,c-2,c-1,1122,AA,DFW,DCA,1192,N
c-2,c-26,c-6,1430,WN,SAN,TUS,367,N
c-2,c-2,c-4,1700,WN,DAL,HOU,239,N
c-3,c-2,c-3,1005,WN,BWI,JAN,888,N
c-8,c-28,c-7,1406,OO,FAT,SFO,158,N
c-7,c-25,c-1,1055,EV,CVG,VPS,608,N
c-8,c-9,c-2,1247,OH,JAX,CVG,614,N
c-7,c-5,c-3,1014,DL,LAX,MCO,2217,N
c-3,c-5,c-7,2130,WN,DAL,LBB,293,Y
c-6,c-14,c-3,1733,MQ,CMI,ORD,135,N
c-8,c-8,c-1,1133,AA,SJU,BOS,1674,N
c-1,c-26,c-4,2016,MQ,SNA,SJC,342,N
c-1,c-24,c-2,1610,WN,ELP,PHX,347,N
c-2,c-20,c-1,902,NW,RDU,DTW,501,N
c-4,c-23,c-6,1825,OO,DEN,CLE,1201,N
c-3,c-24,c-5,1225,XE,EWR,MCI,1092,N
c-4,c-20,c-3,1130,OH,CVG,CAE,404,Y
c-8,c-6,c-7,1432,XE,BTV,CLE,489,N
c-6,c-2,c-5,1023,AA,ORD,PDX,1739,N
c-6,c-25,c-6,1913,DL,SLC,SEA,689,N
c-8,c-20,c-7,720,DL,ATL,MSY,425,N
c-12,c-9,c-5,729,AA,LAX,DFW,1235,N
c-6,c-17,c-6,1445,WN,PHX,PHL,2075,N
c-12,c-6,c-3,957,TZ,LGA,MDW,725,N
c-8,c-21,c-7,1806,UA,DFW,DEN,641,N
c-6,c-30,c-5,731,US,PHX,ORD,1440,N
c-7,c-25,c-2,2031,CO,IAH,IND,845,Y
c-9,c-3,c-7,1429,US,CLT,JAX,329,N
c-2,c-17,c-5,2029,B6,LGB,OAK,353,Y
c-10,c-27,c-5,2326,FL,ATL,DFW,732,Y
c-7,c-3,c-7,1320,DL,ATL,PIT,526,N
c-5,c-9,c-1,910,FL,ATL,DFW,732,N
c-4,c-26,c-2,709,XE,PHL,EWR,81,N
c-6,c-17,c-5,1015,NW,MSP,RSW,1416,N
c-12,c-4,c-1,1810,DL,TLH,ATL,223,N
c-2,c-27,c-7,1838,AA,DFW,LGA,1389,N
c-7,c-29,c-5,2125,WN,LBB,ABQ,289,Y
c-8,c-15,c-1,1735,DL,CHS,ATL,259,Y
c-6,c-7,c-2,2054,DL,CVG,JAX,614,N
c-12,c-1,c-5,2115,YV,CLT,IAD,321,Y
c-8,c-13,c-7,1816,WN,SJC,LAX,308,N
c-7,c-7,c-5,1746,OH,MIA,CVG,948,Y
c-10,c-4,c-3,1243,AA,LAX,SFO,337,N
c-7,c-3,c-7,1722,NW,TPA,DTW,983,N
c-2,c-20,c-7,1126,CO,IAH,ORD,925,Y
c-4,c-1,c-6,655,YV,CAE,CLT,88,N
c-11,c-25,c-5,1106,OO,SLC,GTF,463,N
c-12,c-29,c-4,1924,F9,DEN,BNA,1013,Y
c-7,c-10,c-7,2111,DL,ATL,FLL,581,Y
c-4,c-21,c-4,910,DH,MCO,GSO,534,N
c-2,c-3,c-5,811,AA,ORD,AUS,978,N
c-8,c-7,c-7,1335,DL,BUF,ATL,712,N
c-7,c-1,c-5,621,MQ,XNA,ORD,522,N
c-6,c-9,c-4,2110,AA,LGA,BNA,764,Y
c-11,c-30,c-4,1419,DL,CHS,ATL,259,N
c-3,c-30,c-3,1041,US,PHL,RDU,336,N
c-10,c-13,c-5,846,WN,SAN,SMF,480,N
c-7,c-15,c-5,1948,DL,SAV,ATL,215,Y
c-8,c-24,c-4,1437,B6,JFK,BTV,267,N
c-2,c-6,c-1,1900,WN,MDW,ISP,765,N
c-10,c-23,c-7,1405,CO,EWR,MCO,938,N
c-2,c-21,c-2,729,DL,ATL,TPA,406,N
c-11,c-7,c-2,1933,DL,RDU,LAX,2239,Y
c-6,c-28,c-2,813,OO,ORD,CVG,264,N
c-5,c-19,c-4,1732,US,PHL,CMH,405,N
c-9,c-30,c-5,744,DL,MSP,ATL,906,N
c-3,c-9,c-4,1816,AA,ORD,LAX,1745,Y
c-4,c-3,c-7,1043,AA,RDU,DFW,1062,N
c-12,c-3,c-6,616,UA,SJC,ORD,1829,N
c-9,c-16,c-6,1022,WN,OAK,SLC,588,Y
c-7,c-10,c-1,1256,AA,DFW,ORF,1213,N
c-4,c-13,c-4,1020,WN,SAT,HOU,192,N
c-11,c-29,c-2,942,XE,IAH,JAX,817,Y
c-11,c-11,c-5,634,MQ,ICT,ORD,588,N
c-1,c-18,c-2,940,WN,SAT,DAL,248,N
c-7,c-22,c-6,610,XE,CHS,IAH,925,N
c-6,c-3,c-5,2158,DL,LAX,JFK,2475,N
c-11,c-27,c-1,952,WN,TUS,LAS,365,N
c-5,c-3,c-3,725,UA,ORD,PVD,849,N
c-3,c-6,c-1,1352,AA,LGA,BNA,764,N
c-4,c-8,c-6,2005,EV,DTW,ATL,594,N
c-11,c-29,c-3,554,MQ,EWR,BOS,200,N
c-5,c-31,c-2,2050,WN,ONT,OAK,361,N
c-4,c-12,c-2,1623,AA,DFW,SNA,1205,N
c-3,c-2,c-4,754,XE,IAH,BTR,253,N
c-2,c-17,c-4,2341,WN,LAX,LAS,236,Y
c-9,c-1,c-5,725,AA,MIA,LGA,1097,N
c-11,c-12,c-7,1333,AA,BOS,ORD,867,Y
c-2,c-9,c-4,1524,AA,BNA,LGA,764,N
c-4,c-11,c-2,1423,US,PHL,BOS,280,N
c-1,c-7,c-5,2047,EV,ATL,PHF,508,Y
c-12,c-30,c-6,2148,FL,ATL,RDU,356,Y
c-4,c-22,c-6,1221,UA,LAS,DEN,629,Y
c-8,c-4,c-4,550,EV,MEI,ATL,267,N
c-2,c-14,c-2,619,OO,PSP,DEN,776,N
c-8,c-1,c-1,2045,XE,IAH,AMA,519,N
c-7,c-20,c-3,1914,NW,MSP,MSY,1040,N
c-11,c-6,c-1,2318,UA,ANC,DEN,2406,N
c-1,c-7,c-5,1147,XE,MCI,CLE,694,N
c-4,c-11,c-1,1200,OO,SAN,LAX,109,N
c-2,c-11,c-5,1703,B6,LGA,FLL,1076,Y
c-11,c-21,c-1,1935,WN,SEA,SMF,605,N
c-11,c-24,c-5,555,UA,DTW,ORD,235,N
c-5,c-26,c-4,800,WN,DAL,ELP,562,N
c-3,c-20,c-7,837,CO,EWR,PBI,1024,N
c-6,c-10,c-6,559,US,BOS,CLT,728,N
c-12,c-23,c-6,913,NW,ANC,MSP,2518,N
c-9,c-24,c-7,1454,UA,IAD,ORD,589,Y
c-4,c-11,c-1,919,NW,DTW,MCI,629,Y
c-1,c-16,c-1,2015,WN,RDU,BWI,255,N
c-9,c-20,c-3,554,MQ,TYS,DFW,772,N
c-3,c-20,c-7,1825,WN,PVD,PHL,238,Y
c-3,c-24,c-5,1107,OH,JFK,CVG,589,N
c-4,c-15,c-6,1950,XE,EWR,SAV,708,N
c-8,c-28,c-7,1240,WN,SAT,DAL,248,N
c-5,c-8,c-7,1233,MQ,CMH,ORD,296,Y
c-12,c-31,c-7,1840,YV,BUF,IAD,284,N
c-3,c-27,c-7,1556,AA,LGA,ORD,733,N
c-3,c-9,c-3,603,DL,GSP,ATL,153,N
c-12,c-9,c-5,1038,FL,BWI,ROC,277,N
c-7,c-1,c-5,1627,OO,COS,DEN,72,Y
c-1,c-30,c-7,1035,OH,SDF,CVG,83,N
c-3,c-16,c-3,1045,EV,AVL,CVG,275,N
c-4,c-20,c-4,925,XE,IAH,HRL,295,N
c-1,c-3,c-1,1855,DL,BWI,ATL,576,N
c-9,c-5,c-2,715,US,PHX,SLC,507,N
c-12,c-12,c-2,2121,CO,EWR,IAH,1400,Y
c-11,c-3,c-4,1711,US,BOS,LGA,185,N
c-2,c-1,c-2,1750,WN,BUR,OAK,325,N
c-6,c-16,c-4,802,DL,BOS,ATL,946,N
c-8,c-2,c-3,1104,WN,ELP,DAL,562,N
c-11,c-17,c-4,1650,AA,DFW,STL,551,N
c-3,c-24,c-5,1220,WN,PHX,ONT,325,N
c-2,c-8,c-3,1335,WN,BNA,HOU,670,N
c-8,c-22,c-1,1452,B6,LGA,FLL,1076,N
c-1,c-9,c-7,1839,OO,LAX,RNO,390,N
c-3,c-26,c-6,1851,UA,PDX,LAX,834,N
c-4,c-15,c-5,1314,EV,ATL,HSV,151,Y
c-11,c-14,c-2,656,DL,SYR,ATL,793,N
c-7,c-16,c-6,924,XE,EWR,CVG,569,N
c-9,c-8,c-4,1505,AA,ORD,AUS,978,N
c-2,c-26,c-6,1757,OO,AUS,ORD,978,Y
c-11,c-23,c-4,1304,OO,SLC,BIL,387,N
c-12,c-5,c-1,1002,US,PIT,CLT,366,N
c-4,c-30,c-6,750,WN,BWI,BNA,588,N
c-5,c-8,c-7,2032,WN,SJC,LAS,386,N
c-1,c-29,c-7,1501,OO,BOI,SLC,291,N
c-7,c-22,c-5,2020,MQ,MIA,MEM,860,N
c-8,c-22,c-2,1514,EV,SLC,SJC,585,N
c-10,c-31,c-2,1445,XE,IAH,LRD,301,N
c-9,c-23,c-5,2108,MQ,DFW,SHV,190,Y
c-6,c-14,c-3,1159,XE,IAH,BTR,253,N
c-3,c-22,c-2,707,CO,HOU,EWR,1411,N
c-8,c-22,c-2,727,NW,MSP,SEA,1399,N
c-4,c-26,c-2,1200,WN,PHX,LAS,256,Y
c-10,c-7,c-5,2238,UA,OGG,SFO,2338,N
c-11,c-17,c-4,1450,OH,CVG,ATW,411,N
c-11,c-20,c-7,604,AA,PHL,DFW,1302,N
c-11,c-24,c-4,1835,UA,ORD,SFO,1846,N
c-9,c-29,c-4,1516,DH,IAD,BNA,542,N
c-5,c-11,c-3,657,DL,BWI,ATL,576,N
c-11,c-2,c-4,608,XE,DAY,EWR,533,N
c-12,c-11,c-1,1625,UA,DFW,ORD,802,Y
c-5,c-25,c-4,1312,DL,ATL,TUS,1541,N
c-10,c-10,c-2,2144,CO,IAH,ABQ,744,Y
c-4,c-5,c-2,631,MQ,CLL,DFW,164,N
c-3,c-4,c-5,707,CO,JAX,EWR,821,N
c-9,c-5,c-2,2233,B6,OAK,BOS,2693,N
c-1,c-27,c-5,1754,UA,ORD,RSW,1120,N
c-6,c-14,c-3,1435,AA,HNL,LAX,2556,N
c-4,c-20,c-3,1356,AA,LGA,ORD,733,N
c-10,c-18,c-2,1200,MQ,MDT,ORD,594,N
c-12,c-26,c-1,2134,F9,DEN,LAX,862,N
c-11,c-26,c-6,836,HP,ABQ,PHX,328,N
c-3,c-7,c-1,1522,AS,SEA,SAN,1050,Y
c-10,c-15,c-7,1912,UA,ORD,PVD,849,N
c-10,c-16,c-1,840,MQ,DFW,XNA,281,N
c-4,c-16,c-7,2127,UA,SFO,SNA,372,Y
c-7,c-29,c-6,748,OO,SFO,BOI,522,N
c-4,c-20,c-3,2250,MQ,LAX,SBA,89,N
c-9,c-12,c-1,1550,US,RDU,PHL,336,N
c-3,c-11,c-6,655,DL,PHX,ATL,1587,N
c-8,c-13,c-6,858,NW,SMF,MSP,1518,N
c-8,c-16,c-2,1329,EV,SLC,LAX,590,N
c-1,c-15,c-6,658,AA,ELP,DFW,551,N
c-2,c-24,c-4,1742,B6,JFK,PBI,1028,N
c-6,c-19,c-1,826,AA,BOS,LAX,2611,N
c-2,c-5,c-6,1130,XE,COS,IAH,809,N
c-1,c-10,c-2,655,WN,LAX,HOU,1390,N
c-6,c-28,c-3,1103,OO,SLC,PIH,150,N
c-7,c-3,c-1,1244,DL,PBI,ATL,545,Y
c-5,c-9,c-2,1040,WN,DAL,AUS,189,N
c-10,c-6,c-4,1903,XE,IAH,PNS,489,N
c-6,c-28,c-2,755,WN,BNA,MDW,395,N
c-2,c-25,c-5,1701,AA,HSV,DFW,603,N
c-7,c-15,c-5,1106,DL,ATL,TYS,152,N
c-1,c-20,c-4,909,CO,CLE,PBI,1020,N
c-5,c-6,c-6,1600,WN,BDL,LAS,2298,Y
c-12,c-12,c-1,1841,UA,DCA,ORD,612,N
c-11,c-18,c-6,1637,NW,ATL,DTW,594,Y
c-3,c-22,c-3,954,AA,BDL,ORD,783,N
c-2,c-24,c-4,805,US,CLT,FLL,631,Y
c-7,c-2,c-7,1708,WN,HOU,STL,687,Y
c-9,c-2,c-5,1502,EV,ATL,GNV,300,N
c-1,c-16,c-1,1122,OO,SAN,LAX,109,N
c-5,c-8,c-1,1550,AA,DEN,DFW,641,N
c-7,c-6,c-4,958,US,ORF,PHL,211,N
c-6,c-15,c-4,1449,OO,HLN,SLC,402,N
c-1,c-15,c-6,1510,OO,SLC,PSP,541,N
c-5,c-12,c-4,1207,MQ,BOS,RDU,612,N
c-8,c-14,c-1,600,EV,LYH,ATL,389,N
c-3,c-23,c-3,1906,XE,IAH,PNS,489,N
c-7,c-23,c-6,1208,WN,SJC,LAX,308,Y
c-9,c-10,c-7,1711,UA,BUF,ORD,473,Y
c-4,c-21,c-5,2028,OO,DEN,PSP,776,N
c-11,c-9,c-4,1040,WN,MCO,SAT,1040,N
c-4,c-23,c-7,957,NW,DTW,ORF,529,N
c-2,c-17,c-5,1646,WN,HOU,LAS,1235,N
c-8,c-15,c-1,1340,WN,OMA,MDW,423,N
c-7,c-12,c-2,1630,WN,LAX,SJC,308,N
c-4,c-9,c-7,838,US,PIT,MIA,1013,N
c-2,c-14,c-2,1110,US,PHX,LAS,256,N
c-4,c-27,c-4,812,YV,IAD,GSP,383,N
c-3,c-2,c-3,1336,OO,ORD,AVP,631,Y
c-2,c-23,c-3,1728,MQ,MLI,ORD,139,N
c-9,c-30,c-5,2251,FL,ATL,BWI,576,N
c-2,c-20,c-7,2225,EV,ATL,SHV,552,N
c-9,c-6,c-3,1326,OO,SLC,LAX,590,N
c-9,c-27,c-2,1918,EV,PHX,SLC,507,N
c-3,c-3,c-5,1110,MQ,LAW,DFW,140,N
c-10,c-25,c-2,718,XE,CLE,CLT,430,N
c-9,c-2,c-6,1115,XE,MDW,EWR,711,N
c-9,c-16,c-5,859,AA,PHX,DFW,868,N
c-11,c-28,c-2,1013,OO,SLC,LAX,590,Y
c-12,c-26,c-2,35,AA,LAX,DFW,1235,N
c-6,c-5,c-7,933,DL,FLL,ATL,581,N
c-1,c-5,c-3,1526,XE,IAH,BTR,253,N
c-9,c-14,c-4,753,DL,AUS,ATL,813,N
c-6,c-17,c-5,2021,OO,DEN,GTF,624,N
c-7,c-28,c-4,737,MQ,TVC,DFW,1022,N
c-1,c-8,c-7,1426,XE,IAH,SHV,192,N
c-7,c-26,c-2,626,B6,BOS,LGB,2602,N
c-7,c-31,c-1,1015,DL,ATL,PBI,545,N
c-11,c-16,c-3,1740,WN,AMA,ABQ,277,Y
c-8,c-17,c-3,1922,CO,IAH,SFO,1635,N
c-11,c-23,c-3,2030,WN,BWI,FLL,925,Y
c-10,c-23,c-7,1805,AA,LGA,DFW,1389,N
c-5,c-14,c-7,815,YV,IAD,EWR,213,N
c-2,c-14,c-1,1806,AA,BOS,MIA,1258,N
c-3,c-14,c-2,1735,CO,CLE,EWR,404,Y
c-7,c-27,c-3,1100,WN,PVD,MDW,842,N
c-6,c-12,c-7,1014,CO,DEN,IAH,861,N
c-8,c-22,c-2,1317,DL,ATL,LAX,1946,N
c-8,c-4,c-5,1642,OH,JFK,ROC,264,Y
c-12,c-9,c-5,1316,AA,DFW,MSP,852,Y
c-4,c-21,c-5,1429,DL,DAB,ATL,366,Y
c-10,c-6,c-5,1948,US,CLT,ROC,573,N
c-5,c-9,c-2,1127,EV,JAC,SLC,205,N
c-11,c-20,c-7,1618,MQ,ORD,MLI,139,N
c-10,c-20,c-5,1100,OH,CVG,IAD,388,N
c-8,c-30,c-2,1318,DL,ATL,MIA,595,N
c-12,c-5,c-2,804,YV,IAD,SAV,515,N
c-9,c-7,c-3,907,DL,ATL,CLT,227,N
c-8,c-9,c-2,923,MQ,DFW,GGG,140,N
c-6,c-26,c-1,1056,AQ,LIH,HNL,102,N
c-4,c-18,c-1,819,EV,ATL,ISP,795,N
c-4,c-4,c-2,930,MQ,CVG,ORD,264,N
c-9,c-8,c-5,744,WN,MCO,MCI,1072,N
c-8,c-12,c-6,938,WN,PHX,BUF,1912,N
c-9,c-14,c-3,1237,FL,ATL,DFW,732,N
c-7,c-6,c-4,838,MQ,DFW,HSV,603,N
c-6,c-19,c-1,1440,WN,MDW,LAS,1521,N
c-9,c-15,c-4,706,NW,MSP,DTW,528,Y
c-11,c-15,c-3,615,US,ALB,DCA,318,N
c-3,c-19,c-7,1139,DL,LAX,FLL,2342,N
c-11,c-27,c-1,1555,OH,FSD,CVG,701,N
c-3,c-9,c-3,801,EV,MDT,ATL,619,N
c-7,c-21,c-5,1225,OH,LGA,GSP,610,Y
c-6,c-1,c-4,2153,FL,BWI,BOS,370,Y
c-11,c-23,c-4,1924,FL,ATL,LAX,1946,Y
c-2,c-21,c-1,1325,HA,LIH,HNL,102,N
c-12,c-14,c-3,610,WN,MHT,MDW,838,N
c-1,c-2,c-1,1327,EV,AEX,ATL,500,Y
c-2,c-7,c-2,2011,OH,CVG,CHO,342,N
c-7,c-21,c-5,1054,FL,EWR,ATL,745,N
c-3,c-15,c-3,1006,OO,DEN,COS,72,N
c-7,c-28,c-4,645,NW,RAP,MSP,490,N
c-4,c-5,c-2,1702,DL,DCA,ATL,547,N
c-12,c-5,c-2,1227,NW,DFW,MSP,852,N
c-9,c-14,c-3,1650,AA,XNA,ORD,522,N
c-6,c-19,c-1,1507,DL,CVG,EWR,569,Y
c-11,c-5,c-6,812,UA,ROC,ORD,528,N
c-7,c-18,c-1,2119,UA,DEN,OAK,957,N
c-7,c-30,c-6,1444,XE,IAH,ELP,667,N
c-10,c-14,c-5,1855,EV,ATL,CLE,554,Y
c-9,c-5,c-1,951,DL,ATL,DCA,547,Y
c-3,c-14,c-1,1642,HP,TPA,PHX,1788,N
c-4,c-7,c-4,620,DH,DTW,IAD,383,N
c-12,c-10,c-7,2034,DL,ATL,CHS,259,N
c-2,c-8,c-3,1010,EV,SLC,STL,1156,N
c-4,c-27,c-4,1106,AA,DFW,ATL,732,N
c-5,c-31,c-3,841,AS,SEA,MCO,2553,N
c-5,c-1,c-7,1141,AA,BOS,ORD,867,N
c-9,c-4,c-1,1125,AA,DFW,SEA,1660,Y
c-12,c-8,c-5,1513,AQ,LIH,HNL,102,N
c-11,c-14,c-1,1546,B6,BUR,JFK,2465,N
c-6,c-25,c-7,900,WN,MCI,MDW,405,N
c-4,c-26,c-2,1340,AA,MFE,DFW,468,N
c-10,c-14,c-6,554,AA,BWI,DFW,1217,N
c-3,c-22,c-3,1526,HA,HNL,OGG,100,N
c-11,c-10,c-5,1247,WN,SNA,PHX,338,N
c-8,c-5,c-5,606,DH,DTW,IAD,383,N
c-4,c-13,c-4,1215,MQ,ORD,ALB,723,N
c-1,c-8,c-7,1226,NW,DTW,MCO,957,N
c-8,c-28,c-1,1019,US,PHL,PHX,2075,N
c-9,c-17,c-7,1544,B6,LGB,JFK,2465,N
c-7,c-22,c-6,939,UA,MIA,IAD,921,Y
c-12,c-19,c-2,2113,CO,IAH,AUS,140,N
c-4,c-9,c-7,1325,WN,PHX,LAX,370,N
c-12,c-29,c-5,1219,WN,PHX,PDX,1009,N
c-10,c-18,c-2,555,OH,HPN,CVG,597,N
c-10,c-5,c-4,1211,WN,BUR,OAK,325,Y
c-4,c-22,c-6,555,AA,LGA,MIA,1097,N
c-9,c-30,c-6,1405,AA,DFW,SAT,247,N
c-10,c-10,c-2,555,MQ,TYS,DFW,772,N
c-4,c-23,c-7,1858,US,DCA,LGA,214,N
c-12,c-21,c-4,502,NW,FAR,MSP,223,N
c-8,c-14,c-7,1250,US,SAN,CLT,2077,N
c-10,c-3,c-1,1740,OO,DEN,PSP,776,N
c-5,c-28,c-7,855,EV,ATL,BMI,533,N
c-8,c-22,c-1,715,WN,CLE,PHX,1737,N
c-10,c-4,c-2,1218,AA,DFW,SAN,1171,N
c-10,c-22,c-6,827,DL,BOS,LGA,185,N
c-11,c-3,c-5,655,CO,RDU,EWR,416,N
c-1,c-2,c-7,1327,UA,LAX,IAD,2288,Y
c-9,c-23,c-6,1225,NW,SEA,DTW,1927,N
c-10,c-21,c-5,927,DL,ATL,SDF,321,N
c-3,c-23,c-4,1806,US,LAS,JFK,2248,N
c-2,c-14,c-1,1330,FL,ATL,DFW,732,N
c-12,c-13,c-2,1606,OO,ABQ,SLC,493,N
c-10,c-27,c-5,1227,WN,OAK,PHX,646,N
c-1,c-12,c-4,2055,CO,CLE,LAS,1825,N
c-12,c-21,c-3,929,EV,ATL,BQK,238,N
c-4,c-13,c-4,2245,US,LAS,CLE,1825,N
c-8,c-1,c-2,639,B6,BOS,AUS,1698,N
c-10,c-17,c-2,1426,AS,JNU,PSG,123,N
c-6,c-10,c-5,959,MQ,ORD,CMI,135,N
c-6,c-20,c-2,1828,YV,IAD,SAV,515,Y
c-5,c-22,c-7,1309,XE,IAH,OKC,395,N
c-9,c-11,c-1,1644,WN,DEN,BNA,1013,N
c-1,c-19,c-4,1803,MQ,DFW,AMA,313,N
c-7,c-24,c-7,1343,FL,ATL,DCA,547,N
c-2,c-25,c-6,1337,CO,IAH,SJU,2007,N
c-3,c-1,c-3,1401,OH,CVG,JAN,555,N
c-3,c-10,c-4,1733,MQ,LRD,DFW,394,N
c-11,c-11,c-6,758,WN,SAT,LAS,1069,N
c-9,c-5,c-2,1406,DL,ATL,JFK,760,N
c-2,c-3,c-5,940,WN,LAS,BUR,223,N
c-4,c-29,c-6,1316,WN,TPA,BUF,1054,N
c-4,c-26,c-3,912,OO,DEN,GEG,836,N
c-3,c-19,c-6,1520,XE,JAX,IAH,817,N
c-2,c-21,c-2,1827,MQ,SFO,SNA,372,N
c-2,c-10,c-5,1740,NW,MEM,GPT,324,Y
c-11,c-30,c-3,935,WN,HRL,SAT,233,N
c-1,c-29,c-7,913,WN,SMF,SAN,480,N
c-1,c-11,c-2,855,WN,HRL,HOU,276,N
c-1,c-5,c-3,1200,OH,ATL,BWI,576,N
c-9,c-6,c-2,622,US,LGA,PHL,96,N
c-5,c-26,c-5,1148,OO,MCI,SLC,919,N
c-8,c-8,c-1,851,WN,LIT,DAL,296,Y
c-10,c-10,c-1,1107,EV,CVG,ATL,373,Y
c-3,c-14,c-2,1457,WN,LAX,OAK,337,N
c-12,c-13,c-2,1456,OO,SBA,SJC,234,N
c-9,c-25,c-7,1402,DL,ATL,IND,432,N
c-5,c-17,c-3,1810,FL,ATL,LAX,1946,N
c-10,c-22,c-7,654,AS,ANC,SEA,1449,N
c-6,c-10,c-5,1651,DL,SLC,EWR,1968,N
c-11,c-27,c-1,1505,US,SAT,PHX,843,N
c-5,c-15,c-7,853,DH,PIT,IAD,183,N
c-8,c-30,c-2,1352,US,DCA,DFW,1192,N
c-11,c-17,c-4,617,AA,DFW,ORD,802,Y
c-7,c-23,c-7,2121,CO,CLE,SEA,2021,Y
c-4,c-14,c-4,2133,DH,IAD,BDL,326,Y
c-1,c-31,c-2,1618,AA,DCA,DFW,1192,N
c-9,c-13,c-3,847,NW,LAX,MSP,1536,N
c-2,c-8,c-3,1423,NW,MEM,LAX,1619,N
c-3,c-6,c-1,825,OO,SLC,MCI,919,N
c-4,c-10,c-7,2129,DL,ATL,DCA,547,N
c-5,c-5,c-5,1700,OH,DCA,BOS,399,N
c-4,c-14,c-4,1415,WN,MCO,BWI,787,N
c-8,c-7,c-1,2211,US,CLT,MHT,737,Y
c-8,c-9,c-2,829,US,DCA,PBI,857,N
c-1,c-2,c-7,838,AA,LAX,DFW,1235,Y
c-10,c-16,c-7,740,OO,PDX,SLC,630,N
