"Music","Slow songs or fast songs","Dance","Folk","Country","Classical music","Musical","Pop","Rock","Metal or Hardrock","Punk","Hiphop, Rap","Reggae, Ska","Swing, Jazz","Rock n roll","Alternative","Latino","Techno, Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci-fi","War","Fantasy/Fairy tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy Management","Biology","Chemistry","Reading","Geography","Foreign languages","Medicine","Law","Cars","Art exhibitions","Religion","Countryside, outdoors","Dancing","Musical instruments","Writing","Passive sport","Active sport","Gardening","Celebrities","Shopping","Science and technology","Theatre","Fun with friends","Adrenaline sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous dogs","Fear of public speaking","Smoking","Alcohol","Healthy eating","Daily events","Prioritising workload","Writing notes","Workaholism","Thinking ahead","Final judgement","Reliability","Keeping promises","Loss of interest","Friends versus money","Funniness","Fake","Criminal damage","Decision making","Elections","Self-criticism","Judgment calls","Hypochondria","Empathy","Eating to survive","Giving","Compassion to animals","Borrowed stuff","Loneliness","Cheating in school","Health","Changing the past","God","Dreams","Charity","Number of friends","Punctuality","Lying","Waiting","New environment","Mood swings","Appearence and gestures","Socializing","Achievements","Responding to a serious letter","Children","Assertiveness","Getting angry","Knowing the right people","Public speaking","Unpopularity","Life struggles","Happiness in life","Energy levels","Small - big dogs","Personality","Finding lost valuables","Getting up","Interests or hobbies","Parents' advice","Questionnaires or polls","Internet usage","Finances","Shopping centres","Branded clothing","Entertainment spending","Spending on looks","Spending on gadgets","Spending on healthy eating","Age","Height","Weight","Number of siblings","Gender","Left - right handed","Education","Only child","Village - town","House - block of flats"
5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,5,2,3,5,4,2,3,4,5,4,2,4,5,4,4,5,5,5,5,4,3,5,3,5,4,4,5,5,5,3,4,1,1,1,3,1,2,1,5,5,5,5,5,5,3,1,1,1,5,5,1,1,1,3,"tried smoking","drink a lot",3,1,1,1,1,5,1,5,5,5,5,5,3,1,1,5,5,5,1,1,3,1,5,5,5,3,4,5,5,3,1,5,"i am often early","only to avoid hurting someone",3,5,1,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,"most of the day",1,5,5,5,5,5,5,21,180,73,1,"male","right handed","college/bachelor degree","no","village","house/bungalow"
5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,5,2,4,4,3,4,3,2,3,3,2,4,2,3,1,1,4,4,4,1,5,5,2,1,2,5,1,5,3,3,2,1,5,1,4,4,1,2,3,5,3,5,2,2,2,2,2,3,2,2,2,2,4,3,"tried smoking","social drinker",2,2,2,2,3,5,2,3,3,1,4,3,4,1,5,4,5,2,1,3,2,2,2,4,3,2,2,2,1,4,1,3,"i am often running late","only to avoid hurting someone",4,4,3,3,2,3,2,2,4,1,1,3,4,2,3,4,2,3,2,5,4,3,3,"few hours a day",3,3,1,4,3,2,3,20,182,73,1,"male","right handed","secondary school","no","village","house/bungalow"
4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,5,4,3,5,3,5,5,3,3,5,2,4,3,4,2,2,1,4,4,2,2,1,2,3,4,2,1,4,3,1,5,2,1,1,5,5,1,1,3,3,3,5,3,2,1,1,3,5,2,2,2,3,4,4,"tried smoking","drink a lot",3,2,1,1,2,2,1,3,4,5,3,2,2,3,4,1,3,3,2,2,1,4,4,5,2,5,3,3,3,3,1,3,"i am often running late","sometimes",2,4,3,2,2,2,4,3,3,2,3,4,3,2,4,4,3,,2,4,3,3,3,"few hours a day",3,3,4,4,4,3,4,21,179,74,0,"male","right handed","secondary school","yes","city","block of flats"
5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,5,4,4,4,4,2,3,2,3,2,1,4,3,3,2,1,1,4,2,4,3,2,1,2,3,2,3,2,1,1,2,1,1,1,5,5,1,2,5,2,3,5,5,4,1,1,2,1,2,3,4,3,4,3,"current smoker","drink a lot",1,2,1,1,1,4,2,2,4,1,3,3,1,2,3,1,2,5,1,3,2,1,3,3,2,5,2,2,4,3,1,3,"i am always on time","sometimes",2,4,3,3,4,4,5,4,3,2,4,4,3,2,4,4,3,3,2,3,4,4,3,"few hours a day",4,5,4,3,4,2,2,18,162,54,1,"female","right handed","secondary school","no","city","house/bungalow"
5,3,3,1,1,1,,3,2,1,1,4,1,1,1,3,1,4,1,5,1,3,3,3,3,2,4,4,3,1,5,1,4,1,1,1,5,5,1,2,1,1,2,1,5,1,5,3,1,5,2,1,1,1,5,3,3,3,4,1,5,5,5,1,1,3,4,1,2,2,2,3,5,"former smoker","social drinker",3,1,4,5,2,2,3,2,2,3,5,5,1,4,3,2,2,3,1,3,3,5,5,3,3,5,3,4,1,3,2,5,"i am often early","only to avoid hurting someone",3,4,3,3,4,3,1,3,3,3,3,5,3,4,4,4,4,3,5,3,5,3,3,"few hours a day",1,3,4,5,3,3,5,20,173,,2,"female","right handed","secondary school","no","village","house/bungalow"
5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,5,2,3,5,4,5,5,4,5,4,2,4,2,2,4,5,4,5,5,1,5,5,1,2,3,5,1,5,3,1,2,3,5,1,5,5,1,3,3,4,2,5,5,4,1,1,1,1,2,1,3,1,2,1,"former smoker","social drinker",4,4,4,5,5,5,2,4,5,5,1,4,1,1,3,5,4,4,1,2,2,4,5,5,4,5,4,3,1,4,4,5,"i am often early","sometimes",2,5,3,4,5,4,5,5,4,4,5,1,4,2,4,5,2,4,3,1,4,3,4,"few hours a day",5,4,4,4,4,3,4,19,182,72,1,"male","right handed","secondary school","yes","city","block of flats"
5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,5,1,3,3,3,1,5,3,4,5,1,5,4,5,5,3,1,4,4,4,2,1,5,5,5,3,3,4,3,5,5,5,5,3,5,5,1,1,1,3,5,5,2,2,1,1,1,1,1,1,1,2,4,3,"never smoked","social drinker",3,5,3,4,4,4,2,5,5,3,5,4,1,1,3,5,5,5,1,4,2,5,4,5,3,3,4,3,5,3,4,5,"i am always on time","sometimes",3,3,2,3,4,1,4,5,2,3,5,3,5,2,4,5,3,3,5,4,5,5,3,"few hours a day",4,3,2,4,3,3,4,22,189,89,2,"male","right handed","secondary school","no","city","house/bungalow"
4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,5,4,4,5,4,2,4,4,4,2,2,4,2,4,4,4,2,4,4,2,4,4,3,4,4,5,5,4,5,4,4,2,4,3,4,5,1,4,2,4,2,5,5,4,3,2,2,4,2,3,4,2,3,3,"never smoked","never",5,4,4,4,2,4,3,5,5,4,3,2,4,2,5,5,3,5,1,4,2,5,5,5,2,4,4,3,1,3,4,4,"i am often early","only to avoid hurting someone",2,4,4,2,4,4,2,2,4,4,5,3,4,2,4,4,3,3,3,4,5,4,2,"less than an hour a day",4,2,4,4,5,5,5,26,182,76,3,"male","left handed","secondary school","yes","city","house/bungalow"
4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,5,5,5,5,1,4,2,2,2,4,2,5,2,2,3,4,5,2,4,5,2,2,4,3,3,2,4,5,2,2,1,2,2,1,5,5,1,2,3,4,1,5,4,5,3,2,1,2,1,1,1,2,2,3,"tried smoking","social drinker",3,4,5,1,4,3,1,4,4,2,3,2,1,5,2,5,2,5,1,4,3,4,5,3,2,4,4,2,1,3,2,2,"i am always on time","never",2,3,3,4,4,2,4,4,4,4,5,4,3,2,4,5,3,3,2,2,5,3,1,"less than an hour a day",2,1,3,4,4,4,2,23,185,87,0,"male","right handed","secondary school","yes","city","block of flats"
5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,5,4,4,4,4,3,3,2,3,2,1,5,3,3,2,1,1,4,2,4,2,2,1,2,3,2,4,3,1,2,4,1,1,1,5,5,1,2,5,2,3,5,4,4,1,1,1,1,2,3,4,2,4,3,"current smoker","drink a lot",1,2,1,1,1,5,3,3,5,1,3,3,1,1,3,3,2,5,1,4,2,1,4,4,2,5,2,2,4,3,1,3,"i am always on time","sometimes",3,3,3,4,4,5,5,4,3,2,4,3,3,3,4,4,3,4,2,3,4,4,3,"few hours a day",4,5,4,4,4,2,3,18,162,54,1,"female","right handed","secondary school","no","city","house/bungalow"
5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,5,2,1,5,5,1,5,5,5,5,2,2,5,4,2,1,1,4,1,1,4,1,5,4,5,4,1,2,4,1,5,2,5,1,3,3,1,1,5,5,5,5,4,5,1,2,3,4,4,1,1,2,1,3,"tried smoking","drink a lot",5,4,2,2,5,3,5,3,5,4,5,5,3,1,5,5,5,5,2,5,1,4,5,5,3,5,3,4,3,3,4,3,"i am always on time","everytime it suits me",3,1,3,5,2,4,5,5,2,2,5,3,4,4,2,3,3,3,4,5,2,2,4,"few hours a day",4,4,4,5,5,3,5,18,170,54,1,"female","right handed","secondary school","no","city","block of flats"
5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,5,1,3,5,5,1,1,4,4,1,1,3,3,3,1,1,1,4,1,1,5,5,4,3,4,4,1,1,3,2,3,1,3,3,5,4,,3,4,1,2,5,2,1,2,1,1,5,1,2,1,1,3,5,"former smoker","social drinker",3,3,2,1,2,3,3,4,4,1,5,2,2,2,3,1,4,3,1,4,2,5,2,5,3,5,3,4,4,3,2,4,"i am often running late","sometimes",3,4,5,3,2,1,3,,4,4,2,5,5,5,4,4,3,3,4,5,3,4,4,"few hours a day",2,4,3,3,4,4,4,16,168,54,1,"female","right handed","primary school","no","city","block of flats"
5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,5,2,3,5,5,5,2,5,4,2,1,4,4,4,3,1,1,5,3,2,2,1,5,2,5,2,4,1,2,1,3,2,1,1,3,1,2,3,2,2,4,5,3,1,1,1,2,3,1,3,4,5,3,4,"tried smoking","drink a lot",2,2,1,1,1,3,2,4,4,3,5,3,2,3,1,5,3,3,1,4,2,2,3,5,4,5,2,4,2,3,2,3,"i am always on time","sometimes",2,4,5,4,2,3,5,5,3,5,4,4,1,4,3,3,3,3,2,3,3,4,4,"few hours a day",4,2,2,3,2,4,2,19,168,57,2,"female","right handed","secondary school","no","village","house/bungalow"
5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,5,1,2,5,5,3,1,5,5,4,1,5,3,2,1,4,2,5,3,5,1,1,5,3,5,1,1,5,5,1,3,3,1,1,5,3,1,5,5,1,5,5,1,5,1,4,4,1,5,5,5,5,5,5,"tried smoking","drink a lot",4,4,1,1,2,1,5,5,5,5,4,5,4,5,3,4,5,5,1,1,1,1,5,5,4,5,5,2,4,3,1,5,"i am always on time","sometimes",2,5,1,4,1,3,3,1,5,5,5,5,5,5,4,5,5,3,1,5,5,3,1,"few hours a day",1,5,5,4,5,5,4,19,175,58,1,"female","right handed","college/bachelor degree","no","city","house/bungalow"
3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,4,2,4,4,3,1,5,4,4,3,1,2,3,2,2,2,1,3,1,4,4,3,4,2,4,5,5,4,2,3,5,1,1,1,3,1,5,4,4,4,4,5,2,5,1,1,2,4,1,1,1,4,3,2,"current smoker","social drinker",2,2,1,2,1,3,3,3,4,5,3,2,3,1,2,4,4,5,1,4,1,3,5,5,2,5,3,1,5,3,4,4,"i am often running late","sometimes",3,4,2,4,4,2,3,2,5,2,4,2,5,2,4,4,5,3,3,5,3,4,2,"few hours a day",2,3,3,4,4,4,5,23,,165,0,"female","right handed","secondary school","yes","city","house/bungalow"
5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,5,5,5,2,1,5,4,1,2,1,1,5,1,1,4,4,4,5,5,2,1,1,1,4,4,1,2,5,1,3,1,1,4,1,1,4,1,1,1,5,3,5,5,1,1,1,1,1,1,1,1,3,1,2,"current smoker","drink a lot",1,2,1,1,1,1,3,3,4,4,3,3,2,4,1,3,1,4,1,3,4,2,2,3,2,5,1,2,1,4,1,5,"i am often running late","only to avoid hurting someone",3,5,2,2,5,1,2,2,5,3,4,1,1,1,4,5,5,4,2,4,5,2,3,"few hours a day",2,1,4,4,2,5,1,21,187,85,1,"male","right handed","secondary school","no","city","block of flats"
4,3,3,2,4,,3,2,5,3,2,4,3,2,3,2,1,3,2,2,3,2,4,2,3,2,4,2,3,3,4,2,3,2,3,1,3,3,4,3,2,3,4,3,4,2,3,3,3,2,3,2,3,3,3,2,4,2,3,2,4,2,3,2,3,4,4,3,2,2,3,5,3,"tried smoking","drink a lot",2,2,4,3,2,4,3,2,4,3,,2,3,4,2,3,3,2,4,3,4,2,3,4,3,2,4,4,3,3,4,2,"i am often early","only to avoid hurting someone",3,4,2,4,3,2,4,3,4,2,3,4,3,2,4,3,2,3,4,3,2,3,2,"less than an hour a day",4,3,2,4,3,2,4,19,180,75,1,"male","right handed","secondary school","yes","city","house/bungalow"
5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,5,4,5,5,5,1,4,4,1,4,2,2,4,5,3,1,1,5,4,3,5,5,5,3,4,5,3,1,3,2,4,5,1,1,5,4,2,4,4,2,5,5,5,5,2,2,2,3,3,3,5,4,2,3,"tried smoking","social drinker",4,4,2,1,3,1,1,4,4,1,5,2,2,1,2,5,3,3,4,5,2,5,5,5,2,2,5,3,3,3,2,4,"i am always on time","sometimes",3,3,2,4,4,3,2,5,4,2,3,4,2,5,4,3,5,4,3,4,4,4,2,"less than an hour a day",2,4,3,4,4,3,4,20,175,58,1,"female","right handed","college/bachelor degree","no","city","house/bungalow"
5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,5,3,4,5,5,4,4,4,4,5,2,3,5,3,1,1,1,5,4,3,3,1,5,5,5,4,2,4,4,2,4,4,5,5,1,3,5,5,2,4,5,5,5,1,4,1,2,1,4,4,5,1,5,4,"tried smoking","social drinker",3,4,5,5,2,3,1,5,4,1,5,5,3,5,3,4,4,4,2,4,1,5,3,3,4,5,4,3,1,4,2,4,"i am often running late","never",2,3,2,4,5,4,4,3,5,3,5,3,3,1,4,2,3,3,3,5,3,2,2,"few hours a day",1,1,4,1,2,1,5,22,170,,1,"female","right handed","college/bachelor degree","no","city","block of flats"
5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,5,2,2,5,3,5,4,2,2,1,2,5,1,1,1,4,4,5,5,2,2,1,1,5,3,1,4,5,1,1,3,1,2,1,5,5,1,5,4,5,1,5,5,3,1,1,1,2,2,3,1,1,5,4,"tried smoking","social drinker",3,4,2,4,2,5,3,4,5,3,2,5,4,4,2,5,3,5,1,2,2,3,2,5,3,5,4,4,3,4,1,4,"i am often early","sometimes",3,2,4,5,2,5,5,4,2,2,5,5,1,2,4,5,1,3,3,5,5,3,2,"few hours a day",3,4,5,4,5,5,4,20,180,57,1,"male","right handed","secondary school","no","city","block of flats"
5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,5,3,5,5,3,5,5,4,5,,3,5,4,3,3,2,1,4,3,3,3,2,2,3,3,2,2,4,3,2,3,3,1,1,2,4,2,3,3,3,2,5,4,4,1,1,2,1,3,4,1,1,3,3,"current smoker","social drinker",2,3,1,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"i am often early","only to avoid hurting someone",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"few hours a day",3,3,3,3,3,3,3,21,178,75,2,"male","right handed","secondary school","no","village","house/bungalow"
5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,5,2,3,5,3,2,3,3,4,4,1,3,3,2,3,4,4,4,4,3,1,2,1,3,4,1,1,5,2,1,2,3,2,1,4,3,1,1,2,4,3,4,4,2,1,1,1,3,3,3,2,1,3,2,"tried smoking","social drinker",1,3,2,4,3,4,1,3,3,3,4,4,2,4,3,5,3,4,2,3,2,2,3,3,2,5,3,2,1,4,2,4,"i am always on time","sometimes",2,4,3,3,3,4,4,3,3,4,4,4,5,1,4,3,4,3,3,4,3,3,2,"few hours a day",3,2,4,5,2,4,3,19,181,70,1,"male","right handed","secondary school","yes","city","block of flats"
5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,2,3,2,4,3,2,3,3,2,4,3,2,2,2,3,3,2,3,2,4,2,3,2,2,4,3,2,3,2,3,2,2,2,2,3,4,2,3,2,3,3,4,2,2,2,3,4,3,2,2,2,3,3,2,"former smoker","social drinker",2,4,2,3,2,3,4,3,2,,4,3,2,3,2,3,4,3,2,3,4,3,2,3,3,2,3,4,3,2,3,4,"i am always on time","only to avoid hurting someone",2,3,2,4,3,3,2,4,3,2,3,4,3,2,4,3,2,3,4,2,3,3,2,"less than an hour a day",4,2,3,2,3,3,4,17,165,58,0,"female","right handed","primary school","yes","village","house/bungalow"
5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,5,2,3,5,5,4,4,5,5,4,2,2,2,3,1,1,1,5,4,2,2,2,2,5,3,1,1,1,4,1,5,5,1,2,4,5,2,3,5,4,3,5,5,4,4,2,2,2,3,5,4,5,3,4,"tried smoking","social drinker",4,3,4,4,3,3,2,5,5,2,5,3,1,1,4,3,1,3,1,5,1,5,5,5,2,3,5,2,2,3,2,4,"i am always on time","only to avoid hurting someone",2,4,2,4,3,3,3,3,3,2,3,5,4,4,4,5,2,3,3,5,3,4,3,"few hours a day",4,4,4,4,4,4,4,19,158,45,2,"female","right handed","secondary school","no","city","house/bungalow"
4,4,4,2,3,2,2,3,3,1,,4,3,3,2,1,2,3,2,4,3,3,5,2,3,3,3,3,3,2,4,2,2,2,1,2,2,2,1,2,2,1,4,3,2,1,2,2,1,3,1,1,1,5,5,2,2,2,2,2,4,4,4,1,2,2,2,3,3,4,3,4,4,"never smoked","social drinker",3,2,2,5,2,2,2,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,"i am often running late","sometimes",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"few hours a day",3,3,3,3,3,3,3,16,162,65,1,"male","right handed","secondary school","yes","village","house/bungalow"
5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,5,4,4,3,2,2,3,2,2,3,2,3,4,2,4,1,1,5,4,2,1,1,5,4,4,1,2,2,4,1,4,1,2,4,3,2,1,1,2,4,4,5,4,3,2,2,2,2,2,5,3,3,3,2,"tried smoking","drink a lot",3,5,2,3,3,3,1,4,3,3,5,3,2,2,3,5,4,3,2,4,1,3,4,2,2,5,3,2,1,3,2,5,"i am often early","sometimes",3,5,2,4,4,3,3,4,3,2,4,3,5,1,4,3,4,3,3,4,3,3,3,"few hours a day",4,4,2,5,2,3,3,22,174,83,1,"male","right handed","college/bachelor degree","no","village","house/bungalow"
5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,4,2,3,2,3,2,4,3,2,3,3,2,2,3,2,4,2,3,2,2,1,1,2,2,3,2,4,3,2,3,2,3,4,3,2,3,2,3,2,4,3,4,3,3,2,3,2,4,2,3,2,1,2,3,"current smoker","never",3,2,3,2,4,2,3,2,4,3,2,3,2,4,1,3,2,3,4,2,4,3,2,3,2,4,2,3,2,3,3,2,"i am often running late","only to avoid hurting someone",2,4,3,2,3,4,2,3,2,4,1,2,3,2,4,2,3,4,3,4,2,3,2,"few hours a day",2,4,3,2,4,3,2,23,183,85,2,"male","left handed","college/bachelor degree","no","city","block of flats"
5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,5,1,5,3,3,3,3,3,3,5,3,1,4,4,4,1,1,4,4,3,4,1,4,3,3,2,1,1,5,3,4,3,1,1,3,3,4,1,3,3,2,4,1,3,2,3,2,3,2,2,1,3,4,3,"former smoker","social drinker",3,3,5,5,3,3,3,3,4,1,4,3,1,2,4,5,4,4,3,5,1,4,5,4,2,3,3,2,5,3,3,2,"i am always on time","never",4,3,3,3,3,3,2,4,5,3,3,5,3,3,4,4,3,3,5,5,4,3,2,"less than an hour a day",3,2,3,3,3,3,5,28,172,54,2,"female",,"masters degree","no","village","house/bungalow"
5,3,2,,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,3,2,3,3,3,3,3,2,3,4,,2,4,4,4,3,3,5,5,5,1,1,1,4,3,1,4,4,1,3,2,1,1,3,3,3,3,1,2,5,3,5,5,5,1,1,2,1,1,1,1,3,1,1,"current smoker","social drinker",3,5,2,3,4,2,3,5,4,3,2,4,1,5,1,5,2,5,1,1,3,3,5,3,3,,3,2,3,3,3,3,"i am always on time","sometimes",3,4,4,3,3,5,3,3,5,3,5,1,1,1,5,5,5,4,1,3,3,3,2,"few hours a day",2,1,5,4,4,4,5,20,183,69,2,"male","left handed","secondary school","no","city","block of flats"
5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,4,2,4,5,5,4,4,4,3,2,1,5,2,3,5,2,1,4,2,3,1,1,4,2,4,2,5,2,2,4,2,1,1,1,4,5,2,4,3,3,3,3,2,3,3,2,3,4,2,3,3,4,4,2,"tried smoking","social drinker",3,4,3,4,5,5,3,4,4,3,4,3,4,4,4,5,4,3,3,3,1,2,2,3,3,2,5,3,4,3,3,3,"i am always on time","sometimes",2,2,4,5,2,3,2,4,4,3,4,2,4,2,4,3,3,3,4,4,3,4,3,"few hours a day",3,3,4,4,4,3,4,21,176,80,1,"male","right handed","secondary school","no","city","block of flats"
4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,5,2,4,5,5,4,5,2,2,4,2,4,4,2,5,1,1,4,2,1,1,1,2,3,2,1,3,1,2,2,4,1,1,1,3,1,1,1,2,1,5,4,2,5,1,2,2,4,5,4,2,2,1,2,"tried smoking","never",1,2,5,3,5,3,2,5,5,4,3,1,1,2,3,5,2,5,1,3,3,4,5,5,2,3,4,2,4,3,1,2,"i am often early","sometimes",4,5,3,4,3,2,3,5,3,3,3,5,3,4,3,4,3,3,3,1,3,4,3,"less than an hour a day",4,4,1,2,1,1,4,22,173,50,1,"female","right handed","secondary school","no","city","block of flats"
5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,5,3,2,4,2,3,5,2,3,5,4,3,4,4,1,3,3,4,3,2,2,2,4,3,1,2,4,1,1,3,5,1,1,1,5,5,1,1,3,2,3,4,4,3,2,1,1,2,4,3,1,1,3,3,"never smoked","never",3,3,2,3,2,4,3,4,4,1,4,3,2,1,4,2,1,5,2,5,1,1,4,5,2,2,2,1,3,4,1,2,"i am often early","never",4,,3,4,4,3,2,3,3,1,2,3,3,1,4,3,3,5,5,4,4,3,3,"few hours a day",2,3,3,3,3,2,4,,,,,"male","right handed","masters degree","no","city","house/bungalow"
5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,3,2,2,5,1,5,5,3,4,4,3,3,5,1,3,5,3,5,5,1,3,5,3,5,4,3,1,3,2,1,3,2,5,3,5,2,3,4,1,5,1,5,3,3,1,3,1,1,1,1,2,1,2,1,"former smoker","drink a lot",3,5,5,4,4,4,3,4,5,2,2,4,3,2,3,5,3,5,3,5,1,1,2,4,2,3,2,1,1,4,1,5,"i am always on time","sometimes",1,5,3,3,5,5,1,5,4,3,3,1,1,3,4,4,4,4,1,2,5,4,3,"few hours a day",4,1,1,3,1,1,4,19,188,75,1,"male","right handed","college/bachelor degree","no","city","block of flats"
3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,5,2,3,4,5,3,2,4,4,3,1,3,3,3,3,2,2,4,4,5,2,2,2,4,5,2,2,3,5,3,4,4,1,1,2,4,2,5,3,3,3,4,5,1,1,1,1,1,1,1,1,2,4,2,"tried smoking","social drinker",3,3,3,4,3,4,5,4,4,4,3,2,2,1,2,4,2,4,1,4,2,4,3,3,2,4,3,3,5,4,3,3,"i am often early","only to avoid hurting someone",3,5,3,4,4,3,3,5,5,1,5,3,3,3,3,4,2,4,3,2,5,4,3,"few hours a day",3,5,4,3,3,3,5,24,160,55,1,"female","right handed","college/bachelor degree","no","city","block of flats"
5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,5,3,4,5,4,5,5,4,4,5,3,5,5,2,4,1,1,5,3,4,1,1,3,4,5,3,5,5,3,2,2,1,1,1,5,5,1,3,5,5,3,5,5,2,1,1,1,3,1,4,3,1,2,1,"never smoked","social drinker",3,3,1,1,1,3,4,4,4,2,3,3,1,1,1,3,3,5,1,4,2,2,4,5,1,5,2,1,3,3,4,5,"i am often early","sometimes",3,5,2,5,5,2,3,3,5,3,3,1,4,2,3,4,4,3,3,3,5,3,3,"few hours a day",4,4,4,4,4,4,3,23,170,63,1,"male","right handed","college/bachelor degree","no","city","block of flats"
5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,5,5,3,3,1,4,5,5,5,5,1,2,5,2,4,1,1,5,3,5,1,1,1,3,5,1,2,1,2,2,3,3,1,1,4,1,5,1,2,3,2,5,1,1,4,1,2,2,3,5,5,5,3,5,"current smoker","drink a lot",3,5,1,2,3,1,3,3,3,1,3,3,1,2,3,5,1,5,1,4,1,5,5,4,3,5,3,1,3,3,1,4,"i am often running late","sometimes",1,4,2,3,2,1,4,4,2,4,5,5,3,4,4,3,3,4,1,5,2,4,4,"less than an hour a day",2,2,4,5,2,1,4,21,164,52,2,"female","right handed","secondary school","no","city","block of flats"
5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,4,2,2,5,5,2,2,5,5,3,2,4,2,2,2,2,1,5,3,3,1,1,3,1,3,1,1,1,4,3,1,2,1,2,3,3,1,4,4,2,2,4,1,2,3,4,4,4,3,4,3,3,4,3,"tried smoking","drink a lot",3,2,1,4,4,3,4,3,3,1,3,3,3,1,4,2,4,4,1,4,1,5,5,4,3,3,3,3,5,4,1,4,"i am always on time","only to avoid hurting someone",1,1,4,4,3,3,4,5,4,5,4,4,2,5,4,4,3,4,4,3,5,1,1,"most of the day",1,4,4,4,4,4,4,22,167,50,1,"female","right handed","secondary school","no","city","block of flats"
5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,5,3,4,3,4,3,2,3,2,4,3,3,2,2,3,2,4,4,3,2,2,3,4,3,3,2,2,3,2,4,3,3,4,3,3,4,2,3,4,3,2,5,3,2,2,3,2,4,3,2,4,3,2,3,"current smoker","social drinker",4,2,3,2,4,3,2,3,2,4,3,2,4,2,3,,2,4,3,2,4,3,2,3,4,3,2,4,3,2,4,3,"i am always on time","sometimes",2,3,2,4,3,2,4,3,2,4,3,2,4,3,3,4,2,4,3,3,2,4,1,"few hours a day",3,2,4,3,2,1,5,18,184,81,1,"male","right handed","secondary school","no","city","house/bungalow"
5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,3,4,2,2,2,4,4,4,3,2,2,3,3,4,3,2,2,5,4,3,2,1,2,2,5,4,4,3,3,5,4,2,4,4,4,4,4,4,4,4,3,4,4,3,5,4,1,1,2,4,4,5,5,4,"tried smoking","drink a lot",3,4,3,3,4,4,2,2,4,5,4,1,4,3,2,3,2,2,4,3,3,3,2,2,5,2,5,2,3,3,4,3,"i am often running late","sometimes",4,3,4,2,2,5,2,2,5,5,4,1,2,2,4,5,3,4,2,2,5,5,4,"less than an hour a day",4,3,3,5,4,4,4,28,166,58,2,"female","left handed","masters degree","no","city","block of flats"
