"id","text","author"
"id08972","September nd My beloved Sister, I write to you, encompassed by peril and ignorant whether I am ever doomed to see again dear England and the dearer friends that inhabit it.","MWS"
"id22476","I reflected that many difficulties might still lie in the path of my preservation which only extreme exertion on my part would be able to surmount.","EAP"
"id07812","These I had tested with a fellow student; but achieving no result, had soon packed them away with other scientific odds and ends for possible future use.","HPL"
"id02949","From each room to every other there were sure to be found three or four steps either in ascent or descent.","EAP"
"id24408","Upon his person was found a letter, briefly stating his love for Marie, with his design of self destruction.","EAP"
"id03528","God, that hand The window The window When the last days were upon me, and the ugly trifles of existence began to drive me to madness like the small drops of water that torturers let fall ceaselessly upon one spot of their victim's body, I loved the irradiate refuge of sleep.","HPL"
"id00453","But before I could investigate there came a third impression which because of its irrationality caused me to doubt the objectivity of anything my senses might record.","HPL"
"id10162","But it is by no means a really natural arrangement.","EAP"
"id07655","Her presence, her readings alone, rendered vividly luminous the many mysteries of the transcendentalism in which we were immersed.","EAP"
"id09667","Their creeds were heterodox and mysterious, involving hints of certain marvellous transformations leading to bodily immortality of a sort on this earth.","HPL"
"id04812","I concealed from this beloved child that her mother's death was voluntary, and tried every means to awaken cheerfulness in her sorrow stricken spirit.","MWS"
"id14271","A little reflection upon this discovery sufficed to render evident the consequences, which were that rascality must predominate in a word, that a republican government could never be any thing but a rascally one.","EAP"
"id23098","This man is about the medium size, and has a remarkable stoop in the shoulders.","EAP"
"id12485","He was ready, I think, to see proof of his increasingly strong opinion that consciousness, reason, and personality can exist independently of the brain that man has no central connective spirit, but is merely a machine of nervous matter, each section more or less complete in itself.","HPL"
"id01543","He stopped in his tracks then, flailing his arms wildly in the air, began to stagger backward.","HPL"
"id00677","He found Old Whateley in a very grave state, with a cardiac action and stertorous breathing that told of an end not far off.","HPL"
"id13715","My nose is sufficiently good.","EAP"
"id15967","Now even granting what should not be granted that the movements of the Automaton Chess Player were in themselves determinate, they would be necessarily interrupted and disarranged by the indeterminate will of his antagonist.","EAP"
"id08815","It would have been better if we could have known it was underground.","HPL"
"id18944","No word, no expression could body forth the kind of relation in which she stood to me my more than sister, since till death she was to be mine only.","MWS"
"id07170","But these fluctuations shook to its depths the soul of the sensitive youth; he no longer deemed the world subject to him, because he possessed Evadne's love; he felt in every nerve that the dire storms of the mental universe were about to attack his fragile being, which quivered at the expectation of its advent.","MWS"
"id18160","I had the good fortune to recollect that in the accentuation of this drama, or at least of such portion of it as is allotted to the hero, the tones of voice in which I found myself deficient were altogether unnecessary, and the deep guttural was expected to reign monotonously throughout.","EAP"
"id17803","Mr. Kirwin, on hearing this evidence, desired that I should be taken into the room where the body lay for interment, that it might be observed what effect the sight of it would produce upon me.","MWS"
"id04113","I could no longer bear the touch of her wan fingers, nor the low tone of her musical language, nor the lustre of her melancholy eyes.","EAP"
"id02476","But winter was coming, and with winter, hope.","MWS"
"id10211","But now that virtue has become to me a shadow, and that happiness and affection are turned into bitter and loathing despair, in what should I seek for sympathy?","MWS"
"id21084","Not a living thing did I see, except for the scattered fishermen on the distant breakwater, and not a sound did I hear save the lapping of the harbour tides and the roar of the falls in the Manuxet.","HPL"
"id06181","""We have strange news here,"" I observed.","MWS"
"id22934","I felt that I breathed an atmosphere of sorrow.","EAP"
"id00665","I have learnt in Greece that one man, more or less, is of small import, while human bodies remain to fill up the thinned ranks of the soldiery; and that the identity of an individual may be overlooked, so that the muster roll contain its full numbers.","MWS"
"id05090","As this state of wretchedness became more confirmed, and, in spite of her endeavours at concealment more apparent, I strove, though vainly, to awaken in her courage and hope.","MWS"
"id26326","""Even so,"" he cried, ""I knew you would speak of her.","MWS"
"id18346","The putting the key in the lock of the back door was a signal on hearing which the person concealed brought his body forward to an angle as acute as possible throwing it altogether, or nearly so, into the main compartment.","EAP"
"id10854","Not being able to arrive at a conclusion, the practitioners remanded me for farther examination.","EAP"
"id02112","Certain data being given, certain results necessarily and inevitably follow.","EAP"
"id05762","In the meantime, the force of gravitation would be constantly diminishing, in proportion to the squares of the distances, and thus, with a velocity prodigiously accelerating, I should at length arrive in those distant regions where the force of the earth's attraction would be superseded by that of the moon.","EAP"
"id20030","All my joy turned to sorrow when I first beheld him with that melancholy countenance enter these doors as it were the day after my lady's funeral He seemed to recover himself a little after he had bidden me write to you but still it is a woful thing to see him so unhappy.""","MWS"
"id19525","A servant is sent to make inquiry about the delay.","EAP"
"id27240","I pursued him, and for many months this has been my task.","MWS"
"id10228","It is you they will get, as they got the servants.","HPL"
"id25162","There, where morbidity lurked most thickly, I searched and poked during long afternoons when the sunlight filtered in through the cobwebbed above ground windows, and a sense of security glowed from the unlocked door which placed me only a few feet from the placid sidewalk outside.","HPL"
"id13910","Evadne's constancy, fortitude, even her ill fated and ill regulated love, were matter of admiration and pity; especially when, from the detail of the events of the nineteenth of October, it was apparent that she preferred suffering and death to any in her eyes degrading application for the pity and assistance of her lover.","MWS"
"id25467","They would have it that Coleridge wrote the paper but not so.","EAP"
"id03569","Accordingly we find that Maelzel closes the back door.","EAP"
"id24609","I bent to them my ear and distinguished, again, the concluding words of the passage in Glanvill ""Man doth not yield him to the angels, nor unto death utterly, save only through the weakness of his feeble will.""","EAP"
"id02846","Love had doubled all her excellencies, and placed a diadem on her genius.","MWS"
"id08612","And then had come the scourge, grinning and lethal, from the nightmare caverns of Tartarus.","HPL"
"id27845","When passing over an expanse of water, it becomes necessary to employ small kegs of copper or wood, filled with liquid ballast of a lighter nature than water.","EAP"
"id14135","Is a native of Spain.","EAP"
"id14946","Found the ascending force greater than we had expected; and as we arose higher and so got clear of the cliffs, and more in the sun's rays, our ascent became very rapid.","EAP"
"id27881","The chief in point of splendor and extent was the ""Château Metzengerstein.""","EAP"
"id05326","A poet, having very unusual pecuniary resources, might, while retaining the necessary idea of art or culture, or, as our author expresses it, of interest, so imbue his designs at once with extent and novelty of beauty, as to convey the sentiment of spiritual interference.","EAP"
"id20582","It surprised me that what before was desert and gloomy should now bloom with the most beautiful flowers and verdure.","MWS"
"id25982","At length the negro asked, ""Is de lef eye of de skull pon de same side as de lef hand of de skull, too? cause de skull aint got not a bit ob a hand at all nebber mind I got de lef eye now here de lef eye what mus do wid it?""","EAP"
"id07256","He who has never swooned, is not he who finds strange palaces and wildly familiar faces in coals that glow; is not he who beholds floating in mid air the sad visions that the many may not view; is not he who ponders over the perfume of some novel flower is not he whose brain grows bewildered with the meaning of some musical cadence which has never before arrested his attention.","EAP"
"id09356","I resolved, therefore, that if my immediate union with my cousin would conduce either to hers or my father's happiness, my adversary's designs against my life should not retard it a single hour.","MWS"
"id23871","Arm holes had been cut in the sides, for the sake not more of elegance than of convenience; but the dress, nevertheless, prevented its proprietor from sitting as erect as his associates; and as he lay reclining against his tressel, at an angle of forty five degrees, a pair of huge goggle eyes rolled up their awful whites towards the ceiling in absolute amazement at their own enormity.","EAP"
"id06028","Tonight I go as a Nemesis bearing just and blazingly cataclysmic vengeance.","HPL"
"id06733","It should be a matter of general knowledge that Cf. is responsible for this work.","HPL"
"id16989","The genius of the stanzas to the ""Oil of Bob"" first breathed into me, I say, the divine afflatus.","EAP"
"id15213","The apparition was soon explained.","MWS"
"id07918","The month of May had already commenced, and I expected the letter daily which was to fix the date of my departure, when Henry proposed a pedestrian tour in the environs of Ingolstadt, that I might bid a personal farewell to the country I had so long inhabited.","MWS"
"id06890","The cycles in which the stars move are those best adapted for the evolution, without collision, of the greatest possible number of bodies.","EAP"
"id06785","Sorrow fled before her; and her smile seemed to possess an influence like light to irradiate all mental darkness.","MWS"
"id00077","That was the first time he had ever been able to revive the quality of rational thought in a corpse; and his success, obtained at such a loathsome cost, had completely hardened him.","HPL"
"id05691","The children and the womenfolk whimpered, kept from screaming by some obscure, vestigial instinct of defence which told them their lives depended on silence.","HPL"
"id21938","""I wish you to bear especially in mind that I have spoken of a very unusual degree of activity as requisite to success in so hazardous and so difficult a feat.","EAP"
"id15640","Mr. Ricci and Mr. Silva were to interview the poor old gentleman, whilst Mr. Czanek waited for them and their presumable metallic burden with a covered motor car in Ship Street, by the gate in the tall rear wall of their host's grounds.","HPL"
"id00859","The shingles were painted a dull gray; and the happiness with which this neutral tint melted into the vivid green of the tulip tree leaves that partially overshadowed the cottage, can readily be conceived by an artist.","EAP"
"id21726","Upon neither of these points could I be satisfied; merely ascertaining, in regard to him, that a sudden accident in his family had caused his removal from Dr. Bransby's academy on the afternoon of the day in which I myself had eloped.","EAP"
"id14175","It was, especially, upon retiring to bed late in the night of the seventh or eighth day after the placing of the lady Madeline within the donjon, that I experienced the full power of such feelings.","EAP"
"id13003","The knot by which the strings of the bonnet were fastened, was not a lady's, but a slip or sailor's knot.","EAP"
"id14114","There was no sound within save a nameless sort of slow, thick dripping.","HPL"
"id17944","I would sometimes rise very quietly in the night, stealing out to walk in those churchyards and places of burial from which I had been kept by my parents.","HPL"
"id07821","What I have become since this last moment I know not; perhaps I am changed in mien as the fallen archangel.","MWS"
"id20813","Also, I must not dwell on what that factory inspector had told the Newburyport ticket agent about the Gilman House and the voices of its nocturnal tenants not on that, nor on the face beneath the tiara in the black church doorway; the face for whose horror my conscious mind could not account.","HPL"
"id24350","It moved slowly, but it enlightened my path, and I again went out in search of berries.","MWS"
"id20621","Yet this was very unlike my early life although as then I was confined to Nature and books.","MWS"
"id06678","With opinions such as these was my young friend fully imbued; and thus is it especially worthy of observation that the uninterrupted enjoyment which distinguished his life was in great part the result of preconcert.","EAP"
"id14763","We took our passage on board a vessel bound for Havre de Grace and sailed with a fair wind from the Irish shores.","MWS"
"id03608","A sordid, undefinable stench settled over the place, and the ancient spirit slept.","HPL"
"id08247","Then came a halt in the gasping, and the dog raised its head in a long, lugubrious howl.","HPL"
"id01630","It was the opinion of both physicians that M. Valdemar would die about midnight on the morrow Sunday.","EAP"
"id02840","""You cherish dreary thoughts, my dear Perdita,"" I said, ""nor do I wonder that for a time your better reason should be influenced by passionate grief and a disturbed imagination.","MWS"
"id00016","Thus you may console me by reducing me to nothing but your words I cannot bear; soon they will make me mad, quite mad, and then I shall utter strange words, and you will believe them, and we shall be both lost for ever.","MWS"
"id26041","His abdication of the Protectorate had caused an unexampled sensation; and, when his magnificent and manly system was contrasted with the narrow views of succeeding politicians, the period of his elevation was referred to with sorrow.","MWS"
"id21022","I record no crimes; my faults may easily be pardoned; for they proceeded not from evil motive but from want of judgement; and I believe few would say that they could, by a different conduct and superior wisdom, have avoided the misfortunes to which I am the victim.","MWS"
"id09902","What slave will not, if he may, escape from his chains?","MWS"
"id11951","I felt as if, from the order of the systematic world, I had plunged into chaos, obscure, contrary, unintelligible.","MWS"
"id05954","""Save me"" she exclaimed, and would have sunk to the ground had I not supported her.","MWS"
"id13892","Let us carefully compare with each other the various communications sent to the evening paper, in which the object was to inculpate a gang.","EAP"
"id23075","His companionship with the deceased, a gay, but not an abject young girl, designates him as above the grade of the common sailor.","EAP"
"id24355","Even in my own heart I could give no expression to my sensations they weighed on me with a mountain's weight and their excess destroyed my agony beneath them.","MWS"
"id26313","Shalmanezer, as we have it in holy writings, lay three years before Samaria; yet it fell.","EAP"
"id09223","Rushing to the building, it perceived the lightning rod, clambered up with inconceivable agility, grasped the shutter, which was thrown fully back against the wall, and, by its means, swung itself directly upon the headboard of the bed.","EAP"
"id06082","I did not undress, but decided to read till I was sleepy and then lie down with only my coat, collar, and shoes off.","HPL"
"id10538","One man with Oriental eyes has said that all time and space are relative, and men have laughed.","HPL"
"id03564","The police are entirely at fault an unusual occurrence in affairs of this nature.","EAP"
"id26938","Gate o' hell sheer drop daown to a bottom no saoundin' line kin tech.","HPL"
"id21628","All cold, and stiff, and dead Alas I am quite callous: the night I was out in was fearful and the cold rain that fell about my heart has acted like the waters of the cavern of Antiparos and has changed it to stone.","MWS"
"id15126","It was echoed from Saleve, the Juras, and the Alps of Savoy; vivid flashes of lightning dazzled my eyes, illuminating the lake, making it appear like a vast sheet of fire; then for an instant every thing seemed of a pitchy darkness, until the eye recovered itself from the preceding flash.","MWS"
"id16753","what do you mean?"" ""Why, massa, I mean de bug dare now.""","EAP"
"id16846","He was always the saddest of the group, and even to my unpractised senses, he appeared to have suffered more deeply than his friends.","MWS"
"id22700","It was the work of the rushing gust but then without those doors there did stand the lofty and enshrouded figure of the lady Madeline of Usher.","EAP"
"id04176","She appeared affected by different feelings; wiping a few tears from her lovely eyes, she held out her hand to Felix, who kissed it rapturously and called her, as well as I could distinguish, his sweet Arabian.","MWS"
"id16609","I had expected more resolution at his hands.","EAP"
"id21102","It was not strange therefore, that when he heard of the existence of the offspring of this celebrated person, he should have formed the plan of bestowing on them all the advantages his rank made him rich to afford.","MWS"
"id10848","But, as the loss of his ears proved the means of elevating to the throne of Cyrus, the Magian or Mige Gush of Persia, and as the cutting off his nose gave Zopyrus possession of Babylon, so the loss of a few ounces of my countenance proved the salvation of my body.","EAP"
"id18415","On examination, we found that all the leaves, bark, and other substances, were traced with written characters.","MWS"
"id04958","Although in his appearance there is, to a casual observer, nothing which might bespeak him more or less than man still a feeling of irrepressible reverence and awe mingled with the sensation of wonder with which I regarded him.","EAP"
"id15225","Well, Eliot, that was the end of the night's adventure.","HPL"
"id01627","Made sign talk as soon as they got over bein' skeert, an' pieced up a bargain afore long.","HPL"
"id03146","Our misfortune is doubly hard to us; we have not only lost that lovely darling boy, but this poor girl, whom I sincerely love, is to be torn away by even a worse fate.","MWS"
"id04507","And every night, about midnight, I turned the latch of his door and opened it oh so gently And then, when I had made an opening sufficient for my head, I put in a dark lantern, all closed, closed, that no light shone out, and then I thrust in my head.","EAP"
"id08769","It had not seen me, but was simply obeying a general plan of cutting off my escape.","HPL"
"id13497","Often I waited beside the bed of death till midnight, and through the obscurity of rainy, cloudy nights rode many miles, sustained by one circumstance only, the safety and sheltered repose of those I loved.","MWS"
"id21161","You must have had occasion to observe how absolutely indispensable, of late years, to the thorough blackguard, has become the pocket handkerchief.""","EAP"
"id03594","A remembrance of the discourses of my parents, and the communications which my mother endeavoured to impress upon me concerning my father's friends, in slight hope that I might one day derive benefit from the knowledge, floated like an indistinct dream through my brain.","MWS"
"id10856","This circumstance, however, only endeared it to my wife, who, as I have already said, possessed, in a high degree, that humanity of feeling which had once been my distinguishing trait, and the source of many of my simplest and purest pleasures.","EAP"
"id06261","During the busy day, my mind had yielded itself a willing slave to the state of things presented to it by its fellow beings; historical association, hatred of the foe, and military enthusiasm had held dominion over me.","MWS"
"id09478","Yes: the king is coming See the people are aghast with admiration, and lift up their eyes to the heavens in reverence.","EAP"
"id10902","But in the western or black chamber the effect of the fire light that streamed upon the dark hangings through the blood tinted panes, was ghastly in the extreme, and produced so wild a look upon the countenances of those who entered, that there were few of the company bold enough to set foot within its precincts at all.","EAP"
"id22095","In the most enchanting of natural landscapes, there will always be found a defect or an excess many excesses and defects.","EAP"
"id13442","A fearful idea now suddenly drove the blood in torrents upon my heart, and for a brief period, I once more relapsed into insensibility.","EAP"
"id02835","You perceive, however, that he is neither a lamb, nor a goat, nor a satyr, neither has he much resemblance to the Pan of the Arcadians.","EAP"
"id25421","A small spring of water presented itself to my view, and here, stooping, I bathed my hands and my head and neck.","EAP"
"id18852","""You have got up all your arguments in excellent order,"" I replied; ""and, if Adrian consent, they are unanswerable.","MWS"
"id18401","For an instant I felt absolute despair, since my trapping in a chamber with no window egress seemed complete.","HPL"
"id19202","Flashes of lightning were visible through the bunk house window.","HPL"
"id04067","Idris stood beside me, her dear hand locked in mine.","MWS"
"id27158","I saw nothing in it of an extraordinary character, but its effect upon Bedloe was prodigious.","EAP"
"id05253","He gave not only a brief denial to his mother's schemes, but published his intention of using his influence to diminish the power of the aristocracy, to effect a greater equalization of wealth and privilege, and to introduce a perfect system of republican government into England.","MWS"
"id06232","Once Idris named me casually a frown, a convulsive gesture of anger, shook her mother, and, with voice trembling with hate, she said ""I am of little worth in this world; the young are impatient to push the old off the scene; but, Idris, if you do not wish to see your mother expire at your feet, never again name that person to me; all else I can bear; and now I am resigned to the destruction of my cherished hopes: but it is too much to require that I should love the instrument that providence gifted with murderous properties for my destruction.""","MWS"
"id07222","Her timidity was not artificial, but arose from that fear of not being properly appreciated, that slight estimation of the neglect of the world, which also characterized Raymond.","MWS"
"id24387","I asked her where he should be buried.","MWS"
"id02941","""There is much truth in what you say,"" said I, ""and yet no man ever acts upon this theory.","MWS"
"id16434","Nothing should tempt me to part with that scarabæus.","EAP"
"id12986","And above the nighted screaming of men and horses that dæmonic drumming rose to louder pitch, whilst an ice cold wind of shocking sentience and deliberateness swept down from those forbidden heights and coiled about each man separately, till all the cohort was struggling and screaming in the dark, as if acting out the fate of Laocoön and his sons.","HPL"
"id22459","But at length reflection came to my aid.","EAP"
"id04414","My glance fell from the painting to the figure of my friend, and the vigorous words of Chapman's Bussy D'Ambois, quivered instinctively upon my lips: ""He is up There like a Roman statue He will stand Till Death hath made him marble"" ""Come,"" he said at length, turning towards a table of richly enamelled and massive silver, upon which were a few goblets fantastically stained, together with two large Etruscan vases, fashioned in the same extraordinary model as that in the foreground of the portrait, and filled with what I supposed to be Johannisberger.","EAP"
"id18559","Old Waldron, who had curtailed his activities before, would have made him take a rest an impossible thing now that he was so close to great results in his equations.","HPL"
"id08655","""Every minute,"" continued M. Krempe with warmth, ""every instant that you have wasted on those books is utterly and entirely lost.","MWS"
"id13921","But are not the dreams of poets and the tales of travellers notoriously false?","HPL"
"id07069","Now, the mean or average interval between the centres of the two planets is . of the earth's equatorial radii, or only about , miles.","EAP"
"id18581","It has a certain general relation to the various styles of building.","EAP"
"id08622","Watson, Dr. Percival, Spallanzani, and especially the Bishop of Landaff.","EAP"
"id26034","His countenance was rough but intelligent his ample brow and quick grey eyes seemed to look out, over his own plans, and the opposition of his enemies.","MWS"
"id20868","That, I s'pose, was because gov'munt draft men was in taown arter 'sixty three.","HPL"
"id12238","The sailor had recovered his presence of mind, in a great measure, while Dupin uttered these words; but his original boldness of bearing was all gone.","EAP"
"id02779","I threw myself at his feet, and took his hand, ""Yes, speak, and we shall be happy; there will no longer be doubt, no dreadful uncertainty; trust me, my affection will soothe your sorrow; speak that word and all danger will be past, and we shall love each other as before, and for ever.""","MWS"
"id06747","This alone would have sufficed to produce death.","EAP"
"id24374","While I was thus wrapped in admiration of this lovely vision, a sudden disturbance among the audience caused her to turn her head partially toward me, so that I beheld the entire profile of the face.","EAP"
"id05594","The steel rod connecting the spring with the propeller was suddenly jerked out of place, at the car end, by a swaying of the car through some movement of one of the two seamen we had taken up, and in an instant hung dangling out of reach, from the pivot of the axis of the screw.","EAP"
"id24281","When I mingled with other families I distinctly discerned how peculiarly fortunate my lot was, and gratitude assisted the development of filial love.","MWS"
"id06062","Is it possible that even my latest fear is sheer delusion?","HPL"
"id08811","You will not dispute with me?","MWS"
"id25851","""There needs no persuasion,"" said the blushing Perdita, ""except your own dear promises, and my ready heart, which whispers to me that they are true.""","MWS"
"id26573","You did look up; and I was now assured that I had correctly followed your steps.","EAP"
"id14409","Two titan swaths of destruction stretched from the glen to the Frye farmyard, monstrous prints covered the bare patches of ground, and one side of the old red barn had completely caved in.","HPL"
"id01971","I remained, while the storm lasted, watching its progress with curiosity and delight.","MWS"
"id05047","We were in time, however, to obtain the front seats which had been reserved for us, and into which, with some little difficulty, we elbowed our way.","EAP"
"id12145","In the end he give him a funny kind o' thingumajig made aout o' lead or something, that he said ud bring up the fish things from any place in the water whar they might be a nest of 'em.","HPL"
"id00056","He awaked on the morning of the nd with a pain in his left wrist, and saw that his cuff was brown with dried blood.","HPL"
"id26824","From the manner in which Slater alluded to their dealings, I judged that he and the luminous thing had met on equal terms; that in his dream existence the man was himself a luminous thing of the same race as his enemy.","HPL"
"id14603","Thus far I have faithfully said.","EAP"
"id10197","Upon investigation it was seen that a new abyss yawned indefinitely below the seat of the blast; an abyss so monstrous that no handy line might fathom it, nor any lamp illuminate it.","HPL"
"id01793","In the cranium of this hideous thing lay quantity of ignited charcoal, which threw a fitful but vivid light over the entire scene; while coffins, and other wares appertaining to the shop of an undertaker, were piled high up around the room, and against the windows, preventing any ray from escaping into the street.","EAP"
"id05428","This time he resolved to reply in kind, and his own hands reached out for the creature's throat.","HPL"
"id10877","When a madman appears thoroughly sane, indeed, it is high time to put him in a straitjacket.""","EAP"
"id11378","""But this ascendancy,"" I interposed, ""would depend upon the robber's knowledge of the loser's knowledge of the robber.","EAP"
"id19426","This lady died, but her lessons were indelibly impressed on the mind of Safie, who sickened at the prospect of again returning to Asia and being immured within the walls of a harem, allowed only to occupy herself with infantile amusements, ill suited to the temper of her soul, now accustomed to grand ideas and a noble emulation for virtue.","MWS"
"id22606","His mother, apparently inattentive, at once understood what was meant, and seeing the hold we had upon her, yielded the point to us.","MWS"
"id27295","""By no means"" says the servant; and ""By no means"" says the lady's sister and the lady's sister in law, who are summoned forthwith.","EAP"
"id16582","M. Maelzel, having rolled the machine back into its original position, now informs the company that the Automaton will play a game of chess with any one disposed to encounter him.","EAP"
"id13644","Of foam there was little except in the immediate vicinity of the rocks.","EAP"
"id07163","The house was readily found; for there were still many persons gazing up at the closed shutters, with an objectless curiosity, from the opposite side of the way.","EAP"
"id22825","Other traditions tell of foul odours near the hill crowning circles of stone pillars, and of rushing airy presences to be heard faintly at certain hours from stated points at the bottom of the great ravines; while still others try to explain the Devil's Hop Yard a bleak, blasted hillside where no tree, shrub, or grass blade will grow.","HPL"
"id18431","They were eyeing, from behind a huge flagon of unpaid for ""humming stuff,"" the portentous words, ""No Chalk,"" which to their indignation and astonishment were scored over the doorway by means of that very mineral whose presence they purported to deny.","EAP"
"id26576","The door to the west wing was in its gable, and quite simple a single window looked out to the south.","EAP"
"id11322","""Alberto Montani, confectioner, deposes that he was among the first to ascend the stairs.","EAP"
"id08931","On a verdant slope of Mount Maenalus, in Arcadia, there stands an olive grove about the ruins of a villa.","HPL"
"id09358","He pointed out the errors, and the alterations that he wished to be made; he offered the Greek a pencil that he might correct the sketch on the spot; this was refused by his visitor, who said that he perfectly understood, and would work at it at home.","MWS"
"id04722","At the bottom of that valley a river once had flowed; for as I examined the scene more closely I beheld the remains of stone and marble bridges and sea walls, and terraces and embankments once verdant and beautiful.","HPL"
"id11027","First, I must thank you, Lionel, for having remained here at my request.","MWS"
"id12842","His wife assured us, that he had not observed any difference, except in the absence of the children from his study, and to her infinite surprise he complained of this unaccustomed quiet.","MWS"
"id11882","Of the first of these opinions we shall say nothing at present more than we have already said.","EAP"
"id25141","It is really a very fine amusement to ascend the rope ladder leading to the summit of the balloon bag, and thence survey the surrounding world.","EAP"
"id02667","Let us go the world is our country now, and we will choose for our residence its most fertile spot.","MWS"
"id20006","Was, indeed, Fate preserving my reason only to draw me irresistibly to an end more horrible and unthinkable than any man has dreamed of?","HPL"
"id19050","But in truth, neither the lonely meditations of the hermit, nor the tumultuous raptures of the reveller, are capable of satisfying man's heart.","MWS"
"id03284","She was a singular being, and, like me, inherited much of the peculiar disposition of our father.","MWS"
"id24158","In an absolute phrenzy of wrath, I turned at once upon him who had thus interrupted me, and seized him violently by the collar.","EAP"
"id19679","It was rather ironic, for he was the officer who had helped West to his commission, and who was now to have been our associate.","HPL"
"id13082","Still, however, he came not.","EAP"
"id04886","A visiter at his office, a few days prior to the girl's disappearance, and during the absence of its occupant, had observed a rose in the key hole of the door, and the name ""Marie"" inscribed upon a slate which hung near at hand.","EAP"
"id03338","But it is unworthy of me to argue and complain.","MWS"
"id05810","What ensued can best be gathered from the tales of servants and from things and papers later examined.","HPL"
"id09512","All he could do was moan half inaudibly, ""Oh, oh, great Gawd . . .","HPL"
"id20842","Tragedies deep and dire were the chief favourites.","MWS"
"id21363","Raymond expressed himself delighted to see him, declaring that he should make one in the festivity of the night.","MWS"
"id21272","To be sure, whenever we meet a balloon we have a chance of perceiving our rate, and then, I admit, things do not appear so very bad.","EAP"
"id10100","There were insane shouts and harrowing screams, soul chilling chants and dancing devil flames; and, the frightened messenger added, the people could stand it no more.","HPL"
"id17182","A restlessness, a fear of what was about to betide, a doubt as to Raymond's purposes, urged me to return without delay to his quarters.","MWS"
"id07035","It was this that led me here: I thought that if I could again awaken in my heart the grief I had felt at the loss of your mother, and the many associations with her memory which had been laid to sleep for seventeen years, that all love for her child would become extinct.","MWS"
"id10743","I had seen it from the road's crest when I looked at Kingsport in the new dusk, and it had made me shiver because Aldebaran had seemed to balance itself a moment on the ghostly spire.","HPL"
"id21448","You are going to make enquiries concerning the Earl of Windsor.","MWS"
"id17802","Elwood was in, thank heaven, and appeared to be stirring about.","HPL"
"id27555","I leaned to the left.","EAP"
"id20754","I now observed that I had with me an electric lantern and two spades, whilst my companion was supplied with a similar lantern and a portable telephone outfit.","HPL"
"id16242","I have described my protracted digging as idiotic, and such it indeed was in object and method.","HPL"
"id02258","Man could not both know and succumb.","EAP"
"id17283","Pray let us try again.""","HPL"
"id13608","Nor was I indeed ignorant of the flowers and the vine but the hemlock and the cypress overshadowed me night and day.","EAP"
"id01844","Chapter ""I now hasten to the more moving part of my story.","MWS"
"id12179","The right arm of the man within is brought across his breast, and his right fingers act, without any constraint, upon the machinery in the shoulder of the figure.","EAP"
"id18890","It was midnight; and you still sat by my side.","EAP"
"id26674","Do not then continue to fix your eyes on the earth; raise them on me for I can read your soul in them: speak to me to me sic, and pardon my presumption.","MWS"
"id19778","Alas To me the idea of an immediate union with my Elizabeth was one of horror and dismay.","MWS"
"id12749","Never should he behold her fallen, as she deemed, from her pride of beauty, the poverty stricken inhabitant of a garret, with a name which had become a reproach, and a weight of guilt on her soul.","MWS"
"id08184","He was far too long sighted in his view of humanity to heed the casualties of the day, and lived in the midst of contagion unconscious of its existence.","MWS"
"id02994","The truth is, I soon found that Mrs. W. was far oftener laughed at than with.","EAP"
"id26183","My wife had called my attention, more than once, to the character of the mark of white hair, of which I have spoken, and which constituted the sole visible difference between the strange beast and the one I had destroyed.","EAP"
"id15512","Raymond then lamented the cureless evil of his situation with Perdita.","MWS"
"id22756","Presently he shook his head, looking as pale as death, and held up one of his fingers, as if to say 'listen ' ""At first I could not make out what he meant but soon a hideous thought flashed upon me.","EAP"
"id16167","In such a mind, I repeat, what a host of recollections are stirred up by a trifle The dogs danced I I could not They frisked I wept.","EAP"
"id16635","""Are you mad, my friend?"" said he. ""Or whither does your senseless curiosity lead you?","MWS"
"id01074","He had promised to spend some hours with me one afternoon but a violent and continual rain prevented him.","MWS"
"id22936","Scarcely had I crossed the sill when there descended upon the whole company a sudden and unheralded fear of hideous intensity, distorting every face and evoking the most horrible screams from nearly every throat.","HPL"
"id27441","I will therefore guess even;' he guesses even, and wins.","EAP"
"id25033","In about ten minutes after starting, the barometer indicated an altitude of , feet.","EAP"
"id27174","A tear seemed to dim her eye when she saw us, but she quickly recovered herself, and a look of sorrowful affection seemed to attest her utter guiltlessness.","MWS"
"id17820","So on the night of July , , Herbert West and I stood in the cellar laboratory and gazed at a white, silent figure beneath the dazzling arc light.","HPL"
"id26671","In the daemon flash of a monstrous fireball the sleeper started up suddenly while the glare from beyond the window threw his shadow vividly upon the chimney above the fireplace from which my eyes had never strayed.","HPL"
"id03994","Something had evidently drawn a crowd to this place.","HPL"
"id13398","Who ordered your attack?","MWS"
"id17699","In days of happiness I have often repeated to myself, with a grateful heart and exulting spirit, all that Raymond sacrificed for me.","MWS"
"id07408","I lay outstretched where I had fallen from the balloon.","EAP"
"id14880","""You have guessed right; I have lately been so deeply engaged in one occupation that I have not allowed myself sufficient rest, as you see; but I hope, I sincerely hope, that all these employments are now at an end and that I am at length free.""","MWS"
"id10523","The upper lip, at the same time, writhed itself away from the teeth, which it had previously covered completely; while the lower jaw fell with an audible jerk, leaving the mouth widely extended, and disclosing in full view the swollen and blackened tongue.","EAP"
